"hospital_no","hospital_time_no","start","end","mon","tue","wed","thu","fry","sat","sun","hol","status","rgst","updt","created_id","updated_id"
"20325","3",,,"0","0","0","0","0","0","0","0","1","2017-08-15 12:56:50","2018-09-25 16:55:55","epkdoc01","epkdoc01"
"20325","4",,,"0","0","0","0","0","0","0","0","1","2017-08-15 12:56:50","2018-09-25 16:55:55","epkdoc01","epkdoc01"
"20326","1","08:00","11:15","1","1","1","1","1","1","0","0","1","2017-08-16 20:42:52","2019-01-13 20:23:39","epkdoc01","epkdoc01"
"20326","2","13:00","14:45","1","1","1","1","1","1","0","0","1","2017-08-16 20:42:52","2019-01-13 20:23:39","epkdoc01","epkdoc01"
"20326","3",,,"0","0","0","0","0","0","0","0","1","2017-08-16 20:42:52","2019-01-13 20:23:39","epkdoc01","epkdoc01"
"20326","4",,,"0","0","0","0","0","0","0","0","1","2017-08-16 20:42:52","2019-01-13 20:23:39","epkdoc01","epkdoc01"
"20327","1","09:00","12:00","1","1","1","1","1","0","0","0","1","2017-08-14 16:46:21","2019-01-09 13:13:44","epkdoc01","epkdoc01"
"20327","2","14:00","18:00","1","1","1","1","1","0","0","0","1","2017-08-14 16:46:21","2019-01-09 13:13:44","epkdoc01","epkdoc01"
"20327","3","09:00","13:00","0","0","0","0","0","1","0","0","1","2017-08-14 16:46:21","2019-01-09 13:13:44","epkdoc01","epkdoc01"
"20327","4",,,"0","0","0","0","0","0","0","0","1","2017-08-14 16:46:21","2019-01-09 13:13:44","epkdoc01","epkdoc01"
"20328","1","08:30","12:30","1","1","1","1","1","1","0","0","1","2017-08-18 11:54:09","2018-02-08 15:43:45","epkdoc01","epkdoc01"
"20328","2","15:30","19:00","1","1","0","1","1","0","0","0","1","2017-08-18 11:54:09","2018-02-08 15:43:45","epkdoc01","epkdoc01"
"20328","3",,,"0","0","0","0","0","0","0","0","1","2017-08-18 11:54:09","2018-02-08 15:43:45","epkdoc01","epkdoc01"
"20328","4",,,"0","0","0","0","0","0","0","0","1","2017-08-18 11:54:09","2018-02-08 15:43:45","epkdoc01","epkdoc01"
"20329","1","10:00","12:45","1","1","1","1","1","0","0","0","1","2017-08-16 09:36:06","2019-01-13 20:56:24","epkdoc01","epkdoc01"
"20329","2","15:00","16:45","1","1","1","0","1","0","0","0","1","2017-08-16 09:36:06","2019-01-13 20:56:24","epkdoc01","epkdoc01"
"20329","3","14:30","17:30","0","0","0","1","0","0","0","0","1","2017-08-16 09:36:06","2019-01-13 20:56:24","epkdoc01","epkdoc01"
"20329","4",,,"0","0","0","0","0","1","0","0","1","2017-08-16 09:36:06","2019-01-13 20:56:24","epkdoc01","epkdoc01"
"20330","1","08:30","12:30","1","1","1","0","1","1","0","0","1","2017-08-15 20:16:00","2018-05-15 11:00:53","epkdoc01","epkdoc01"
"20330","2","15:00","18:30","1","1","1","0","1","0","0","0","1","2017-08-15 20:16:00","2018-05-15 11:00:53","epkdoc01","epkdoc01"
"20330","3","14:00","16:30","0","0","0","0","0","1","0","0","1","2017-08-15 20:16:00","2018-05-15 11:00:53","epkdoc01","epkdoc01"
"20330","4",,,"0","0","0","0","0","0","0","0","1","2017-08-15 20:16:00","2018-05-15 11:00:53","epkdoc01","epkdoc01"
"20331","1","09:00","12:30","1","1","0","1","1","1","0","0","1","2017-08-15 20:09:24","2018-04-16 14:21:39","epkdoc01","epkdoc01"
"20331","2","15:00","18:30","1","1","0","1","1","0","0","0","1","2017-08-15 20:09:24","2018-04-16 14:21:39","epkdoc01","epkdoc01"
"20331","3",,,"0","0","0","0","0","0","0","0","1","2017-08-15 20:09:24","2018-04-16 14:21:39","epkdoc01","epkdoc01"
"20331","4",,,"0","0","0","0","0","0","0","0","1","2017-08-15 20:09:24","2018-04-16 14:21:39","epkdoc01","epkdoc01"
"20332","1","09:00","12:30","1","1","1","1","1","1","0","0","1","2017-08-15 14:01:09","2018-05-01 14:33:56","epkdoc01","epkdoc01"
"20332","2","16:00","19:00","1","1","1","1","1","0","0","0","1","2017-08-15 14:01:09","2018-05-01 14:33:56","epkdoc01","epkdoc01"
"20332","3",,,"0","0","0","0","0","0","0","0","1","2017-08-15 14:01:09","2018-05-01 14:33:56","epkdoc01","epkdoc01"
"20332","4",,,"0","0","0","0","0","0","0","0","1","2017-08-15 14:01:09","2018-05-01 14:33:56","epkdoc01","epkdoc01"
"20333","1","09:00","12:00","1","1","1","1","1","1","0","0","1","2017-08-16 21:38:41","2018-05-01 14:53:42","epkdoc01","epkdoc01"
"20333","2",,,"0","0","0","0","0","0","0","0","1","2017-08-16 21:38:42","2018-05-01 14:53:42","epkdoc01","epkdoc01"
"20333","3",,,"0","0","0","0","0","0","0","0","1","2017-08-16 21:38:42","2018-05-01 14:53:42","epkdoc01","epkdoc01"
"20333","4",,,"0","0","0","0","0","0","0","0","1","2017-08-16 21:38:42","2018-05-01 14:53:42","epkdoc01","epkdoc01"
"20335","1","08:45","12:00","1","1","1","1","1","1","0","0","1","2017-08-17 10:03:51","2018-03-22 16:54:23","epkdoc01","epkdoc01"
"20335","2",,,"0","0","0","0","0","0","0","0","1","2017-08-17 10:03:51","2018-03-22 16:54:23","epkdoc01","epkdoc01"
"20335","3",,,"0","0","0","0","0","0","0","0","1","2017-08-17 10:03:51","2018-03-22 16:54:23","epkdoc01","epkdoc01"
"20335","4",,,"0","0","0","0","0","0","0","0","1","2017-08-17 10:03:51","2018-03-22 16:54:23","epkdoc01","epkdoc01"
"20336","1","08:30","12:00","1","1","1","1","1","1","0","0","1","2017-08-02 18:57:00","2019-01-22 19:32:53","epkdoc01","epkdoc01"
"20336","2","14:00","18:00","1","1","0","1","1","0","0","0","1","2017-08-02 18:57:00","2019-01-22 19:32:53","epkdoc01","epkdoc01"
"20336","3",,,"0","0","0","0","0","0","0","0","1","2017-08-02 18:57:00","2019-01-22 19:32:53","epkdoc01","epkdoc01"
"20336","4",,,"0","0","0","0","0","0","0","0","1","2017-08-02 18:57:00","2019-01-22 19:32:54","epkdoc01","epkdoc01"
"20339","1","09:00","12:30","1","1","0","1","1","1","1","1","1","2017-08-16 16:48:00","2019-01-13 18:45:58","epkdoc01","epkdoc01"
"20339","2","14:00","18:30","1","1","0","1","1","0","0","0","1","2017-08-16 16:48:00","2019-01-13 18:45:58","epkdoc01","epkdoc01"
"20339","3","14:00","18:00","0","0","0","0","0","1","0","0","1","2017-08-16 16:48:00","2019-01-13 18:45:58","epkdoc01","epkdoc01"
"20339","4",,,"0","0","0","0","0","0","0","0","1","2017-08-16 16:48:00","2019-01-13 18:45:58","epkdoc01","epkdoc01"
"20340","1","09:00","12:30","1","1","1","1","1","1","0","0","1","2017-08-18 12:00:35","2019-01-13 19:02:13","epkdoc01","epkdoc01"
"20340","2","14:00","18:00","1","1","1","0","1","0","0","0","1","2017-08-18 12:00:35","2019-01-13 19:02:13","epkdoc01","epkdoc01"
"20340","3","17:00","19:00","0","0","0","1","0","0","0","0","1","2017-08-18 12:00:35","2019-01-13 19:02:13","epkdoc01","epkdoc01"
"20340","4",,,"0","0","0","0","0","0","0","0","1","2017-08-18 12:00:35","2019-01-13 19:02:13","epkdoc01","epkdoc01"
"20341","1","09:00","19:30","1","1","1","1","1","0","0","0","1","2017-08-18 12:38:30","2019-01-18 18:56:12","epkdoc01","epkdoc01"
"20341","2","09:00","12:00","0","0","0","0","0","1","0","0","1","2017-08-18 12:38:30","2019-01-18 18:56:12","epkdoc01","epkdoc01"
"20341","3",,,"0","0","0","0","0","0","0","0","1","2017-08-18 12:38:30","2019-01-18 18:56:12","epkdoc01","epkdoc01"
"20341","4",,,"0","0","0","0","0","0","0","0","1","2017-08-18 12:38:30","2019-01-18 18:56:12","epkdoc01","epkdoc01"
"20342","1","09:00",,"1","1","1","1","1","1","0","0","1","2017-08-15 19:50:34","2019-01-31 10:18:27","epkdoc01","epkdoc01"
"20342","2","14:00",,"1","1","1","1","1","0","0","0","1","2017-08-15 19:50:34","2019-01-31 10:18:27","epkdoc01","epkdoc01"
"20342","3",,,"0","0","0","0","0","0","0","0","1","2017-08-15 19:50:34","2019-01-31 10:18:27","epkdoc01","epkdoc01"
"20342","4",,,"0","0","0","0","0","0","0","0","1","2017-08-15 19:50:34","2019-01-31 10:18:27","epkdoc01","epkdoc01"
"20343","1","09:00","11:30","1","1","1","1","1","1","0","0","1","2017-08-16 20:32:27","2018-08-16 00:41:31","epkdoc01","epkdoc01"
"20343","2","14:00","17:00","1","1","0","1","1","1","0","0","1","2017-08-16 20:32:27","2018-08-16 00:41:31","epkdoc01","epkdoc01"
"20343","3",,,"0","0","0","0","0","0","0","0","1","2017-08-16 20:32:27","2018-08-16 00:41:31","epkdoc01","epkdoc01"
"20343","4",,,"0","0","0","0","0","0","0","0","1","2017-08-16 20:32:27","2018-08-16 00:41:31","epkdoc01","epkdoc01"
"20344","1","09:00","12:00","1","1","1","1","1","0","0","0","1","2017-08-18 13:54:36","2018-11-29 11:03:18","epkdoc01","epkdoc01"
"20344","2","14:00","18:30","1","1","1","0","1","0","0","0","1","2017-08-18 13:54:36","2018-11-29 11:03:18","epkdoc01","epkdoc01"
"20344","3","14:00","17:00","0","0","0","0","0","1","0","0","1","2017-08-18 13:54:36","2018-11-29 11:03:18","epkdoc01","epkdoc01"
"20344","4",,,"0","0","0","0","0","0","0","0","1","2017-08-18 13:54:36","2018-11-29 11:03:18","epkdoc01","epkdoc01"
"20345","1","09:00","12:30","1","1","0","1","1","1","0","0","1","2017-08-14 18:20:55","2019-02-01 11:46:57","epkdoc01","epkdoc01"
"20345","2","15:00","19:00","1","1","0","1","1","1","0","0","1","2017-08-14 18:20:55","2019-02-01 11:46:57","epkdoc01","epkdoc01"
"20345","3",,,"0","0","0","0","0","0","0","0","1","2017-08-14 18:20:55","2019-02-01 11:46:57","epkdoc01","epkdoc01"
"20345","4",,,"0","0","0","0","0","0","0","0","1","2017-08-14 18:20:55","2019-02-01 11:46:57","epkdoc01","epkdoc01"
"20346","1","09:00","12:30","1","1","1","1","1","1","0","0","1","2017-08-15 19:20:35","2019-01-13 19:44:55","epkdoc01","epkdoc01"
"20346","2","14:30","18:30","1","1","1","1","1","0","0","0","1","2017-08-15 19:20:35","2019-01-13 19:44:55","epkdoc01","epkdoc01"
"20346","3","14:30","17:00","0","0","0","0","0","1","0","0","1","2017-08-15 19:20:35","2019-01-13 19:44:55","epkdoc01","epkdoc01"
"20346","4",,,"0","0","0","0","0","0","0","0","1","2017-08-15 19:20:35","2019-01-13 19:44:55","epkdoc01","epkdoc01"
"20347","1","09:00","13:00","1","1","1","1","1","1","0","0","1","2017-08-17 16:14:22","2019-01-13 18:32:38","epkdoc01","epkdoc01"
"20347","2","10:00","13:00","0","0","0","0","0","0","1","0","1","2017-08-17 16:14:22","2019-01-13 18:32:38","epkdoc01","epkdoc01"
"20347","3","15:00","17:00","1","1","1","1","1","0","0","0","1","2017-08-17 16:14:22","2019-01-13 18:32:38","epkdoc01","epkdoc01"
"20347","4","18:00","19:00","1","1","1","1","1","0","0","0","1","2017-08-17 16:14:22","2019-01-13 18:32:38","epkdoc01","epkdoc01"
"20349","1","09:00","13:00","1","1","1","1","1","1","0","0","1","2017-08-14 17:34:30","2018-12-03 12:48:05","epkdoc01","epkdoc01"
"20349","2","14:30","18:30","1","1","1","1","1","0","0","0","1","2017-08-14 17:34:30","2018-12-03 12:48:05","epkdoc01","epkdoc01"
"20349","3",,,"0","0","0","0","0","0","0","0","1","2017-08-14 17:34:30","2018-12-03 12:48:05","epkdoc01","epkdoc01"
"20349","4",,,"0","0","0","0","0","0","0","0","1","2017-08-14 17:34:30","2018-12-03 12:48:05","epkdoc01","epkdoc01"
"20350","1","08:30","12:30","1","0","0","0","0","1","0","0","1","2017-08-15 14:54:02","2018-09-26 14:12:35","epkdoc01","epkdoc01"
"20350","2","08:30","17:00","0","1","1","1","1","0","0","0","1","2017-08-15 14:54:02","2018-09-26 14:12:35","epkdoc01","epkdoc01"
"20350","3",,,"0","0","0","0","0","0","0","0","1","2017-08-15 14:54:02","2018-09-26 14:12:35","epkdoc01","epkdoc01"
"20350","4",,,"0","0","0","0","0","0","0","0","1","2017-08-15 14:54:02","2018-09-26 14:12:35","epkdoc01","epkdoc01"
"20352","1","08:30","11:30","1","1","1","1","1","1","0","0","1","2017-08-15 20:25:46","2018-12-03 12:41:44","epkdoc01","epkdoc01"
"20352","2","15:00","17:15","1","1","1","0","1","1","0","0","1","2017-08-15 20:25:46","2018-12-03 12:41:44","epkdoc01","epkdoc01"
"20352","3",,,"0","0","0","0","0","0","0","0","1","2017-08-15 20:25:46","2018-12-03 12:41:44","epkdoc01","epkdoc01"
"20352","4",,,"0","0","0","0","0","0","0","0","1","2017-08-15 20:25:46","2018-12-03 12:41:44","epkdoc01","epkdoc01"
"20353","1","08:45","11:30","1","1","1","1","1","1","0","0","1","2017-08-16 10:50:30","2018-05-15 20:11:59","epkdoc01","epkdoc01"
"20353","2","13:45","16:00","1","0","0","0","1","0","0","0","1","2017-08-16 10:50:30","2018-05-15 20:11:59","epkdoc01","epkdoc01"
"20353","3","16:45","19:30","0","0","0","0","1","0","0","0","1","2017-08-16 10:50:30","2018-05-15 20:11:59","epkdoc01","epkdoc01"
"20353","4",,,"0","0","0","0","0","0","0","0","1","2017-08-16 10:50:30","2018-05-15 20:11:59","epkdoc01","epkdoc01"
"20354","1","09:00","12:00","1","1","1","0","1","1","0","0","1","2017-08-18 11:18:42","2018-07-20 12:03:42","epkdoc01","epkdoc01"
"20354","2","17:00","19:00","0","0","0","1","0","0","0","0","1","2017-08-18 11:18:42","2018-07-20 12:03:42","epkdoc01","epkdoc01"
"20354","3",,,"0","0","0","0","0","0","0","0","1","2017-08-18 11:18:42","2018-07-20 12:03:43","epkdoc01","epkdoc01"
"20354","4",,,"0","0","0","0","0","0","0","0","1","2017-08-18 11:18:42","2018-07-20 12:03:43","epkdoc01","epkdoc01"
"20355","1","09:00","12:00","1","1","1","0","1","1","0","0","1","2017-08-18 10:51:34","2018-11-26 10:22:24","epkdoc01","epkdoc01"
"20355","2","15:00","18:00","1","1","1","0","1","1","0","0","1","2017-08-18 10:51:34","2018-11-26 10:22:24","epkdoc01","epkdoc01"
"20355","3",,,"0","0","0","0","0","0","0","0","1","2017-08-18 10:51:34","2018-11-26 10:22:24","epkdoc01","epkdoc01"
"20355","4",,,"0","0","0","0","0","0","0","0","1","2017-08-18 10:51:34","2018-11-26 10:22:24","epkdoc01","epkdoc01"
"20356","1","08:30","12:00","1","1","1","1","1","1","1","0","1","2017-08-15 15:10:49","2018-08-31 10:23:56","epkdoc01","epkdoc01"
"20356","2","12:30","15:30","1","1","1","1","1","1","1","0","1","2017-08-15 15:10:49","2018-08-31 10:23:56","epkdoc01","epkdoc01"
"20356","3","17:00","20:00","1","1","1","1","1","1","1","0","1","2017-08-15 15:10:49","2018-08-31 10:23:56","epkdoc01","epkdoc01"
"20356","4",,,"0","0","0","0","0","0","0","0","1","2017-08-15 15:10:49","2018-08-31 10:23:56","epkdoc01","epkdoc01"
"20357","1","09:00","12:00","1","1","0","1","1","1","0","0","1","2017-08-14 17:31:14","2018-02-22 15:05:04","epkdoc01","epkdoc01"
"20357","2","15:00","18:00","1","1","0","1","1","0","0","0","1","2017-08-14 17:31:14","2018-02-22 15:05:04","epkdoc01","epkdoc01"
"20357","3",,,"0","0","0","0","0","0","0","0","1","2017-08-14 17:31:14","2018-02-22 15:05:04","epkdoc01","epkdoc01"
"20357","4",,,"0","0","0","0","0","0","0","0","1","2017-08-14 17:31:14","2018-02-22 15:05:04","epkdoc01","epkdoc01"
"20359","1","09:00","16:00","1","1","1","1","1","1","0","0","1","2017-08-18 11:54:14","2018-01-30 14:35:48","epkdoc01","epkdoc01"
"20359","2",,,"0","0","0","0","0","0","0","0","1","2017-08-18 11:54:14","2018-01-30 14:35:48","epkdoc01","epkdoc01"
"20359","3",,,"0","0","0","0","0","0","0","0","1","2017-08-18 11:54:15","2018-01-30 14:35:48","epkdoc01","epkdoc01"
"20359","4",,,"0","0","0","0","0","0","0","0","1","2017-08-18 11:54:15","2018-01-30 14:35:48","epkdoc01","epkdoc01"
"20360","1","08:30","12:00","1","1","1","1","1","1","0","0","1","2017-08-16 09:57:51","2018-05-01 18:34:43","epkdoc01","epkdoc01"
"20360","2",,,"0","0","0","0","0","0","0","0","1","2017-08-16 09:57:51","2018-05-01 18:34:43","epkdoc01","epkdoc01"
"20360","3",,,"0","0","0","0","0","0","0","0","1","2017-08-16 09:57:51","2018-05-01 18:34:43","epkdoc01","epkdoc01"
"20360","4",,,"0","0","0","0","0","0","0","0","1","2017-08-16 09:57:51","2018-05-01 18:34:43","epkdoc01","epkdoc01"
"20361","1","09:00","12:00","1","1","1","1","1","1","0","0","1","2017-08-16 10:17:40","2019-01-13 20:02:09","epkdoc01","epkdoc01"
"20361","2","15:00","19:30","1","1","1","0","1","0","0","0","1","2017-08-16 10:17:40","2019-01-13 20:02:09","epkdoc01","epkdoc01"
"20361","3","15:00","17:00","0","0","0","1","0","0","0","0","1","2017-08-16 10:17:40","2019-01-13 20:02:09","epkdoc01","epkdoc01"
"20361","4",,,"0","0","0","0","0","0","0","0","1","2017-08-16 10:17:40","2019-01-13 20:02:09","epkdoc01","epkdoc01"
"20362","1","09:30","12:30","1","1","1","1","1","1","0","0","1","2017-08-15 12:38:52","2018-01-15 17:05:53","epkdoc01","epkdoc01"
"20362","2","14:00","18:00","1","1","1","0","1","0","0","0","1","2017-08-15 12:38:52","2018-01-15 17:05:53","epkdoc01","epkdoc01"
"20362","3",,,"0","0","0","0","0","0","0","0","1","2017-08-15 12:38:52","2018-01-15 17:05:53","epkdoc01","epkdoc01"
"20362","4",,,"0","0","0","0","0","0","0","0","1","2017-08-15 12:38:52","2018-01-15 17:05:53","epkdoc01","epkdoc01"
"20363","1","09:00","12:30","1","1","1","1","1","1","0","0","1","2017-08-16 20:11:48","2018-05-11 17:29:09","epkdoc01","epkdoc01"
"20363","2","13:30","17:30","1","1","1","1","1","1","0","0","1","2017-08-16 20:11:48","2018-05-11 17:29:09","epkdoc01","epkdoc01"
"20363","3",,,"0","0","0","0","0","0","0","0","1","2017-08-16 20:11:49","2018-05-11 17:29:09","epkdoc01","epkdoc01"
"20363","4",,,"0","0","0","0","0","0","0","0","1","2017-08-16 20:11:49","2018-05-11 17:29:09","epkdoc01","epkdoc01"
"20364","1","09:00","12:30","1","1","0","1","1","1","0","0","1","2017-08-02 18:45:27","2019-01-15 17:50:33","epkdoc01","epkdoc01"
"20364","2","15:00","18:30","1","1","0","1","1","0","0","0","1","2017-08-02 18:45:27","2019-01-15 17:50:33","epkdoc01","epkdoc01"
"20364","3","14:00","17:30","0","0","0","0","0","1","0","0","1","2017-08-02 18:45:27","2019-01-15 17:50:33","epkdoc01","epkdoc01"
"20364","4",,,"0","0","0","0","0","0","0","0","1","2017-08-02 18:45:27","2019-01-15 17:50:33","epkdoc01","epkdoc01"
"20366","1","07:30","11:00","1","1","1","1","1","0","0","0","1","2017-08-09 11:32:40","2019-01-13 18:25:33","epkdoc01","epkdoc01"
"20366","2","13:30","15:00","1","1","0","1","0","0","0","0","1","2017-08-09 11:32:40","2019-01-13 18:25:33","epkdoc01","epkdoc01"
"20366","3","08:00","10:00","0","0","0","0","0","1","0","0","1","2017-08-09 11:32:41","2019-01-13 18:25:33","epkdoc01","epkdoc01"
"20366","4",,,"0","0","0","0","0","0","0","0","1","2017-08-09 11:32:41","2019-01-13 18:25:33","epkdoc01","epkdoc01"
"20367","1","08:30","12:00","1","1","1","1","1","1","0","0","1","2017-08-18 10:36:19","2018-03-27 15:41:41","epkdoc01","epkdoc01"
"20367","2","14:00","18:00","1","0","1","1","1","0","0","0","1","2017-08-18 10:36:19","2018-03-27 15:41:41","epkdoc01","epkdoc01"
"20367","3",,,"0","0","0","0","0","0","0","0","1","2017-08-18 10:36:19","2018-03-27 15:41:41","epkdoc01","epkdoc01"
"20367","4",,,"0","0","0","0","0","0","0","0","1","2017-08-18 10:36:19","2018-03-27 15:41:41","epkdoc01","epkdoc01"
"20368","1","08:00","17:00","1","1","1","1","1","0","0","0","1","2017-08-16 10:12:48","2019-04-15 16:00:41","epkdoc01","eparkdock"
"20368","2","08:00","12:00","0","0","0","0","0","1","0","0","1","2017-08-16 10:12:48","2019-04-15 16:00:41","epkdoc01","eparkdock"
"20368","3",,,"0","0","0","0","0","0","0","0","1","2017-08-16 10:12:48","2019-04-15 16:00:41","epkdoc01","eparkdock"
"20368","4",,,"0","0","0","0","0","0","0","0","1","2017-08-16 10:12:48","2019-04-15 16:00:41","epkdoc01","eparkdock"
"20369","1","08:30","12:30","1","1","1","1","1","1","1","0","1","2017-08-18 14:48:28","2018-11-22 11:37:37","epkdoc01","epkdoc01"
"20369","2","14:50","17:30","1","0","1","0","1","1","0","0","1","2017-08-18 14:48:28","2018-11-22 11:37:37","epkdoc01","epkdoc01"
"20369","3",,,"0","0","0","0","0","0","0","0","1","2017-08-18 14:48:28","2018-11-22 11:37:37","epkdoc01","epkdoc01"
"20369","4",,,"0","0","0","0","0","0","0","0","1","2017-08-18 14:48:28","2018-11-22 11:37:37","epkdoc01","epkdoc01"
"20370","1","09:00","13:00","1","1","1","1","1","1","0","0","1","2017-08-21 18:00:23","2019-01-13 19:18:25","epkdoc01","epkdoc01"
"20370","2","15:00","18:00","1","1","1","1","1","1","0","0","1","2017-08-21 18:00:23","2019-01-13 19:18:25","epkdoc01","epkdoc01"
"20370","3",,,"0","0","0","0","0","0","0","0","1","2017-08-21 18:00:23","2019-01-13 19:18:25","epkdoc01","epkdoc01"
"20370","4",,,"0","0","0","0","0","0","0","0","1","2017-08-21 18:00:24","2019-01-13 19:18:25","epkdoc01","epkdoc01"
"20371","1","09:00","12:00","1","1","1","0","1","0","0","0","1","2017-08-16 09:29:35","2019-01-30 10:49:29","epkdoc01","epkdoc01"
"20371","2","15:00","18:30","1","1","1","0","1","0","0","0","1","2017-08-16 09:29:35","2019-01-30 10:49:29","epkdoc01","epkdoc01"
"20371","3","09:00","14:00","0","0","0","0","0","1","0","0","1","2017-08-16 09:29:35","2019-01-30 10:49:29","epkdoc01","epkdoc01"
"20371","4",,,"0","0","0","0","0","0","0","0","1","2017-08-16 09:29:35","2019-01-30 10:49:29","epkdoc01","epkdoc01"
"20372","1","09:00","12:00","1","1","1","0","1","1","0","0","1","2017-08-15 16:43:06","2018-04-03 17:08:41","epkdoc01","epkdoc01"
"20372","2","15:00","17:00","1","1","1","0","1","1","0","0","1","2017-08-15 16:43:06","2018-04-03 17:08:41","epkdoc01","epkdoc01"
"20372","3",,,"0","0","0","0","0","0","0","0","1","2017-08-15 16:43:06","2018-04-03 17:08:41","epkdoc01","epkdoc01"
"20372","4",,,"0","0","0","0","0","0","0","0","1","2017-08-15 16:43:06","2018-04-03 17:08:41","epkdoc01","epkdoc01"
"20374","1","09:00","12:30","1","1","1","1","1","1","0","0","1","2017-08-16 16:01:57","2019-01-21 18:21:04","epkdoc01","epkdoc01"
"20374","2","15:00","18:00","1","1","1","1","1","0","0","0","1","2017-08-16 16:01:58","2019-01-21 18:21:04","epkdoc01","epkdoc01"
"20374","3",,,"0","0","0","0","0","0","0","0","1","2017-08-16 16:01:58","2019-01-21 18:21:04","epkdoc01","epkdoc01"
"20374","4",,,"0","0","0","0","0","0","0","0","1","2017-08-16 16:01:58","2019-01-21 18:21:04","epkdoc01","epkdoc01"
"20375","1","09:00","13:00","1","1","0","1","1","1","0","0","1","2017-08-18 10:14:25","2018-01-15 17:07:18","epkdoc01","epkdoc01"
"20375","2","15:00","18:00","1","1","0","1","1","0","0","0","1","2017-08-18 10:14:25","2018-01-15 17:07:18","epkdoc01","epkdoc01"
"20375","3",,,"0","0","0","0","0","0","0","0","1","2017-08-18 10:14:25","2018-01-15 17:07:18","epkdoc01","epkdoc01"
"20375","4",,,"0","0","0","0","0","0","0","0","1","2017-08-18 10:14:25","2018-01-15 17:07:18","epkdoc01","epkdoc01"
"20377","1","09:00","12:30","1","1","1","1","0","1","0","0","1","2017-08-14 19:33:14","2018-02-16 10:13:34","epkdoc01","epkdoc01"
"20377","2","15:30","19:00","1","1","1","0","1","0","0","0","1","2017-08-14 19:33:14","2018-02-16 10:13:34","epkdoc01","epkdoc01"
"20377","3",,,"0","0","0","0","0","0","0","0","1","2017-08-14 19:33:14","2018-02-16 10:13:34","epkdoc01","epkdoc01"
"20377","4",,,"0","0","0","0","0","0","0","0","1","2017-08-14 19:33:15","2018-02-16 10:13:34","epkdoc01","epkdoc01"
"20378","1","09:00","12:00","1","1","1","1","1","1","0","0","1","2017-08-18 14:08:28","2018-08-31 10:48:43","epkdoc01","epkdoc01"
"20378","2","14:30","18:00","1","1","1","1","1","0","0","0","1","2017-08-18 14:08:28","2018-08-31 10:48:43","epkdoc01","epkdoc01"
"20378","3",,,"0","0","0","0","0","0","0","0","1","2017-08-18 14:08:28","2018-08-31 10:48:43","epkdoc01","epkdoc01"
"20378","4",,,"0","0","0","0","0","0","0","0","1","2017-08-18 14:08:28","2018-08-31 10:48:43","epkdoc01","epkdoc01"
"20379","1","09:00","17:00","1","1","1","1","1","1","0","0","1","2017-08-16 09:43:15","2018-12-10 11:52:04","epkdoc01","epkdoc01"
"20379","2","18:00","21:00","1","1","1","1","1","0","0","0","1","2017-08-16 09:43:15","2018-12-10 11:52:04","epkdoc01","epkdoc01"
"20379","3","09:00","13:00","0","0","0","0","0","0","1","0","1","2017-08-16 09:43:15","2018-12-10 11:52:04","epkdoc01","epkdoc01"
"20379","4",,,"0","0","0","0","0","0","0","0","1","2017-08-16 09:43:16","2018-12-10 11:52:04","epkdoc01","epkdoc01"
"20380","1","09:00","11:30","1","1","1","1","1","1","0","0","1","2017-08-09 10:52:11","2018-12-21 16:44:06","epkdoc01","epkdoc01"
"20380","2","15:00","17:30","1","1","1","1","1","0","0","0","1","2017-08-09 10:52:11","2018-12-21 16:44:07","epkdoc01","epkdoc01"
"20380","3",,,"0","0","0","0","0","0","0","0","1","2017-08-09 10:52:11","2018-12-21 16:44:07","epkdoc01","epkdoc01"
"20380","4",,,"0","0","0","0","0","0","0","0","1","2017-08-09 10:52:11","2018-12-21 16:44:07","epkdoc01","epkdoc01"
"20382","1","09:00","21:00","1","1","1","1","1","1","0","0","1","2017-08-18 10:12:47","2018-12-13 13:53:13","epkdoc01","epkdoc01"
"20382","2","09:00","18:00","0","0","0","0","0","0","1","1","1","2017-08-18 10:12:47","2018-12-13 13:53:13","epkdoc01","epkdoc01"
"20382","3",,,"0","0","0","0","0","0","0","0","1","2017-08-18 10:12:47","2018-12-13 13:53:13","epkdoc01","epkdoc01"
"20382","4",,,"0","0","0","0","0","0","0","0","1","2017-08-18 10:12:47","2018-12-13 13:53:13","epkdoc01","epkdoc01"
"20383","1","08:30","12:30","1","1","1","1","1","1","0","0","1","2017-08-17 14:57:36","2019-01-13 19:51:47","epkdoc01","epkdoc01"
"20383","2","14:00","17:30","1","1","1","1","1","1","0","0","1","2017-08-17 14:57:36","2019-01-13 19:51:47","epkdoc01","epkdoc01"
"20383","3",,,"0","0","0","0","0","0","0","0","1","2017-08-17 14:57:36","2019-01-13 19:51:47","epkdoc01","epkdoc01"
"20383","4",,,"0","0","0","0","0","0","0","0","1","2017-08-17 14:57:36","2019-01-13 19:51:47","epkdoc01","epkdoc01"
"20384","1","08:30","11:00","1","1","1","1","1","0","0","0","1","2017-08-21 18:26:21","2019-01-07 10:44:49","epkdoc01","epkdoc01"
"20384","2","16:00","17:30","1","0","1","0","1","0","0","0","1","2017-08-21 18:26:21","2019-01-07 10:44:49","epkdoc01","epkdoc01"
"20384","3",,,"0","0","0","0","0","0","0","0","1","2017-08-21 18:26:21","2019-01-07 10:44:49","epkdoc01","epkdoc01"
