"hospital_no","course_no","option_group_cd","rgst","updt","created_id","updated_id"
"20183","20817","24","2019-09-30 20:59:30","2019-09-30 20:59:30","A3211","A3211"
"20183","20817","25","2019-09-30 20:59:30","2019-09-30 20:59:30","A3211","A3211"
"20183","20817","26","2019-09-30 20:59:30","2019-09-30 20:59:30","A3211","A3211"
"20183","20817","27","2019-09-30 20:59:30","2019-09-30 20:59:30","A3211","A3211"
"20185","20822","1","2019-11-28 16:31:51","2019-11-28 16:31:51","A3271","A3271"
"20185","21723","1","2019-11-28 16:32:12","2019-11-28 16:32:12","A3271","A3271"
"20187","20825","1","2019-11-15 18:52:36","2019-11-15 18:52:36","A3211","A3211"
"20187","20825","2","2019-11-15 18:52:36","2019-11-15 18:52:36","A3211","A3211"
"20187","20825","4","2019-11-15 18:52:36","2019-11-15 18:52:36","A3211","A3211"
"20187","20826","1","2019-11-15 18:51:20","2019-11-15 18:51:20","A3211","A3211"
"20187","20826","5","2019-11-15 18:51:20","2019-11-15 18:51:20","A3211","A3211"
"20187","20827","1","2019-03-04 17:32:51","2019-03-04 17:32:51","A2636","A2636"
"20187","20827","2","2019-08-27 11:51:59","2019-08-27 11:51:59","A3221","A3221"
"20187","20827","4","2019-08-27 11:52:53","2019-08-27 11:52:53","A3221","A3221"
"20187","20828","1","2019-03-04 17:32:53","2019-03-04 17:32:53","A2636","A2636"
"20187","20828","2","2019-08-27 11:51:59","2019-08-27 11:51:59","A3221","A3221"
"20187","20828","4","2019-08-27 11:52:53","2019-08-27 11:52:53","A3221","A3221"
"20187","20829","1","2019-03-04 17:32:55","2019-03-04 17:32:55","A2636","A2636"
"20187","20829","2","2019-08-27 11:51:59","2019-08-27 11:51:59","A3221","A3221"
"20187","20829","4","2019-08-27 11:52:53","2019-08-27 11:52:53","A3221","A3221"
"20187","20830","1","2018-07-13 15:53:24","2018-07-13 15:53:24","A2636","A2636"
"20187","20830","2","2019-08-27 11:51:59","2019-08-27 11:51:59","A3221","A3221"
"20187","20830","4","2019-08-27 11:52:53","2019-08-27 11:52:53","A3221","A3221"
"20187","20831","1","2018-07-13 15:53:24","2018-07-13 15:53:24","A2636","A2636"
"20187","20831","2","2019-08-27 11:51:59","2019-08-27 11:51:59","A3221","A3221"
"20187","20831","4","2019-08-27 11:52:53","2019-08-27 11:52:53","A3221","A3221"
"20187","20833","1","2019-11-15 18:52:48","2019-11-15 18:52:48","A3211","A3211"
"20187","20833","2","2019-11-15 18:52:48","2019-11-15 18:52:48","A3211","A3211"
"20187","20833","4","2019-11-15 18:52:48","2019-11-15 18:52:48","A3211","A3211"
"20187","20833","5","2019-11-15 18:52:48","2019-11-15 18:52:48","A3211","A3211"
"20190","20830","1","2017-10-31 11:19:45","2017-10-31 11:19:45","A1589","A1589"
"20190","20830","2","2017-10-31 11:19:45","2017-10-31 11:19:45","A1589","A1589"
"20190","20830","3","2017-10-31 11:19:45","2017-10-31 11:19:45","A1589","A1589"
"20190","20830","4","2017-12-28 10:09:19","2017-12-28 10:09:19","A2062","A2062"
"20190","20830","5","2017-10-31 11:19:45","2017-10-31 11:19:45","A1589","A1589"
"20190","20830","6","2017-10-31 11:19:45","2017-10-31 11:19:45","A1589","A1589"
"20190","20831","1","2017-10-31 11:19:25","2017-10-31 11:19:25","A1589","A1589"
"20190","20831","2","2017-10-31 11:19:25","2017-10-31 11:19:25","A1589","A1589"
"20190","20831","3","2017-10-31 11:19:25","2017-10-31 11:19:25","A1589","A1589"
"20190","20831","4","2017-12-28 10:09:19","2017-12-28 10:09:19","A2062","A2062"
"20190","20831","5","2017-10-31 11:19:25","2017-10-31 11:19:25","A1589","A1589"
"20190","20831","6","2017-10-31 11:19:25","2017-10-31 11:19:25","A1589","A1589"
"20190","21658","1","2017-11-07 14:57:35","2017-11-07 14:57:35","A1589","A1589"
"20190","21658","2","2017-11-07 14:57:35","2017-11-07 14:57:35","A1589","A1589"
"20190","21658","3","2017-11-07 14:57:35","2017-11-07 14:57:35","A1589","A1589"
"20190","21658","4","2017-12-28 10:09:19","2017-12-28 10:09:19","A2062","A2062"
"20190","21658","5","2017-11-07 14:57:35","2017-11-07 14:57:35","A1589","A1589"
"20190","21658","6","2017-11-07 14:57:35","2017-11-07 14:57:35","A1589","A1589"
"20194","20839","1","2017-10-20 13:54:30","2017-10-20 13:54:30","A2062","A2062"
"20194","20839","2","2017-10-20 13:54:30","2017-10-20 13:54:30","A2062","A2062"
"20194","20839","3","2017-10-20 13:54:30","2017-10-20 13:54:30","A2062","A2062"
"20194","20839","4","2017-10-20 13:54:30","2017-10-20 13:54:30","A2062","A2062"
"20194","20839","5","2017-10-20 13:54:30","2017-10-20 13:54:30","A2062","A2062"
"20194","20839","6","2017-10-20 13:54:30","2017-10-20 13:54:30","A2062","A2062"
"20194","20839","7","2017-10-20 13:54:30","2017-10-20 13:54:30","A2062","A2062"
"20194","20839","8","2017-10-20 13:54:30","2017-10-20 13:54:30","A2062","A2062"
"20197","20852","1","2019-09-26 14:58:26","2019-09-26 14:58:26","A3218","A3218"
"20197","20852","2","2019-09-26 14:58:26","2019-09-26 14:58:26","A3218","A3218"
"20197","20852","4","2019-09-26 14:58:26","2019-09-26 14:58:26","A3218","A3218"
"20197","20852","5","2019-09-26 14:58:26","2019-09-26 14:58:26","A3218","A3218"
"20197","20852","6","2019-09-26 14:58:26","2019-09-26 14:58:26","A3218","A3218"
"20197","20852","7","2019-09-26 14:58:26","2019-09-26 14:58:26","A3218","A3218"
"20197","20853","1","2019-09-26 14:58:44","2019-09-26 14:58:44","A3218","A3218"
"20197","20853","2","2019-09-26 14:58:44","2019-09-26 14:58:44","A3218","A3218"
"20197","20853","4","2019-09-26 14:58:44","2019-09-26 14:58:44","A3218","A3218"
"20197","20853","5","2019-09-26 14:58:44","2019-09-26 14:58:44","A3218","A3218"
"20197","20853","6","2019-09-26 14:58:44","2019-09-26 14:58:44","A3218","A3218"
"20197","20853","7","2019-09-26 14:58:44","2019-09-26 14:58:44","A3218","A3218"
"20197","20854","1","2019-09-26 14:58:58","2019-09-26 14:58:58","A3218","A3218"
"20197","20854","2","2019-09-26 14:58:58","2019-09-26 14:58:58","A3218","A3218"
"20197","20854","4","2019-09-26 14:58:58","2019-09-26 14:58:58","A3218","A3218"
"20197","20854","5","2019-09-26 14:58:58","2019-09-26 14:58:58","A3218","A3218"
"20197","20854","6","2019-09-26 14:58:58","2019-09-26 14:58:58","A3218","A3218"
"20197","20854","7","2019-09-26 14:58:58","2019-09-26 14:58:58","A3218","A3218"
"20197","20855","1","2019-09-26 14:59:14","2019-09-26 14:59:14","A3218","A3218"
"20197","20855","2","2019-09-26 14:59:14","2019-09-26 14:59:14","A3218","A3218"
"20197","20855","4","2019-09-26 14:59:14","2019-09-26 14:59:14","A3218","A3218"
"20197","20855","5","2019-09-26 14:59:14","2019-09-26 14:59:14","A3218","A3218"
"20197","20855","6","2019-09-26 14:59:14","2019-09-26 14:59:14","A3218","A3218"
"20197","20855","7","2019-09-26 14:59:14","2019-09-26 14:59:14","A3218","A3218"
"20197","20856","1","2019-09-26 14:59:28","2019-09-26 14:59:28","A3218","A3218"
"20197","20856","2","2019-09-26 14:59:28","2019-09-26 14:59:28","A3218","A3218"
"20197","20856","4","2019-09-26 14:59:28","2019-09-26 14:59:28","A3218","A3218"
"20197","20856","5","2019-09-26 14:59:29","2019-09-26 14:59:29","A3218","A3218"
"20197","20856","6","2019-09-26 14:59:29","2019-09-26 14:59:29","A3218","A3218"
"20197","20856","7","2019-09-26 14:59:29","2019-09-26 14:59:29","A3218","A3218"
"20197","20857","1","2019-09-26 14:59:46","2019-09-26 14:59:46","A3218","A3218"
"20197","20857","2","2019-09-26 14:59:46","2019-09-26 14:59:46","A3218","A3218"
"20197","20857","4","2019-09-26 14:59:46","2019-09-26 14:59:46","A3218","A3218"
"20197","20857","5","2019-09-26 14:59:46","2019-09-26 14:59:46","A3218","A3218"
"20197","20857","6","2019-09-26 14:59:46","2019-09-26 14:59:46","A3218","A3218"
"20197","20857","7","2019-09-26 14:59:46","2019-09-26 14:59:46","A3218","A3218"
"20197","20859","8","2019-11-28 10:51:43","2019-11-28 10:51:43","A3271","A3271"
"20197","20859","9","2019-11-28 10:51:43","2019-11-28 10:51:43","A3271","A3271"
"20197","20859","10","2019-11-28 10:51:43","2019-11-28 10:51:43","A3271","A3271"
"20197","20859","11","2019-11-28 10:51:43","2019-11-28 10:51:43","A3271","A3271"
"20197","20859","12","2019-11-28 10:51:43","2019-11-28 10:51:43","A3271","A3271"
"20197","20859","13","2019-11-28 10:51:43","2019-11-28 10:51:43","A3271","A3271"
"20197","20860","8","2019-11-28 10:52:08","2019-11-28 10:52:08","A3271","A3271"
"20197","20860","9","2019-11-28 10:52:08","2019-11-28 10:52:08","A3271","A3271"
"20197","20860","10","2019-11-28 10:52:08","2019-11-28 10:52:08","A3271","A3271"
"20197","20860","11","2019-11-28 10:52:08","2019-11-28 10:52:08","A3271","A3271"
"20197","20860","12","2019-11-28 10:52:08","2019-11-28 10:52:08","A3271","A3271"
"20197","20860","13","2019-11-28 10:52:08","2019-11-28 10:52:08","A3271","A3271"
"20197","20861","8","2019-11-28 10:52:26","2019-11-28 10:52:26","A3271","A3271"
"20197","20861","9","2019-11-28 10:52:26","2019-11-28 10:52:26","A3271","A3271"
"20197","20861","10","2019-11-28 10:52:26","2019-11-28 10:52:26","A3271","A3271"
"20197","20861","11","2019-11-28 10:52:26","2019-11-28 10:52:26","A3271","A3271"
"20197","20861","12","2019-11-28 10:52:26","2019-11-28 10:52:26","A3271","A3271"
"20197","20861","13","2019-11-28 10:52:26","2019-11-28 10:52:26","A3271","A3271"
"20197","20862","8","2019-11-28 10:52:45","2019-11-28 10:52:45","A3271","A3271"
"20197","20862","9","2019-11-28 10:52:45","2019-11-28 10:52:45","A3271","A3271"
"20197","20862","10","2019-11-28 10:52:45","2019-11-28 10:52:45","A3271","A3271"
"20197","20862","11","2019-11-28 10:52:45","2019-11-28 10:52:45","A3271","A3271"
"20197","20862","12","2019-11-28 10:52:45","2019-11-28 10:52:45","A3271","A3271"
"20197","20862","13","2019-11-28 10:52:45","2019-11-28 10:52:45","A3271","A3271"
"20197","20863","8","2019-11-28 10:53:03","2019-11-28 10:53:03","A3271","A3271"
"20197","20863","9","2019-11-28 10:53:03","2019-11-28 10:53:03","A3271","A3271"
"20197","20863","10","2019-11-28 10:53:03","2019-11-28 10:53:03","A3271","A3271"
"20197","20863","11","2019-11-28 10:53:03","2019-11-28 10:53:03","A3271","A3271"
"20197","20863","12","2019-11-28 10:53:03","2019-11-28 10:53:03","A3271","A3271"
"20197","20863","13","2019-11-28 10:53:03","2019-11-28 10:53:03","A3271","A3271"
"20197","20864","8","2019-11-28 10:53:22","2019-11-28 10:53:22","A3271","A3271"
"20197","20864","9","2019-11-28 10:53:22","2019-11-28 10:53:22","A3271","A3271"
"20197","20864","10","2019-11-28 10:53:22","2019-11-28 10:53:22","A3271","A3271"
"20197","20864","11","2019-11-28 10:53:22","2019-11-28 10:53:22","A3271","A3271"
"20197","20864","12","2019-11-28 10:53:22","2019-11-28 10:53:22","A3271","A3271"
"20197","20864","13","2019-11-28 10:53:22","2019-11-28 10:53:22","A3271","A3271"
"20203","20890","1","2019-11-28 17:07:17","2019-11-28 17:07:17","A3271","A3271"
"20203","20891","1","2019-11-28 17:07:38","2019-11-28 17:07:38","A3271","A3271"
"20204","20953","30","2019-11-27 10:19:37","2019-11-27 10:19:37","A3271","A3271"
"20204","20954","30","2019-11-27 10:19:24","2019-11-27 10:19:24","A3271","A3271"
"20204","20955","25","2019-11-27 10:18:09","2019-11-27 10:18:09","A3271","A3271"
"20204","20955","30","2019-11-27 10:18:09","2019-11-27 10:18:09","A3271","A3271"
"20204","20956","40","2019-11-27 10:18:41","2019-11-27 10:18:41","A3271","A3271"
"20204","20960","25","2019-03-11 13:48:47","2019-03-11 13:48:47","A2062","A2062"
"20204","20962","41","2019-09-24 10:39:51","2019-09-24 10:39:51","A3220","A3220"
"20204","20962","42","2019-09-24 10:39:51","2019-09-24 10:39:51","A3220","A3220"
"20207","20907","2","2019-09-26 12:59:22","2019-09-26 12:59:22","A3219","A3219"
"20207","20907","6","2019-09-26 12:59:22","2019-09-26 12:59:22","A3219","A3219"
"20207","20908","2","2019-09-26 12:56:10","2019-09-26 12:56:10","A3219","A3219"
"20207","20908","6","2019-09-26 12:56:10","2019-09-26 12:56:10","A3219","A3219"
"20207","20909","2","2019-09-26 12:56:31","2019-09-26 12:56:31","A3219","A3219"
"20207","20909","6","2019-09-26 12:56:31","2019-09-26 12:56:31","A3219","A3219"
"20207","20910","2","2019-09-26 12:57:44","2019-09-26 12:57:44","A3219","A3219"
"20207","20910","6","2019-09-26 12:57:44","2019-09-26 12:57:44","A3219","A3219"
"20207","20911","2","2019-09-26 12:57:58","2019-09-26 12:57:58","A3219","A3219"
"20207","20911","6","2019-09-26 12:57:58","2019-09-26 12:57:58","A3219","A3219"
"20207","20912","2","2019-09-26 12:58:11","2019-09-26 12:58:11","A3219","A3219"
"20207","20912","6","2019-09-26 12:58:11","2019-09-26 12:58:11","A3219","A3219"
"20207","20913","2","2019-09-26 12:58:25","2019-09-26 12:58:25","A3219","A3219"
"20207","20913","6","2019-09-26 12:58:25","2019-09-26 12:58:25","A3219","A3219"
"20207","20913","8","2019-09-26 12:58:25","2019-09-26 12:58:25","A3219","A3219"
"20207","20913","9","2019-09-26 12:58:25","2019-09-26 12:58:25","A3219","A3219"
"20207","20914","6","2019-09-26 12:58:41","2019-09-26 12:58:41","A3219","A3219"
"20207","20918","2","2019-07-05 18:04:31","2019-07-05 18:04:31","A2062","A2062"
"20207","20918","3","2017-12-05 13:35:21","2017-12-05 13:35:21","A2062","A2062"
"20207","20918","6","2019-07-05 18:04:41","2019-07-05 18:04:41","A2062","A2062"
"20207","20918","7","2017-12-05 13:35:53","2017-12-05 13:35:53","A2062","A2062"
"20207","20924","10","2019-10-30 12:39:04","2019-10-30 12:39:04","A3271","A3271"
"20207","20924","11","2019-10-30 12:39:04","2019-10-30 12:39:04","A3271","A3271"
"20207","20927","11","2019-10-30 12:39:54","2019-10-30 12:39:54","A3271","A3271"
"20207","20928","10","2019-10-30 12:40:26","2019-10-30 12:40:26","A3271","A3271"
"20207","20928","11","2019-10-30 12:40:26","2019-10-30 12:40:26","A3271","A3271"
"20207","20928","12","2019-10-30 12:40:26","2019-10-30 12:40:26","A3271","A3271"
"20207","20928","13","2019-10-30 12:40:26","2019-10-30 12:40:26","A3271","A3271"
"20207","20929","10","2019-10-30 12:40:41","2019-10-30 12:40:41","A3271","A3271"
"20207","20929","11","2019-10-30 12:40:41","2019-10-30 12:40:41","A3271","A3271"
"20207","20930","10","2019-10-30 12:41:00","2019-10-30 12:41:00","A3271","A3271"
"20207","20930","11","2019-10-30 12:41:00","2019-10-30 12:41:00","A3271","A3271"
"20207","20931","10","2019-10-30 12:41:16","2019-10-30 12:41:16","A3271","A3271"
"20207","20931","11","2019-10-30 12:41:16","2019-10-30 12:41:16","A3271","A3271"
"20207","20932","10","2019-10-30 12:41:38","2019-10-30 12:41:38","A3271","A3271"
"20207","20932","11","2019-10-30 12:41:38","2019-10-30 12:41:38","A3271","A3271"
"20207","20933","10","2019-10-30 12:41:56","2019-10-30 12:41:56","A3271","A3271"
"20207","20933","11","2019-10-30 12:41:56","2019-10-30 12:41:56","A3271","A3271"
"20207","20934","2","2019-09-04 10:35:20","2019-09-04 10:35:20","A3221","A3221"
"20207","20934","6","2019-09-04 10:35:20","2019-09-04 10:35:20","A3221","A3221"
"20207","20935","6","2019-09-04 10:36:15","2019-09-04 10:36:15","A3221","A3221"
"20207","20936","2","2019-09-04 10:36:54","2019-09-04 10:36:54","A3221","A3221"
"20207","20936","6","2019-09-04 10:36:54","2019-09-04 10:36:54","A3221","A3221"
"20207","20937","2","2019-09-04 10:37:42","2019-09-04 10:37:42","A3221","A3221"
"20207","20937","6","2019-09-04 10:37:42","2019-09-04 10:37:42","A3221","A3221"
"20207","20938","2","2019-09-04 10:40:25","2019-09-04 10:40:25","A3221","A3221"
"20207","20938","6","2019-09-04 10:40:25","2019-09-04 10:40:25","A3221","A3221"
"20207","20939","2","2019-09-04 10:41:26","2019-09-04 10:41:26","A3221","A3221"
"20207","20939","6","2019-09-04 10:41:26","2019-09-04 10:41:26","A3221","A3221"
"20207","20940","2","2019-09-04 10:42:18","2019-09-04 10:42:18","A3221","A3221"
"20207","20940","6","2019-09-04 10:42:18","2019-09-04 10:42:18","A3221","A3221"
"20207","20941","10","2019-10-30 12:43:42","2019-10-30 12:43:42","A3271","A3271"
"20207","20941","11","2019-10-30 12:43:42","2019-10-30 12:43:42","A3271","A3271"
"20207","20942","11","2019-10-30 12:43:58","2019-10-30 12:43:58","A3271","A3271"
"20207","20943","10","2019-10-30 12:44:14","2019-10-30 12:44:14","A3271","A3271"
"20207","20943","11","2019-10-30 12:44:14","2019-10-30 12:44:14","A3271","A3271"
"20207","20944","10","2019-10-30 12:44:30","2019-10-30 12:44:30","A3271","A3271"
"20207","20944","11","2019-10-30 12:44:30","2019-10-30 12:44:30","A3271","A3271"
"20207","20945","10","2019-10-30 12:44:46","2019-10-30 12:44:46","A3271","A3271"
"20207","20945","11","2019-10-30 12:44:46","2019-10-30 12:44:46","A3271","A3271"
"20207","20946","10","2019-10-30 12:45:13","2019-10-30 12:45:13","A3271","A3271"
"20207","20946","11","2019-10-30 12:45:13","2019-10-30 12:45:13","A3271","A3271"
"20207","20947","10","2019-10-30 12:45:30","2019-10-30 12:45:30","A3271","A3271"
"20207","20947","11","2019-10-30 12:45:30","2019-10-30 12:45:30","A3271","A3271"
"20210","20894","1","2019-09-20 16:09:45","2019-09-20 16:09:45","A3218","A3218"
"20210","20894","5","2019-09-20 16:09:45","2019-09-20 16:09:45","A3218","A3218"
"20210","20894","6","2019-09-20 16:09:45","2019-09-20 16:09:45","A3218","A3218"
"20210","20894","7","2019-09-20 16:09:45","2019-09-20 16:09:45","A3218","A3218"
"20210","20894","8","2019-09-20 16:09:45","2019-09-20 16:09:45","A3218","A3218"
"20210","20894","9","2019-09-20 16:09:45","2019-09-20 16:09:45","A3218","A3218"
"20210","20894","16","2019-10-04 16:06:38","2019-10-04 16:06:38","A3213","A3213"
"20210","20896","10","2019-12-13 17:30:23","2019-12-13 17:30:23","B38200","B38200"
"20210","20896","11","2019-12-13 17:30:23","2019-12-13 17:30:23","B38200","B38200"
"20210","20896","12","2019-12-13 17:30:23","2019-12-13 17:30:23","B38200","B38200"
"20210","20896","13","2019-12-13 17:30:23","2019-12-13 17:30:23","B38200","B38200"
"20210","20896","14","2019-12-13 17:30:23","2019-12-13 17:30:23","B38200","B38200"
"20210","20896","15","2019-12-13 17:30:23","2019-12-13 17:30:23","B38200","B38200"
"20210","20896","17","2019-12-13 17:30:23","2019-12-13 17:30:23","B38200","B38200"
"20211","20926","3","2019-11-27 11:17:13","2019-11-27 11:17:13","A3271","A3271"
"20211","20926","7","2019-11-27 11:17:13","2019-11-27 11:17:13","A3271","A3271"
"20211","20926","13","2019-11-27 11:17:13","2019-11-27 11:17:13","A3271","A3271"
"20211","20926","14","2019-11-27 11:17:13","2019-11-27 11:17:13","A3271","A3271"
"20211","20926","15","2019-11-27 11:17:13","2019-11-27 11:17:13","A3271","A3271"
"20211","20926","16","2019-11-27 11:17:13","2019-11-27 11:17:13","A3271","A3271"
"20211","20926","24","2019-11-27 11:17:13","2019-11-27 11:17:13","A3271","A3271"
"20211","20926","25","2019-11-27 11:17:13","2019-11-27 11:17:13","A3271","A3271"
"20211","20926","26","2019-11-27 11:17:13","2019-11-27 11:17:13","A3271","A3271"
"20211","20927","3","2019-11-27 11:16:41","2019-11-27 11:16:41","A3271","A3271"
"20211","20927","7","2019-11-27 11:16:41","2019-11-27 11:16:41","A3271","A3271"
"20211","20927","11","2019-11-27 11:16:41","2019-11-27 11:16:41","A3271","A3271"
"20211","20927","12","2019-11-27 11:16:41","2019-11-27 11:16:41","A3271","A3271"
"20211","20927","13","2019-11-27 11:16:41","2019-11-27 11:16:41","A3271","A3271"
"20211","20927","14","2019-11-27 11:16:41","2019-11-27 11:16:41","A3271","A3271"
"20211","20927","15","2019-11-27 11:16:41","2019-11-27 11:16:41","A3271","A3271"
"20211","20927","16","2019-11-27 11:16:41","2019-11-27 11:16:41","A3271","A3271"
"20211","20927","24","2019-11-27 11:16:41","2019-11-27 11:16:41","A3271","A3271"
"20211","20927","25","2019-11-27 11:16:41","2019-11-27 11:16:41","A3271","A3271"
"20211","20927","26","2019-11-27 11:16:41","2019-11-27 11:16:41","A3271","A3271"
"20211","20928","1","2019-11-27 11:17:55","2019-11-27 11:17:55","A3271","A3271"
"20211","20928","3","2019-11-27 11:17:55","2019-11-27 11:17:55","A3271","A3271"
"20211","20928","5","2019-11-27 11:17:55","2019-11-27 11:17:55","A3271","A3271"
"20211","20928","6","2019-11-27 11:17:55","2019-11-27 11:17:55","A3271","A3271"
"20211","20928","7","2019-11-27 11:17:55","2019-11-27 11:17:55","A3271","A3271"
"20211","20928","11","2019-11-27 11:17:55","2019-11-27 11:17:55","A3271","A3271"
"20211","20928","12","2019-11-27 11:17:55","2019-11-27 11:17:55","A3271","A3271"
"20211","20928","13","2019-11-27 11:17:55","2019-11-27 11:17:55","A3271","A3271"
"20211","20928","14","2019-11-27 11:17:55","2019-11-27 11:17:55","A3271","A3271"
"20211","20928","15","2019-11-27 11:17:55","2019-11-27 11:17:55","A3271","A3271"
"20211","20928","16","2019-11-27 11:17:55","2019-11-27 11:17:55","A3271","A3271"
"20211","20928","23","2019-11-27 11:17:55","2019-11-27 11:17:55","A3271","A3271"
"20211","20928","24","2019-11-27 11:17:55","2019-11-27 11:17:55","A3271","A3271"
"20211","20928","25","2019-11-27 11:17:55","2019-11-27 11:17:55","A3271","A3271"
"20211","20928","26","2019-11-27 11:17:55","2019-11-27 11:17:55","A3271","A3271"
"20211","21865","1","2019-04-25 09:53:45","2019-04-25 09:53:45","A2636","A2636"
"20211","21865","3","2019-04-25 09:53:45","2019-04-25 09:53:45","A2636","A2636"
"20211","21865","5","2019-04-25 09:53:45","2019-04-25 09:53:45","A2636","A2636"
"20211","21865","6","2019-04-25 09:53:45","2019-04-25 09:53:45","A2636","A2636"
"20211","21865","7","2019-04-25 09:53:45","2019-04-25 09:53:45","A2636","A2636"
"20211","21865","8","2019-04-25 09:53:45","2019-04-25 09:53:45","A2636","A2636"
"20211","21865","9","2019-04-25 09:53:45","2019-04-25 09:53:45","A2636","A2636"
"20211","21865","10","2019-04-25 09:53:45","2019-04-25 09:53:45","A2636","A2636"
"20211","21865","11","2019-04-25 09:53:45","2019-04-25 09:53:45","A2636","A2636"
"20211","21865","12","2019-04-25 09:53:45","2019-04-25 09:53:45","A2636","A2636"
"20211","21865","13","2019-04-25 09:53:45","2019-04-25 09:53:45","A2636","A2636"
"20211","21865","14","2019-04-25 09:53:45","2019-04-25 09:53:45","A2636","A2636"
"20211","21865","15","2019-04-25 09:53:45","2019-04-25 09:53:45","A2636","A2636"
"20211","21865","16","2019-04-25 09:53:45","2019-04-25 09:53:45","A2636","A2636"
"20211","21865","23","2019-04-25 09:53:45","2019-04-25 09:53:45","A2636","A2636"
"20211","21865","24","2019-04-25 09:53:45","2019-04-25 09:53:45","A2636","A2636"
"20211","21865","25","2019-04-25 09:53:45","2019-04-25 09:53:45","A2636","A2636"
"20211","21865","26","2019-04-25 09:53:45","2019-04-25 09:53:45","A2636","A2636"
"20211","21866","3","2019-04-25 09:46:28","2019-04-25 09:46:28","A2636","A2636"
"20211","21866","5","2019-04-25 09:46:28","2019-04-25 09:46:28","A2636","A2636"
"20211","21866","6","2019-04-25 09:46:28","2019-04-25 09:46:28","A2636","A2636"
"20211","21866","7","2019-04-25 09:46:28","2019-04-25 09:46:28","A2636","A2636"
"20211","21866","11","2019-04-25 09:46:28","2019-04-25 09:46:28","A2636","A2636"
"20211","21866","12","2019-04-25 09:46:28","2019-04-25 09:46:28","A2636","A2636"
"20211","21866","13","2019-04-25 09:46:28","2019-04-25 09:46:28","A2636","A2636"
"20211","21866","14","2019-04-25 09:46:28","2019-04-25 09:46:28","A2636","A2636"
"20211","21866","15","2019-04-25 09:46:28","2019-04-25 09:46:28","A2636","A2636"
"20211","21866","16","2019-04-25 09:46:28","2019-04-25 09:46:28","A2636","A2636"
"20211","21866","23","2019-04-25 09:46:28","2019-04-25 09:46:28","A2636","A2636"
"20211","21866","24","2019-04-25 09:46:28","2019-04-25 09:46:28","A2636","A2636"
"20211","21866","25","2019-04-25 09:46:28","2019-04-25 09:46:28","A2636","A2636"
"20211","21866","26","2019-04-25 09:46:28","2019-04-25 09:46:28","A2636","A2636"
"20211","21867","3","2019-04-24 16:13:07","2019-04-24 16:13:07","A2636","A2636"
"20211","21867","5","2019-04-24 16:13:07","2019-04-24 16:13:07","A2636","A2636"
"20211","21867","6","2019-04-24 16:13:07","2019-04-24 16:13:07","A2636","A2636"
"20211","21867","7","2019-04-24 16:13:07","2019-04-24 16:13:07","A2636","A2636"
"20211","21867","8","2019-04-24 16:13:07","2019-04-24 16:13:07","A2636","A2636"
"20211","21867","9","2019-04-24 16:13:07","2019-04-24 16:13:07","A2636","A2636"
"20211","21867","10","2019-04-24 16:13:07","2019-04-24 16:13:07","A2636","A2636"
"20211","21867","11","2019-04-24 16:13:07","2019-04-24 16:13:07","A2636","A2636"
"20211","21867","12","2019-04-24 16:13:07","2019-04-24 16:13:07","A2636","A2636"
"20211","21867","13","2019-04-24 16:13:07","2019-04-24 16:13:07","A2636","A2636"
"20211","21867","14","2019-04-24 16:13:07","2019-04-24 16:13:07","A2636","A2636"
"20211","21867","15","2019-04-24 16:13:07","2019-04-24 16:13:07","A2636","A2636"
"20211","21867","16","2019-04-24 16:13:07","2019-04-24 16:13:07","A2636","A2636"
"20211","21867","23","2019-04-24 16:13:07","2019-04-24 16:13:07","A2636","A2636"
"20211","21867","24","2019-04-24 16:13:07","2019-04-24 16:13:07","A2636","A2636"
"20211","21867","25","2019-04-24 16:13:07","2019-04-24 16:13:07","A2636","A2636"
"20211","21867","26","2019-04-24 16:13:07","2019-04-24 16:13:07","A2636","A2636"
"20211","21868","1","2019-04-25 09:38:52","2019-04-25 09:38:52","A2636","A2636"
"20211","21868","6","2019-04-25 09:38:52","2019-04-25 09:38:52","A2636","A2636"
"20211","21868","7","2019-04-25 09:38:52","2019-04-25 09:38:52","A2636","A2636"
"20211","21868","8","2019-04-25 09:38:52","2019-04-25 09:38:52","A2636","A2636"
"20211","21868","9","2019-04-25 09:38:52","2019-04-25 09:38:52","A2636","A2636"
"20211","21868","10","2019-04-25 09:38:52","2019-04-25 09:38:52","A2636","A2636"
"20211","21868","11","2019-04-25 09:38:52","2019-04-25 09:38:52","A2636","A2636"
"20211","21868","12","2019-04-25 09:38:52","2019-04-25 09:38:52","A2636","A2636"
"20211","21868","13","2019-04-25 09:38:52","2019-04-25 09:38:52","A2636","A2636"
"20211","21868","14","2019-04-25 09:38:52","2019-04-25 09:38:52","A2636","A2636"
"20211","21868","15","2019-04-25 09:38:52","2019-04-25 09:38:52","A2636","A2636"
"20211","21868","16","2019-04-25 09:38:52","2019-04-25 09:38:52","A2636","A2636"
"20211","21868","23","2019-04-25 09:38:52","2019-04-25 09:38:52","A2636","A2636"
"20211","21868","24","2019-04-25 09:38:52","2019-04-25 09:38:52","A2636","A2636"
"20211","21868","25","2019-04-25 09:38:52","2019-04-25 09:38:52","A2636","A2636"
"20211","21868","26","2019-04-25 09:38:52","2019-04-25 09:38:52","A2636","A2636"
"20211","21869","1","2019-04-25 09:45:50","2019-04-25 09:45:50","A2636","A2636"
