"hospital_no","course_no","code","name","web_reception","calender","flg_category","course_sales_copy","course_point","course_notice","course_cancel","flg_price","price","flg_price_memo","price_memo","price_2","price_3","tax_class","display_setting","status","pv","pvad","order","rgst","updt","created_id","updated_id","pre_account_price","flg_local_payment","flg_pre_account","auto_calc_application"
"20005","20065","DC20065","【4・5月価格】【男性向け】人間ドック（バリウム）＋脳検査（MRI＋MRA）付き","1","0","0",,"◆男性専用のコースです。
◆当院のスタンダードな人間ドックに、脳検査（MRI/MRA検査）をセットにしています。
◆月曜～土曜にご受診いただけます。

◆基本検査、血液検査、頭部MRI/MRA検査などの画像診断、循環器系検査などを行い総合的に診断をいたします。
◆胃の検査は上部消化管X線撮影検査（胃バリウム）です。
◆8時台にご来院頂き、13時前後に終了いたします。（受付時間は当院より指定させて頂きます）
◆当日わかる検査結果は担当医師よりご説明します。
◆総合診断結果は、後日郵送にてお送りいたします。
◆読影（画像診断）は医師2名で行います。
◆検査の結果、二次検査が必要な場合は当院または連携する大学病院・総合病院での受入れ態勢も整えています。

※健康保険組合所属の方で、補助をご利用される方は、こちらからご予約はできません。","下記に該当する方は検査を受診できない場合がございます。

◆MRI／MRA
・心臓ペースメーカーなどの機器を身につけている方
・手術などにより体内に金属（インプラント含む）を入れている方
・刺青やアートメイクをされている方
・妊娠中、妊娠の可能性がある方",,"1","70956","0",,"0","0","0","0","1","0","0","11","2017-08-01 00:00:00","2019-10-01 12:38:20","system","A3212","70956","1","0","1"
"20005","20068","DC20068","フル脳ドック（健康診断+脳MRI/MRA・頸動脈エコー）","2",,"0",,"◎脳MRI/MRA・頸動脈エコー検査に加え、身体計測をセットにしたコースです。

・検査結果は、後日郵送にてお送りいたします。
・検査の結果、二次検査が必要な場合は当院または連携する大学病院・総合病院での受入れ態勢も整えています。
・読影（画像診断）は医師２名で行います。


<font size=""3"" color=""#ff3300"">≪注意事項≫</b></font>
◆健康保険組合所属の方で、補助をご利用される方は、こちらのコースからご予約は出来ません。
◆下記項目に該当する方はMRI検査をご受診いただくことができない場合がありますので、ご予約の際に必ずご相談をお願い致します。 
・心臓ペースメーカーなどを身につけている方 
・体内に何らかの金属（インプラント含む）が埋め込まれている方 
・刺青やアートメイクをされている方
・妊娠中の方、あるいは妊娠の可能性がある方",,"0","1","54000",,,,,"0","1","X","0","0","0","2017-08-01 00:00:00","2017-09-04 20:16:14","system",,,"1","0","1"
"20005","20338","DC20338","【喫煙者におすすめ】肺ドック","1","11","0",,"◆マルチスライスCTによる肺がんのチェックコースです。

・検査結果は、後日郵送にてお送りいたします。（医師からの結果説明はありません）
・検査の結果、二次検査が必要な場合は当院または連携する大学病院・総合病院での受入れ態勢も整えています。
・読影（画像診断）は医師2名で行います。","◆健康保険組合所属の方で、補助をご利用される方は、こちらのコースからご予約は出来ません。
◆下記項目に該当する方はCT検査をご受診いただくことができない場合がございます。ご予約の際に必ずご相談をお願い致します。
・心臓ペースメーカーなどの機器を身につけている方
・脳動脈瘤クリップ、人工関節などの金属が体内に埋め込まれている方
・手術により体内に金属（インプラント含む）を入れている方
・刺青やアートメイクをされている方
・妊娠している方、あるいは妊娠の可能性がある方",,"1","17280","0",,"0","0","0","0","1","0","0","5","2017-08-01 00:00:00","2019-10-01 12:38:20","system","A3212","17280","1","0","1"
"20005","20341","DC20341","【1～4月】脳検査（MRI＋MRA）","1","1","0",,"◆1.5テスラのMRI/MRA検査装置による脳の検査コースです。
◆1月～4月の火曜・木曜・土曜にご受診いただけます。

・診断結果は、後日郵送にてお送りいたします。（医師からの結果説明はありません）
・読影（画像診断）は医師2名で行います。
・検査の結果、二次検査が必要な場合は当院または連携する大学病院・総合病院での受入れ態勢も整えています。

※健康保険組合所属の方で、補助をご利用される方は、こちらからご予約はできません。","下記に該当する方は検査を受診できない場合がございます。

◆MRI／MRA
・心臓ペースメーカーなどの機器を身につけている方
・手術などにより体内に金属（インプラント含む）を入れている方
・刺青やアートメイクをされている方
・妊娠中、妊娠の可能性がある方",,"1","19980","0",,"0","0","0","0","1","0","0","17","2017-08-01 00:00:00","2019-10-01 12:38:20","system","A3212","19980","1","0","1"
"20005","20344","DC20344","【土曜限定】人間ドック（胃バリウム）＋脳ドック（MRI/MRA）","1","4","0",,"◆当院のスタンダードな人間ドックに、脳ドック（MRI/MRA検査）をセットにしたコースです。

・胃の検査は、バリウム検査です。
・検査結果は、当日わかる結果は担当医師よりご説明します。総合診断結果は、後日郵送にてお送りいたします。
・検査の結果、二次検査が必要な場合は当院または連携する大学病院・総合病院での受入れ態勢も整えています。
・読影（画像診断）は医師２名で行います。","◆健康保険組合所属の方で、補助をご利用される方は、こちらのコースからご予約は出来ません。
◆バリウム検査は、妊娠中の方、妊娠の可能性のある方はご受診いただけない場合がございます。
◆下記項目に該当する方はMRI検査をご受診いただくことができない場合がありますので、ご予約の際に必ずご相談をお願い致します。 
・心臓ペースメーカーなどを身につけている方 
・体内に何らかの金属（インプラント含む）が埋め込まれている方 
・刺青やアートメイクをされている方
・妊娠中の方、あるいは妊娠の可能性がある方",,"1","63072","0",,"0","0","0","0","1","0","0","7","2017-08-01 00:00:00","2019-10-01 12:38:20","system","A3212","63072","1","0","1"
"20005","20345","C20345H20005","レディースドックA","1","1","0",,,,,"1","41000","0",,"0","0","0","0","1","0","0","9","2017-09-25 19:20:06","2019-10-01 12:38:20","A2062","A3212","41000","1","0","1"
"20005","20346","C20346H20005","【4・5月価格】【男性向け】人間ドック（バリウム）","1","0","0",,"◆男性専用のコースです。
◆当院のスタンダードな人間ドックです。
◆月曜～土曜にご受診いただけます。

◆基本検査、血液検査、画像診断などを行い総合的に診断をいたします。
◆胃の検査は上部消化管X線撮影検査（胃バリウム）です。
◆8時台にご来院頂き、13時前後に終了いたします。（受付時間は当院より指定させて頂きます）

◆当日わかる検査結果は担当医師よりご説明します。
◆総合診断結果は、後日郵送にてお送りいたします。
◆読影（画像診断）は医師2名で行います。
◆検査の結果、二次検査が必要な場合は当院または連携する大学病院・総合病院での受入れ態勢も整えています。

※健康保険組合所属の方で、補助をご利用される方は、こちらからご予約はできません。",,,"1","46656","0",,"0","0","0","0","1","0","0","10","2017-10-17 15:29:14","2019-10-01 12:38:20","A1589","A3212","46656","1","0","1"
"20005","20347","C20347H20005","【4・5月価格】メンズドック｛人間ドック（バリウム）腫瘍マーカー検査5種付き｝","1","0","0",,"◆男性専用のコースです。
◆当院のスタンダードな人間ドックに、腫瘍マーカー検査をセットにしています。
◆腫瘍マーカーは肺・肝臓・膵臓・大腸・前立腺がんの5種をスクリーニングします。
◆月曜～土曜にご受診いただけます。

◆基本検査、血液検査、画像診断などを行い総合的に診断をいたします。
◆胃の検査は上部消化管X線撮影検査（胃バリウム）です。
◆8時台にご来院頂き、13時前後に終了いたします。（受付時間は当院より指定させて頂きます）
◆当日わかる検査結果は担当医師よりご説明します。
◆総合診断結果は、後日郵送にてお送りいたします。
◆読影（画像診断）は医師2名で行います。
◆検査の結果、二次検査が必要な場合は当院または連携する大学病院・総合病院での受入れ態勢も整えています。

※健康保険組合所属の方で、補助をご利用される方は、こちらからご予約はできません。",,,"1","93946","0",,"0","0","0","0","1","0","0","12","2017-10-17 15:38:34","2019-10-01 12:38:20","A1589","A3212","93946","1","0","1"
"20005","20348","C20348H20005","健保コース","1","5","1",,"◆各種健康保険組合様との契約に基づき、指定検査項目/コース別の健診コースです。
◆当院と直接契約がある共済組合または健康保険組合所属の方で補助を受けられる方は、こちらからの予約をお願いいたします。","当日、お支払いになる金額は各所属の健康保険組合/事業所により異なります。
ご確認の上、ご予約をお願いいたします。",,"0","0","1","医療機関に問合せ下さい","0","0","0","0","1","0","0","3","2017-11-06 14:10:50","2019-10-01 12:38:20","A2062","A3212","0","1","0","1"
"20005","20349","C20349H20005","定期健康診断","1","0","0",,"◇身体計測と血液検査、胸部X線検査を行います。
◇お忙しく中々お時間が取れない方も定期的な検査をおすすめします。
◇基本的な健診を行い、問題がないかをチェックするためにオススメのプランです。","14時開始のプランとなります。午前中は行っておりませんのでご注意ください。",,"1","10000","0",,"0","0","1","0","1","0","0","8","2017-11-28 13:00:11","2019-10-01 12:38:20","A2062","A3212","10000","1","0","1"
"20005","20350","C20350H20005","【4・5月価格】レディースドック（バリウム）子宮がん・乳がん（マンモ）【女性医師・技師対応】","1","7","0",,"◆当院のスタンダードな人間ドックに子宮がんと乳がんの検査をセットにしています。
◆婦人科の検査は女性医師・女性技師が対応いたします。
◆月曜～土曜にご受診いただけます。

◆基本検査、血液検査、画像診断などを行い総合的に診断をいたします。
◆胃の検査は上部消化管X線撮影検査（胃バリウム）です。
◆子宮がんの検査は子宮頸部細胞診、内診、経腟超音波検査を行います。
◆乳がんの検査はマンモグラフィと乳房視触診を行います。
◆8時台にご来院頂き、13時前後に終了いたします。（受付時間は当院より指定させて頂きます）
◆当日わかる検査結果は担当医師よりご説明します。
◆総合診断結果は、後日郵送にてお送りいたします。
◆読影（画像診断）は医師2名で行います。
◆検査の結果、二次検査が必要な場合は当院または連携する大学病院・総合病院での受入れ態勢も整えています。

※健康保険組合所属の方で、補助をご利用される方は、こちらからご予約はできません。","下記に該当する方は検査を受診できない場合がございます。
◆バリウム
・妊娠中、妊娠の可能性がある方

◆子宮頸がん
・妊娠中、妊娠の可能性がある方
・生理中の方
※前日のお風呂での膣の洗浄は避けてください。
※細胞をこすりとるため、出血することもあります。

◆マンモグラフィ
・心臓ペースメーカーなどの機器を身につけている方
・妊娠中、妊娠の可能性がある方
・授乳中の方
・豊胸手術をしたことがある方 
・生理前後の方",,"1","62208","0",,"0","0","0","0","1","0","0","13","2018-01-30 18:54:54","2019-10-01 12:38:20","A2062","A3212","62208","1","0","1"
"20005","20351","C20351H20005","【4・5月価格】レディースドック（バリウム）　子宮がん・乳がん（超音波）【女性医師・技師対応】","1","6","0",,"◆当院のスタンダードな人間ドックに子宮がんと乳がんの検査をセットにしています。
◆婦人科の検査は女性医師・女性技師が対応いたします。
◆月曜～土曜にご受診いただけます。

◆基本検査、血液検査、画像診断などを行い総合的に診断をいたします。
◆胃の検査は上部消化管X線撮影検査（胃バリウム）です。
◆子宮がんの検査は子宮頸部細胞診、内診、経腟超音波検査を行います。
◆乳がんの検査は乳腺超音波検査と乳房視触診を行います。
◆8時台にご来院頂き、13時前後に終了いたします。（受付時間は当院より指定させて頂きます）
◆当日わかる検査結果は担当医師よりご説明します。
◆総合診断結果は、後日郵送にてお送りいたします。
◆読影（画像診断）は医師2名で行います。
◆検査の結果、二次検査が必要な場合は当院または連携する大学病院・総合病院での受入れ態勢も整えています。

※健康保険組合所属の方で、補助をご利用される方は、こちらからご予約はできません。","下記に該当する方は検査を受診できない場合がございます。
◆バリウム
・妊娠中、妊娠の可能性がある方

◆子宮頸がん
・妊娠中、妊娠の可能性がある方
・生理中の方
※前日のお風呂での膣の洗浄は避けてください。
※細胞をこすりとるため、出血することもあります。",,"1","62208","0",,"0","0","0","0","1","0","0","14","2018-01-31 13:39:45","2019-10-01 12:38:20","A2062","A3212","62208","1","0","1"
"20005","20352","C20352H20005","【4・5月価格】レディースドック（バリウム）　子宮がん・乳がん（マンモ）【女性医師・技師対応】脳検査（MRI＋MRA）付き","1","7","0",,"◆当院のスタンダードな人間ドックに子宮がんと乳がんの検査、脳検査（MRI/MRA検査）をセットにしています。
◆婦人科の検査は女性医師・女性技師が対応いたします。

◆基本検査、血液検査、画像診断などを行い総合的に診断をいたします。
◆胃の検査は上部消化管X線撮影検査（胃バリウム）です。
◆子宮がんの検査は子宮頸部細胞診、内診、経腟超音波検査を行います。
◆乳がんの検査はマンモグラフィと乳房視触診を行います。
◆8時台にご来院頂き、13時前後に終了いたします。（受付時間は当院より指定させて頂きます）
◆当日わかる検査結果は担当医師よりご説明します。
◆総合診断結果は、後日郵送にてお送りいたします。
◆読影（画像診断）は医師2名で行います。
◆検査の結果、二次検査が必要な場合は当院または連携する大学病院・総合病院での受入れ態勢も整えています。

※健康保険組合所属の方で、補助をご利用される方は、こちらからご予約はできません。","下記に該当する方は検査を受診できない場合がございます。
◆バリウム
・妊娠中、妊娠の可能性がある方

◆子宮頸がん
・妊娠中、妊娠の可能性がある方
・生理中の方
※前日のお風呂での膣の洗浄は避けてください。
※細胞をこすりとるため、出血することもあります。

◆マンモグラフィ
・心臓ペースメーカーなどの機器を身につけている方
・妊娠中、妊娠の可能性がある方
・授乳中の方
・豊胸手術をしたことがある方 
・生理前後の方

◆MRI／MRA
・心臓ペースメーカーなどの機器を身につけている方
・手術などにより体内に金属（インプラント含む）を入れている方
・刺青やアートメイクをされている方
・妊娠中、妊娠の可能性がある方",,"1","86508","0",,"0","0","0","0","1","0","0","15","2018-01-31 13:44:49","2019-10-01 12:38:20","A2062","A3212","86508","1","0","1"
"20005","20353","C20353H20005","【4・5月価格】レディースドック（バリウム）　子宮がん・乳がん（超音波）【女性医師・技師対応】脳検査（MRI＋MRA）付き","1","6","0",,"◆当院のスタンダードな人間ドックに子宮がんと乳がんの検査、脳検査（MRI/MRA検査）をセットにしています。
◆婦人科の検査は女性医師・女性技師が対応いたします。
◆月曜～土曜にご受診いただけます。

◆基本検査、血液検査、画像診断などを行い総合的に診断をいたします。
◆胃の検査は上部消化管X線撮影検査（胃バリウム）です。
◆子宮がんの検査は子宮頸部細胞診、内診、経腟超音波検査を行います。
◆乳がんの検査は乳腺超音波検査と乳房視触診を行います。
◆8時台にご来院頂き、13時前後に終了いたします。（受付時間は当院より指定させて頂きます）

◆当日わかる検査結果は担当医師よりご説明します。
◆総合診断結果は、後日郵送にてお送りいたします。
◆読影（画像診断）は医師2名で行います。
◆検査の結果、二次検査が必要な場合は当院または連携する大学病院・総合病院での受入れ態勢も整えています。

※健康保険組合所属の方で、補助をご利用される方は、こちらからご予約はできません。","下記に該当する方は検査を受診できない場合がございます。
◆バリウム
・妊娠中、妊娠の可能性がある方

◆子宮頸がん
・妊娠中、妊娠の可能性がある方
・生理中の方
※前日のお風呂での膣の洗浄は避けてください。
※細胞をこすりとるため、出血することもあります。

◆MRI／MRA
・心臓ペースメーカーなどの機器を身につけている方
・手術などにより体内に金属（インプラント含む）を入れている方
・刺青やアートメイクをされている方
・妊娠中、妊娠の可能性がある方",,"1","86508","0",,"0","0","0","0","1","0","0","16","2018-01-31 13:52:52","2019-10-01 12:38:20","A2062","A3212","86508","1","0","1"
"20005","20354","C20354H20005","【4・5月価格】メンズドック｛人間ドック（胃カメラ）腫瘍マーカー検査5種付き｝","1","1","0",,"◆男性専用のコースです。
◆当院のスタンダードな人間ドックに、腫瘍マーカー検査をセットにしています。
◆腫瘍マーカーは肺・肝臓・膵臓・大腸・前立腺がんの5種をスクリーニングします。

◆基本検査、血液検査、画像診断などを行い総合的に診断をいたします。
◆胃の検査は内視鏡検査（胃カメラ）です。
◆8時台にご来院頂き、13時前後に終了いたします。（受付時間は当院より指定させて頂きます）
◆当日わかる検査結果は担当医師よりご説明します。
◆総合診断結果は、後日郵送にてお送りいたします。
◆読影（画像診断）は医師2名で行います。
◆検査の結果、二次検査が必要な場合は当院または連携する大学病院・総合病院での受入れ態勢も整えています。

※健康保険組合所属の方で、補助をご利用される方は、こちらからご予約はできません。",,,"1","53946","0",,"0","0","0","0","1","0","0","18","2019-03-28 09:18:19","2019-10-01 12:38:20","A2636","A3212","53946","1","0","1"
"20005","20355","C20355H20005","定期健康診断","1","10","0",,"◆身体測定、血液検査、尿検査、心電図検査、胸部X線検査、問診を行います。","※こちらのコースは自費で受診される方向けのコースになります。
※健康保険組合などの補助を利用される方は対象外ですので医療機関へ直接お問い合わせください。
※14時開始のプランとなります。午前中は行っておりませんのでご注意ください。

下記に該当する方は検査を受診できない場合がございます。
◆胸部X線検査
・妊娠中、妊娠の可能性がある方",,"1","10800","0",,"0","0","0","0","1","0","0","4","2019-03-28 09:27:10","2019-10-01 12:38:20","A2636","A3212","10800","1","0","1"
"20005","20356","C20356H20005","定期健康診断※増税後価格","0","12","0",,"◆身体測定、血液検査、尿検査、心電図検査、胸部X線検査、問診を行います。","※こちらのコースは自費で受診される方向けのコースになります。
※健康保険組合などの補助を利用される方は対象外ですので医療機関へ直接お問い合わせください。
※14時開始のプランとなります。午前中は行っておりませんのでご注意ください。

下記に該当する方は検査を受診できない場合がございます。
◆胸部X線検査
・妊娠中、妊娠の可能性がある方",,"1","11000","0",,"0","0","0","0","1","0","0","1","2019-08-15 10:07:07","2019-10-01 12:39:00","B37661","A3212","11000","1","0","1"
"20005","20357","C20357H20005","【喫煙者におすすめ】肺ドック※増税後価格","2","13","0",,"◆マルチスライスCTによる肺がんのチェックコースです。

・検査結果は、後日郵送にてお送りいたします。（医師からの結果説明はありません）
・検査の結果、二次検査が必要な場合は当院または連携する大学病院・総合病院での受入れ態勢も整えています。
・読影（画像診断）は医師2名で行います。","◆健康保険組合所属の方で、補助をご利用される方は、こちらのコースからご予約は出来ません。
◆下記項目に該当する方はCT検査をご受診いただくことができない場合がございます。ご予約の際に必ずご相談をお願い致します。
・心臓ペースメーカーなどの機器を身につけている方
・脳動脈瘤クリップ、人工関節などの金属が体内に埋め込まれている方
・手術により体内に金属（インプラント含む）を入れている方
・刺青やアートメイクをされている方
・妊娠している方、あるいは妊娠の可能性がある方",,"1","17600","0",,"0","0","0","0","1","0","0","2","2019-08-15 10:14:20","2019-10-01 12:39:31","B37661","A3212","17600","1","0","1"
"20007","20083","DC20083","乳がん検診（マンモグラフィー＆乳腺エコー）","2","1","0",,"◆マンモグラフィ検査は、エックス線撮影によりごく微細な石灰化を映し出すことに優れています。
◆乳腺超音波検査は、しこり・腫瘤の発見や形状をみることに優れています。

◆それぞれの検査の画像を併せて診断することで、乳がんの早期発見を目指します。","※下記項目に該当する方はマンモグラフィの検査をご受診いただくことができません。
・妊娠中、妊娠の可能性がある方
・授乳中の方
・豊胸手術をしたことがある方 
・ペースメーカー、VPシャント、前胸部静脈ポート留置等の処置を受けている方",,"1","14580","0",,"0","0","0","0","1","0","0","0","2017-08-01 00:00:00","2017-11-14 11:36:49","system","A2062",,"1","0","1"
"20007","21685","DC21685","乳がん検診(乳腺エコー)","2","1","0",,"◆35歳未満の方におすすめです。

◆乳腺組織が発達しているためマンモグラフィ検査での読影診断が難しいため当院では、35歳未満の方には、体に負担のない乳腺エコー検査の単独検診を推奨しています。

※また、次の特徴にあてはまる方は、20代や30代前半でもマンモグラフィ検査を併用されることもご検討ください。
月経のある期間が平均より長い
・初経年齢が11歳以下
・閉経年齢が55歳以上
・出産経験がない方
・初産を経験した年齢が30歳以上の方
閉経後の肥満
母親、子、姉妹など近親者に乳がんになった方がいる
(遺伝性乳がんを考慮すべき状況)
避妊薬のピルや女性ホルモン剤の常用
過度な飲酒
成人期の高身長
喫煙（受動喫煙でも乳がん発症リスクが増加する可能性がある）
糖尿病",,,"1","8640","0",,"0","0","0","0","1","0","0","0","2017-08-01 00:00:00","2017-11-14 11:37:26","system","A2062",,"1","0","1"
"20007","21686","DC21686","子宮がん／卵巣がん検診","2","1","0",,"◆子宮や卵巣の状態を調べるために、婦人科内診、子宮頸部細胞診、経膣エコー検査を行います。

子宮頸がんは、性交渉の経験があれば20代でも発症のリスクがあり、発症のピークは35歳前後です。
卵巣がんもまた若年層から発症のリスクがあり、50歳前後で発症のピークを迎えます。
子宮頸がんにも卵巣がんにも、通常は初期に自覚できる症状がほとんどないため、発見のきっかけとして定期的な検診が有効です。
経膣エコー検査は、卵巣の腫れだけでなく子宮筋腫や一部の内膜症をみることもできることから、イーク表参道では、婦人科検診の基本項目としています。

※健診着は当院でご用意しております。必要に応じお着替えをお願いします。
※婦人科検査を受診される方は生理の周期と重ならないようご注意ください。",,,"1","14580","0",,"14580","14580","0","1","1","0","0","0","2017-08-01 00:00:00","2017-09-02 10:46:35","system","A2062",,"1","0","1"
"20007","21687","DC21687","乳がん検診(マンモ＆エコー)+子宮がん検査","2","1","0",,"◆「婦人科検診」はすべての女性に受診していただきたい「乳がん検診」と「子宮／卵巣がん検査」を行います。
◆乳がんや子宮頸 がん、卵巣がんなどは、初期の自覚症状がほとんどないといわれており、１年に１度のチェックが、早期発見をする上で非常に大切です。
◆結果は３週間以内に報告書をお届けします。","※下記項目に該当する方はマンモグラフィの検査をご受診いただくことができません。
・妊娠中、妊娠の可能性がある方
・授乳中の方
・豊胸手術をしたことがある方 
・ペースメーカー、VPシャント、前胸部静脈ポート留置等の処置を受けている方",,"1","27000","0",,"0","0","0","0","1","0","0","0","2017-08-01 00:00:00","2017-11-14 11:35:44","system","A2062",,"1","0","1"
"20007","21688","DC21688","乳がん検診(乳腺エコー)+子宮がん検査","2","1","0",,"◆「婦人科検診」はすべての女性に受診していただきたい「乳がん検診」と「子宮／卵巣がん検査」を行います。
◆乳がんや子宮頸 がん、卵巣がんなどは、初期の自覚症状がほとんどないといわれており、１年に１度のチェックが、早期発見をする上で非常に大切です。

◆35歳以下の方におすすめ
35歳以下の方は乳腺組織が発達しているためマンモグラフィ検査での読影診断が難しいことが多く、乳がんの罹患率が低いことからマンモグラフィーなしのコースとなっております。

◆結果は３週間以内に報告書をお届けします。",,,"1","21600","0",,"0","0","0","0","1","0","0","0","2017-08-01 00:00:00","2017-11-14 11:36:14","system","A2062",,"1","0","1"
"20007","21689","DC21689","【20～30代におすすめ！】レディースドック　ライト","2","1","0",,"◆２０代からリスクのある子宮がんと、３０代からリスクが高まる乳がんの早期発見を目指した検査を施行します。
◆乳がん検査は、エコーで行います。
◆35歳以上の方は、マンモグラフィー検査（6,000円）をオプションで追加されることをおすすめします。
◆若い女性にも「気軽に」「負担は少なめに」、健康への意識を高めていただくためのレディースドックです。

◆３週間以内に全項目の結果報告書をお届けします。",,,"1","37800","0",,"0","0","0","0","1","0","0","0","2017-08-01 00:00:00","2017-11-14 11:34:53","system","A2062",,"1","0","1"
"20007","21690","DC21690","【当日説明あり】レディースドック　スタンダード(バリウム)","2","1","0",,"◆消化器検査などの一般的な人間ドック項目をはじめ、乳がん、子宮や卵巣のがん、甲状腺ホルモンの異常や膠原病、貧血など、女性に多くみられる病気の発見を目指した、女性のための人間ドックです。

◆こちらのコースにはランチが含まれます。
◆当日結果説明では、内科領域（血液検査の一部、腹部エコー、胸部Ｘ線など）の結果説明とご相談を承ります。

※健診着は当院でご用意しております。必要に応じお着替えをお願いします。
※婦人科検査を受診される方は生理の周期と重ならないようご注意ください。

◆胃の検査は選択制です。(備考欄へご記入ください。)
・胃がんリスク検査（ABC分類）（コース料金より-4,000円）
・上部消化管内視鏡検査（胃カメラ）　（コース料金に+4,000円）","※下記項目に該当する方はマンモグラフィの検査をご受診いただくことができません。
・妊娠中、妊娠の可能性がある方
・授乳中の方
・豊胸手術をしたことがある方 
・ペースメーカー、VPシャント、前胸部静脈ポート留置等の処置を受けている方",,"1","70200","0",,"70200","70200","0","1","1","0","0","0","2017-08-01 00:00:00","2017-09-02 11:28:19","system","A2062",,"1","0","1"
"20007","21692","DC21692","【当日説明あり】レディースドック　プレミアム(バリウム)","2","1","0",,"◆レディースドック・スタンダードに骨密度測定、FT3、消化器腫瘍マーカーセットを加えたプレミアム人間ドックです。
◆年齢による女性の病気の変化も視野に、お好きな婦人科検査を1つお選びいただけます。
・ハイリスクHPV検査
・CA125（卵巣腫瘍マーカー）
・子宮体がん検査
・女性ホルモン（更年期ホルモン）検査

◆こちらのコースにはランチが含まれます。
◆当日結果説明では、内科領域（血液検査の一部、腹部エコー、胸部Ｘ線など）の結果説明とご相談を承ります。

※健診着は当院でご用意しております。必要に応じお着替えをお願いします。
※婦人科検査を受診される方は生理の周期と重ならないようご注意ください。

◆胃の検査は選択制です。
・胃がんリスク検査（ABC分類）（コース料金より-4,000円）
・上部消化管内視鏡検査（胃カメラ）　（コース料金に+4,000円）","※下記項目に該当する方はマンモグラフィの検査をご受診いただくことができません。
・妊娠中、妊娠の可能性がある方
・授乳中の方
・豊胸手術をしたことがある方 
・ペースメーカー、VPシャント、前胸部静脈ポート留置等の処置を受けている方",,"1","79920","0",,"79920","79920","0","1","1","0","0","0","2017-08-01 00:00:00","2017-09-02 11:27:18","system","A2062",,"1","0","1"
"20007","21694","DC21694","【当日説明あり】ブライダルチェック向け人間ドック(バリウム)","2","1","0",,"◆レディースドック　プレミアムに、ブライダルチェックを加えたブライダルチェック向け人間ドックです。
◆将来のご妊娠・ご出産にそなえ、母子感染する疾患、不妊や流産のリスクを高めうる感染症などをあらかじめ確認します。

◆内科医師、乳腺科医師からの当日の結果説明、子宮・卵巣のがんの早期発見を目指した項目など、女性特有の疾患に幅広く対応しております。
◆新しいご家族様のために、人生の節目に、ご自身のお体と向き合うきっかけにおすすめします。

◆こちらのコースにはランチが含まれます。
◆当日結果説明では、内科領域（血液検査の一部、腹部エコー、胸部Ｘ線など）の結果説明とご相談を承ります。

◆胃の検査は選択制です。
・胃がんリスク検査（ABC分類）（コース料金より-4,000円）
・上部消化管内視鏡検査（胃カメラ）　（コース料金に+4,000円）

※健診着は当院でご用意しております。必要に応じお着替えをお願いします。
※婦人科検査を受診される方は生理の周期と重ならないようご注意ください。","下記項目に該当する方はマンモグラフィの検査をご受診いただくことができません。
・ペースメーカーをご利用されている方 
・豊胸手術をされた方 
・妊娠中、あるいは妊娠の可能性がある方 
・授乳中の方",,"1","95040","0",,"95040","95040","0","1","1","0","0","0","2017-08-01 00:00:00","2017-09-02 11:35:18","system","A2062",,"1","0","1"
"20007","21695","C21695H20007","健保用","1","0","1",,"◆各種健康保険組合様との契約に基づき、指定検査項目/コース別の健診コースです。
◆当院と直接契約がある共済組合または健康保険組合所属の方で補助を受けられる方は、こちらからの予約をお願いいたします。","当日、お支払いになる金額は各所属の健康保険組合/事業所により異なります。
ご確認の上、ご予約をお願いいたします。",,"0","0","1","医療機関に問合せ下さい","0","0","0","0","1","0","0","1","2017-10-11 14:45:48","2017-10-11 14:46:12","A2064","A2064",,"1","0","1"
"20008","20085","DC20085","オススメ【春のプラン】乳・子宮がん検査付き人間ドック","1","0","0",,"通常の人間ドックにプラスして、女性にとってはとても重要な乳がん・子宮がん検診をセットにしたコースになります。
乳がん検査はマンモグラフィになり、子宮がん検査は子宮頚部細胞診になります。
その他、通常の人間ドック検査にあります身体計測・胸部X線・腹部超音波検査・尿検査等の検査項目も行います。

午前9時に始まり、午前中には終了。結果は2週間後の郵送となりますが、ご希望であれば結果説明も無料で行います。
女性にとってはとても気になる部分です。年に1度でも検査されることをおススメします。",,"0","1","42330","0",,"0","0","0","0","X","0","0","0","2017-08-01 00:00:00","2017-09-06 22:23:11","system",,,"1","0","1"
"20008","20086","DC20086","【春のプラン】腫瘍マーカー付き人間ドック（男性）","1","0","0",,"男性のみにあり、もっとも気になる部分である前立線の腫瘍マーカーがついたコースになります。
前立腺がんは、前立腺の細胞が正常な細胞増殖機能を失い、無秩序に自己増殖することにより発生します。最近、遺伝子の異常が原因といわれていますが、正常細胞がなぜがん化するのか、まだ十分に解明されていないのが現状です。そのようなこともあり、男性にとって大切な検査にもなります。年に1度の検査をおススメします。
その他、通常の人間ドック検査にあります身体計測・胸部X線・腹部超音波検査・尿検査等の検査項目も行います。
午前9時に始まり、午前中には終了。結果は3週間後の郵送となりますが、ご希望であれば結果説明も無料で行います。",,"0","1","36280","0",,"0","0","0","0","X","0","0","0","2017-08-01 00:00:00","2017-09-06 22:23:34","system",,,"1","0","1"
