"hospital_no","course_no","flg_qa_no","flg_qa","flg_qa_title","flg_qa_answer01","flg_qa_answer02","flg_qa_answer03","flg_qa_answer04","flg_qa_answer05","flg_qa_answer06","flg_qa_answer07","flg_qa_answer08","flg_qa_answer09","flg_qa_answer10","rgst","updt","created_id","updated_id"
"20035","20404","5","1",,,,,,,,,,,,"2018-07-18 11:44:38","2018-07-18 11:44:38","A1589","A1589"
"20035","20405","1","1",,,,,,,,,,,,"2018-07-18 11:22:33","2018-07-18 11:22:33","A1589","A1589"
"20035","20405","2","1",,,,,,,,,,,,"2018-07-18 11:22:33","2018-07-18 11:22:33","A1589","A1589"
"20035","20405","3","1",,,,,,,,,,,,"2018-07-18 11:22:33","2018-07-18 11:22:33","A1589","A1589"
"20035","20405","4","1",,,,,,,,,,,,"2018-07-18 11:22:33","2018-07-18 11:22:33","A1589","A1589"
"20035","20405","5","1",,,,,,,,,,,,"2018-07-18 11:22:33","2018-07-18 11:22:33","A1589","A1589"
"20035","21664","1","1",,,,,,,,,,,,"2018-07-18 11:56:50","2018-07-18 11:56:50","A1589","A1589"
"20035","21664","2","1",,,,,,,,,,,,"2018-07-18 11:56:50","2018-07-18 11:56:50","A1589","A1589"
"20035","21664","3","1",,,,,,,,,,,,"2018-07-18 11:56:50","2018-07-18 11:56:50","A1589","A1589"
"20035","21664","4","1",,,,,,,,,,,,"2018-07-18 11:56:50","2018-07-18 11:56:50","A1589","A1589"
"20035","21664","5","1",,,,,,,,,,,,"2018-07-18 11:56:50","2018-07-18 11:56:50","A1589","A1589"
"20035","21665","1","1",,,,,,,,,,,,"2018-07-18 11:18:21","2018-07-18 11:18:21","A1589","A1589"
"20035","21665","2","1",,,,,,,,,,,,"2018-07-18 11:18:21","2018-07-18 11:18:21","A1589","A1589"
"20035","21665","3","1",,,,,,,,,,,,"2018-07-18 11:18:21","2018-07-18 11:18:21","A1589","A1589"
"20035","21665","4","1",,,,,,,,,,,,"2018-07-18 11:18:21","2018-07-18 11:18:21","A1589","A1589"
"20035","21665","5","1",,,,,,,,,,,,"2018-07-18 11:18:21","2018-07-18 11:18:21","A1589","A1589"
"20035","21666","1","1",,,,,,,,,,,,"2017-11-02 10:18:04","2017-11-02 10:18:04","A2064","A2064"
"20035","21666","2","1",,,,,,,,,,,,"2017-11-02 10:18:04","2017-11-02 10:18:04","A2064","A2064"
"20035","21666","3","1",,,,,,,,,,,,"2017-11-02 10:18:04","2017-11-02 10:18:04","A2064","A2064"
"20035","21666","4","1",,,,,,,,,,,,"2017-11-02 10:18:04","2017-11-02 10:18:04","A2064","A2064"
"20035","21666","5","1",,,,,,,,,,,,"2017-11-02 10:18:04","2017-11-02 10:18:04","A2064","A2064"
"20035","21667","1","1",,,,,,,,,,,,"2018-07-18 12:04:12","2018-07-18 12:04:12","A1589","A1589"
"20035","21667","2","1",,,,,,,,,,,,"2018-07-18 12:04:12","2018-07-18 12:04:12","A1589","A1589"
"20035","21667","3","1",,,,,,,,,,,,"2018-07-18 12:04:12","2018-07-18 12:04:12","A1589","A1589"
"20035","21667","4","1",,,,,,,,,,,,"2018-07-18 12:04:12","2018-07-18 12:04:12","A1589","A1589"
"20035","21667","5","1",,,,,,,,,,,,"2018-07-18 12:04:12","2018-07-18 12:04:12","A1589","A1589"
"20035","21668","1","1",,,,,,,,,,,,"2018-07-18 12:05:19","2018-07-18 12:05:19","A1589","A1589"
"20035","21668","2","1",,,,,,,,,,,,"2018-07-18 12:05:19","2018-07-18 12:05:19","A1589","A1589"
"20035","21668","3","1",,,,,,,,,,,,"2018-07-18 12:05:19","2018-07-18 12:05:19","A1589","A1589"
"20035","21668","4","1",,,,,,,,,,,,"2018-07-18 12:05:19","2018-07-18 12:05:19","A1589","A1589"
"20035","21668","5","1",,,,,,,,,,,,"2018-07-18 12:05:19","2018-07-18 12:05:19","A1589","A1589"
"20035","21669","1","1",,,,,,,,,,,,"2018-07-18 12:07:49","2018-07-18 12:07:49","A1589","A1589"
"20035","21669","2","1",,,,,,,,,,,,"2018-07-18 12:07:49","2018-07-18 12:07:49","A1589","A1589"
"20035","21669","3","1",,,,,,,,,,,,"2018-07-18 12:07:49","2018-07-18 12:07:49","A1589","A1589"
"20035","21669","4","1",,,,,,,,,,,,"2018-07-18 12:07:49","2018-07-18 12:07:49","A1589","A1589"
"20035","21669","5","1",,,,,,,,,,,,"2018-07-18 12:07:49","2018-07-18 12:07:49","A1589","A1589"
"20035","21670","1","1",,,,,,,,,,,,"2018-07-13 17:54:55","2018-07-13 17:54:55","A1589","A1589"
"20035","21670","2","1",,,,,,,,,,,,"2018-07-13 17:54:55","2018-07-13 17:54:55","A1589","A1589"
"20035","21670","3","1",,,,,,,,,,,,"2018-07-13 17:54:55","2018-07-13 17:54:55","A1589","A1589"
"20035","21670","4","1",,,,,,,,,,,,"2018-07-13 17:54:55","2018-07-13 17:54:55","A1589","A1589"
"20035","21670","5","1",,,,,,,,,,,,"2018-07-13 17:54:55","2018-07-13 17:54:55","A1589","A1589"
"20035","21671","1","1",,,,,,,,,,,,"2018-07-18 12:23:55","2018-07-18 12:23:55","A1589","A1589"
"20035","21671","2","1",,,,,,,,,,,,"2018-07-18 12:23:55","2018-07-18 12:23:55","A1589","A1589"
"20035","21671","3","1",,,,,,,,,,,,"2018-07-18 12:23:55","2018-07-18 12:23:55","A1589","A1589"
"20035","21671","4","1",,,,,,,,,,,,"2018-07-18 12:23:55","2018-07-18 12:23:55","A1589","A1589"
"20035","21671","5","1",,,,,,,,,,,,"2018-07-18 12:23:55","2018-07-18 12:23:55","A1589","A1589"
"20035","21672","1","1",,,,,,,,,,,,"2018-07-18 12:13:33","2018-07-18 12:13:33","A1589","A1589"
"20035","21672","2","1",,,,,,,,,,,,"2018-07-18 12:13:33","2018-07-18 12:13:33","A1589","A1589"
"20035","21672","3","1",,,,,,,,,,,,"2018-07-18 12:13:33","2018-07-18 12:13:33","A1589","A1589"
"20035","21672","4","1",,,,,,,,,,,,"2018-07-18 12:13:33","2018-07-18 12:13:33","A1589","A1589"
"20035","21672","5","1",,,,,,,,,,,,"2018-07-18 12:13:33","2018-07-18 12:13:33","A1589","A1589"
"20035","21673","1","1",,,,,,,,,,,,"2018-07-18 11:00:37","2018-07-18 11:00:37","A1589","A1589"
"20035","21673","2","1",,,,,,,,,,,,"2018-07-18 11:00:37","2018-07-18 11:00:37","A1589","A1589"
"20035","21673","3","1",,,,,,,,,,,,"2018-07-18 11:00:37","2018-07-18 11:00:37","A1589","A1589"
"20035","21673","4","1",,,,,,,,,,,,"2018-07-18 11:00:37","2018-07-18 11:00:37","A1589","A1589"
"20035","21673","5","1",,,,,,,,,,,,"2018-07-18 11:00:37","2018-07-18 11:00:37","A1589","A1589"
"20035","21674","1","1",,,,,,,,,,,,"2018-07-18 12:09:53","2018-07-18 12:09:53","A1589","A1589"
"20035","21674","2","1",,,,,,,,,,,,"2018-07-18 12:09:53","2018-07-18 12:09:53","A1589","A1589"
"20035","21674","3","1",,,,,,,,,,,,"2018-07-18 12:09:53","2018-07-18 12:09:53","A1589","A1589"
"20035","21674","4","1",,,,,,,,,,,,"2018-07-18 12:09:53","2018-07-18 12:09:53","A1589","A1589"
"20035","21674","5","1",,,,,,,,,,,,"2018-07-18 12:09:53","2018-07-18 12:09:53","A1589","A1589"
"20036","20171","1","0","胃部検査【下記よりお選びください。】","上部消化管X線検査（胃バリウム）","経口内視鏡検査（胃カメラ）","経鼻内視鏡検査（胃カメラ）",,,,,,,,"2018-10-02 11:58:37","2018-10-02 11:58:37","A1589","A1589"
"20036","20171","2","0","散策コース","（１）　当院～千鳥ヶ淵緑道～靖国神社散策（往復約45分・3.5km）","（２）　当院～皇居北桔橋門～皇居東御苑※散策（※平日の月金閉園　往復約50分・3.8km）","（３）　当院～平河神社～日枝神社散策～国会議事堂～国立劇場～当院（約50分・3.8km）",,,,,,,,"2018-10-02 11:58:37","2018-10-02 11:58:37","A1589","A1589"
"20036","20171","3","1",,,,,,,,,,,,"2018-10-02 11:58:37","2018-10-02 11:58:37","A1589","A1589"
"20036","20171","4","1",,,,,,,,,,,,"2018-10-02 11:58:37","2018-10-02 11:58:37","A1589","A1589"
"20036","20171","5","1",,,,,,,,,,,,"2018-10-02 11:58:37","2018-10-02 11:58:37","A1589","A1589"
"20036","20618","1","1",,,,,,,,,,,,"2018-10-01 12:51:36","2018-10-01 12:51:36","A1589","A1589"
"20036","20618","2","1",,,,,,,,,,,,"2018-10-01 12:51:36","2018-10-01 12:51:36","A1589","A1589"
"20036","20618","3","1",,,,,,,,,,,,"2018-10-01 12:51:36","2018-10-01 12:51:36","A1589","A1589"
"20036","20618","4","1",,,,,,,,,,,,"2018-10-01 12:51:36","2018-10-01 12:51:36","A1589","A1589"
"20036","20618","5","1",,,,,,,,,,,,"2018-10-01 12:51:36","2018-10-01 12:51:36","A1589","A1589"
"20036","20619","1","1",,,,,,,,,,,,"2017-09-07 22:12:43","2017-09-07 22:12:43","A2064","A2064"
"20036","20619","2","1",,,,,,,,,,,,"2017-09-07 22:12:43","2017-09-07 22:12:43","A2064","A2064"
"20036","20619","3","1",,,,,,,,,,,,"2017-09-07 22:12:43","2017-09-07 22:12:43","A2064","A2064"
"20036","20619","4","1",,,,,,,,,,,,"2017-09-07 22:12:43","2017-09-07 22:12:43","A2064","A2064"
"20036","20619","5","1",,,,,,,,,,,,"2017-09-07 22:12:43","2017-09-07 22:12:43","A2064","A2064"
"20036","20620","1","1",,,,,,,,,,,,"2018-10-02 11:59:36","2018-10-02 11:59:36","A1589","A1589"
"20036","20620","2","1",,,,,,,,,,,,"2018-10-02 11:59:36","2018-10-02 11:59:36","A1589","A1589"
"20036","20620","3","1",,,,,,,,,,,,"2018-10-02 11:59:36","2018-10-02 11:59:36","A1589","A1589"
"20036","20620","4","1",,,,,,,,,,,,"2018-10-02 11:59:36","2018-10-02 11:59:36","A1589","A1589"
"20036","20620","5","1",,,,,,,,,,,,"2018-10-02 11:59:36","2018-10-02 11:59:36","A1589","A1589"
"20036","20621","1","0","胃部検査【下記よりお選びください。】","上部消化管X線検査（胃バリウム）","経口内視鏡検査（胃カメラ）","経鼻内視鏡検査（胃カメラ）",,,,,,,,"2018-10-02 11:57:47","2018-10-02 11:57:47","A1589","A1589"
"20036","20621","2","1",,,,,,,,,,,,"2018-10-02 11:57:47","2018-10-02 11:57:47","A1589","A1589"
"20036","20621","3","1",,,,,,,,,,,,"2018-10-02 11:57:47","2018-10-02 11:57:47","A1589","A1589"
"20036","20621","4","1",,,,,,,,,,,,"2018-10-02 11:57:47","2018-10-02 11:57:47","A1589","A1589"
"20036","20621","5","1",,,,,,,,,,,,"2018-10-02 11:57:47","2018-10-02 11:57:47","A1589","A1589"
"20036","20622","1","1",,,,,,,,,,,,"2018-10-02 11:53:37","2018-10-02 11:53:37","A1589","A1589"
"20036","20622","2","1",,,,,,,,,,,,"2018-10-02 11:53:37","2018-10-02 11:53:37","A1589","A1589"
"20036","20622","3","1",,,,,,,,,,,,"2018-10-02 11:53:37","2018-10-02 11:53:37","A1589","A1589"
"20036","20622","4","1",,,,,,,,,,,,"2018-10-02 11:53:37","2018-10-02 11:53:37","A1589","A1589"
"20036","20622","5","1",,,,,,,,,,,,"2018-10-02 11:53:37","2018-10-02 11:53:37","A1589","A1589"
"20036","20623","1","0","胃部検査【下記よりお選びください。】","上部消化管X線検査（胃バリウム）","経口内視鏡検査（胃カメラ）","経鼻内視鏡検査（胃カメラ）",,,,,,,,"2018-10-02 11:57:37","2018-10-02 11:57:37","A1589","A1589"
"20036","20623","2","1",,,,,,,,,,,,"2018-10-02 11:57:37","2018-10-02 11:57:37","A1589","A1589"
"20036","20623","3","1",,,,,,,,,,,,"2018-10-02 11:57:37","2018-10-02 11:57:37","A1589","A1589"
"20036","20623","4","1",,,,,,,,,,,,"2018-10-02 11:57:37","2018-10-02 11:57:37","A1589","A1589"
"20036","20623","5","1",,,,,,,,,,,,"2018-10-02 11:57:37","2018-10-02 11:57:37","A1589","A1589"
"20036","21932","1","0","胃部検査【下記よりお選びください。】","経口内視鏡検査（胃カメラ）","経鼻内視鏡検査（胃カメラ）",,,,,,,,,"2018-10-02 11:57:39","2018-10-02 11:57:39","A1589","A1589"
"20036","21932","2","1",,,,,,,,,,,,"2018-10-02 11:57:39","2018-10-02 11:57:39","A1589","A1589"
"20036","21932","3","1",,,,,,,,,,,,"2018-10-02 11:57:39","2018-10-02 11:57:39","A1589","A1589"
"20036","21932","4","1",,,,,,,,,,,,"2018-10-02 11:57:39","2018-10-02 11:57:39","A1589","A1589"
"20036","21932","5","1",,,,,,,,,,,,"2018-10-02 11:57:39","2018-10-02 11:57:39","A1589","A1589"
"20036","21933","1","0","胃部検査【下記より1つお選びください】","経口内視鏡検査（胃カメラ）","経鼻内視鏡検査（胃カメラ）",,,,,,,,,"2018-10-02 11:57:45","2018-10-02 11:57:45","A1589","A1589"
"20036","21933","2","1",,,,,,,,,,,,"2018-10-02 11:57:45","2018-10-02 11:57:45","A1589","A1589"
"20036","21933","3","1",,,,,,,,,,,,"2018-10-02 11:57:45","2018-10-02 11:57:45","A1589","A1589"
"20036","21933","4","1",,,,,,,,,,,,"2018-10-02 11:57:45","2018-10-02 11:57:45","A1589","A1589"
"20036","21933","5","1",,,,,,,,,,,,"2018-10-02 11:57:45","2018-10-02 11:57:45","A1589","A1589"
"20036","21934","1","1",,,,,,,,,,,,"2018-10-02 11:57:41","2018-10-02 11:57:41","A1589","A1589"
"20036","21934","2","1",,,,,,,,,,,,"2018-10-02 11:57:41","2018-10-02 11:57:41","A1589","A1589"
"20036","21934","3","1",,,,,,,,,,,,"2018-10-02 11:57:41","2018-10-02 11:57:41","A1589","A1589"
"20036","21934","4","1",,,,,,,,,,,,"2018-10-02 11:57:41","2018-10-02 11:57:41","A1589","A1589"
"20036","21934","5","1",,,,,,,,,,,,"2018-10-02 11:57:41","2018-10-02 11:57:41","A1589","A1589"
"20036","21935","1","1",,,,,,,,,,,,"2017-09-07 10:59:56","2017-09-07 10:59:56","A2062","A2062"
"20036","21935","2","1",,,,,,,,,,,,"2017-09-07 10:59:56","2017-09-07 10:59:56","A2062","A2062"
"20036","21935","3","1",,,,,,,,,,,,"2017-09-07 10:59:56","2017-09-07 10:59:56","A2062","A2062"
"20036","21935","4","1",,,,,,,,,,,,"2017-09-07 10:59:56","2017-09-07 10:59:56","A2062","A2062"
"20036","21935","5","1",,,,,,,,,,,,"2017-09-07 10:59:56","2017-09-07 10:59:56","A2062","A2062"
"20036","21936","1","1",,,,,,,,,,,,"2017-09-07 10:59:18","2017-09-07 10:59:18","A2062","A2062"
"20036","21936","2","1",,,,,,,,,,,,"2017-09-07 10:59:18","2017-09-07 10:59:18","A2062","A2062"
"20036","21936","3","1",,,,,,,,,,,,"2017-09-07 10:59:18","2017-09-07 10:59:18","A2062","A2062"
"20036","21936","4","1",,,,,,,,,,,,"2017-09-07 10:59:18","2017-09-07 10:59:18","A2062","A2062"
"20036","21936","5","1",,,,,,,,,,,,"2017-09-07 10:59:18","2017-09-07 10:59:18","A2062","A2062"
"20036","21937","1","1",,,,,,,,,,,,"2018-10-02 11:59:39","2018-10-02 11:59:39","A1589","A1589"
"20036","21937","2","1",,,,,,,,,,,,"2018-10-02 11:59:39","2018-10-02 11:59:39","A1589","A1589"
"20036","21937","3","1",,,,,,,,,,,,"2018-10-02 11:59:39","2018-10-02 11:59:39","A1589","A1589"
"20036","21937","4","1",,,,,,,,,,,,"2018-10-02 11:59:39","2018-10-02 11:59:39","A1589","A1589"
"20036","21937","5","1",,,,,,,,,,,,"2018-10-02 11:59:39","2018-10-02 11:59:39","A1589","A1589"
"20036","21938","1","1",,,,,,,,,,,,"2018-10-02 11:59:51","2018-10-02 11:59:51","A1589","A1589"
"20036","21938","2","1",,,,,,,,,,,,"2018-10-02 11:59:51","2018-10-02 11:59:51","A1589","A1589"
"20036","21938","3","1",,,,,,,,,,,,"2018-10-02 11:59:51","2018-10-02 11:59:51","A1589","A1589"
"20036","21938","4","1",,,,,,,,,,,,"2018-10-02 11:59:51","2018-10-02 11:59:51","A1589","A1589"
"20036","21938","5","1",,,,,,,,,,,,"2018-10-02 11:59:51","2018-10-02 11:59:51","A1589","A1589"
"20036","21939","1","1",,,,,,,,,,,,"2018-10-02 12:00:04","2018-10-02 12:00:04","A1589","A1589"
"20036","21939","2","1",,,,,,,,,,,,"2018-10-02 12:00:04","2018-10-02 12:00:04","A1589","A1589"
"20036","21939","3","1",,,,,,,,,,,,"2018-10-02 12:00:04","2018-10-02 12:00:04","A1589","A1589"
"20036","21939","4","1",,,,,,,,,,,,"2018-10-02 12:00:04","2018-10-02 12:00:04","A1589","A1589"
"20036","21939","5","1",,,,,,,,,,,,"2018-10-02 12:00:04","2018-10-02 12:00:04","A1589","A1589"
"20036","21940","1","1",,,,,,,,,,,,"2018-10-02 11:59:49","2018-10-02 11:59:49","A1589","A1589"
"20036","21940","2","1",,,,,,,,,,,,"2018-10-02 11:59:49","2018-10-02 11:59:49","A1589","A1589"
"20036","21940","3","1",,,,,,,,,,,,"2018-10-02 11:59:49","2018-10-02 11:59:49","A1589","A1589"
"20036","21940","4","1",,,,,,,,,,,,"2018-10-02 11:59:49","2018-10-02 11:59:49","A1589","A1589"
"20036","21940","5","1",,,,,,,,,,,,"2018-10-02 11:59:49","2018-10-02 11:59:49","A1589","A1589"
"20036","21941","1","1",,,,,,,,,,,,"2018-10-02 11:59:41","2018-10-02 11:59:41","A1589","A1589"
"20036","21941","2","1",,,,,,,,,,,,"2018-10-02 11:59:41","2018-10-02 11:59:41","A1589","A1589"
"20036","21941","3","1",,,,,,,,,,,,"2018-10-02 11:59:41","2018-10-02 11:59:41","A1589","A1589"
"20036","21941","4","1",,,,,,,,,,,,"2018-10-02 11:59:41","2018-10-02 11:59:41","A1589","A1589"
"20036","21941","5","1",,,,,,,,,,,,"2018-10-02 11:59:41","2018-10-02 11:59:41","A1589","A1589"
"20036","21942","1","1",,,,,,,,,,,,"2017-09-07 10:55:17","2017-09-07 10:55:17","A2062","A2062"
"20036","21942","2","1",,,,,,,,,,,,"2017-09-07 10:55:17","2017-09-07 10:55:17","A2062","A2062"
"20036","21942","3","1",,,,,,,,,,,,"2017-09-07 10:55:17","2017-09-07 10:55:17","A2062","A2062"
"20036","21942","4","1",,,,,,,,,,,,"2017-09-07 10:55:17","2017-09-07 10:55:17","A2062","A2062"
"20036","21942","5","1",,,,,,,,,,,,"2017-09-07 10:55:17","2017-09-07 10:55:17","A2062","A2062"
"20036","21943","1","1",,,,,,,,,,,,"2018-10-02 11:59:36","2018-10-02 11:59:36","A1589","A1589"
"20036","21943","2","1",,,,,,,,,,,,"2018-10-02 11:59:37","2018-10-02 11:59:37","A1589","A1589"
"20036","21943","3","1",,,,,,,,,,,,"2018-10-02 11:59:37","2018-10-02 11:59:37","A1589","A1589"
"20036","21943","4","1",,,,,,,,,,,,"2018-10-02 11:59:37","2018-10-02 11:59:37","A1589","A1589"
"20036","21943","5","1",,,,,,,,,,,,"2018-10-02 11:59:37","2018-10-02 11:59:37","A1589","A1589"
"20036","21944","1","1",,,,,,,,,,,,"2017-09-10 17:11:24","2017-09-10 17:11:24","A2062","A2062"
"20036","21944","2","1",,,,,,,,,,,,"2017-09-10 17:11:24","2017-09-10 17:11:24","A2062","A2062"
"20036","21944","3","1",,,,,,,,,,,,"2017-09-10 17:11:24","2017-09-10 17:11:24","A2062","A2062"
"20036","21944","4","1",,,,,,,,,,,,"2017-09-10 17:11:24","2017-09-10 17:11:24","A2062","A2062"
"20036","21944","5","1",,,,,,,,,,,,"2017-09-10 17:11:24","2017-09-10 17:11:24","A2062","A2062"
"20036","21945","1","0","胃部検査【下記より1つお選びください】","経口内視鏡検査（胃カメラ）","経鼻内視鏡検査（胃カメラ）",,,,,,,,,"2018-10-02 11:57:49","2018-10-02 11:57:49","A1589","A1589"
"20036","21945","2","1",,,,,,,,,,,,"2018-10-02 11:57:49","2018-10-02 11:57:49","A1589","A1589"
"20036","21945","3","1",,,,,,,,,,,,"2018-10-02 11:57:49","2018-10-02 11:57:49","A1589","A1589"
"20036","21945","4","1",,,,,,,,,,,,"2018-10-02 11:57:49","2018-10-02 11:57:49","A1589","A1589"
"20036","21945","5","1",,,,,,,,,,,,"2018-10-02 11:57:49","2018-10-02 11:57:49","A1589","A1589"
"20036","21946","1","0","胃部検査【下記より1つお選びください】","経口内視鏡検査（胃カメラ）","経鼻内視鏡検査（胃カメラ）",,,,,,,,,"2018-10-02 11:57:51","2018-10-02 11:57:51","A1589","A1589"
"20036","21946","2","1",,,,,,,,,,,,"2018-10-02 11:57:51","2018-10-02 11:57:51","A1589","A1589"
"20036","21946","3","1",,,,,,,,,,,,"2018-10-02 11:57:51","2018-10-02 11:57:51","A1589","A1589"
"20036","21946","4","1",,,,,,,,,,,,"2018-10-02 11:57:51","2018-10-02 11:57:51","A1589","A1589"
"20036","21946","5","1",,,,,,,,,,,,"2018-10-02 11:57:51","2018-10-02 11:57:51","A1589","A1589"
"20037","20172","1","1",,,,,,,,,,,,"2018-05-10 15:20:49","2018-05-10 15:20:49","A2636","A2636"
"20037","20172","2","1",,,,,,,,,,,,"2018-05-10 15:20:49","2018-05-10 15:20:49","A2636","A2636"
"20037","20172","3","1",,,,,,,,,,,,"2018-05-10 15:20:49","2018-05-10 15:20:49","A2636","A2636"
"20037","20172","4","1",,,,,,,,,,,,"2018-05-10 15:20:49","2018-05-10 15:20:49","A2636","A2636"
"20037","20172","5","1",,,,,,,,,,,,"2018-05-10 15:20:49","2018-05-10 15:20:49","A2636","A2636"
"20037","20173","1","1",,,,,,,,,,,,"2018-05-10 15:21:24","2018-05-10 15:21:24","A2636","A2636"
"20037","20173","2","1",,,,,,,,,,,,"2018-05-10 15:21:24","2018-05-10 15:21:24","A2636","A2636"
"20037","20173","3","1",,,,,,,,,,,,"2018-05-10 15:21:24","2018-05-10 15:21:24","A2636","A2636"
"20037","20173","4","1",,,,,,,,,,,,"2018-05-10 15:21:24","2018-05-10 15:21:24","A2636","A2636"
"20037","20173","5","1",,,,,,,,,,,,"2018-05-10 15:21:24","2018-05-10 15:21:24","A2636","A2636"
"20037","20174","1","1",,,,,,,,,,,,"2017-09-06 09:11:06","2017-09-06 09:11:06","A2062","A2062"
"20037","20174","2","1",,,,,,,,,,,,"2017-09-06 09:11:06","2017-09-06 09:11:06","A2062","A2062"
"20037","20174","3","1",,,,,,,,,,,,"2017-09-06 09:11:06","2017-09-06 09:11:06","A2062","A2062"
"20037","20174","4","1",,,,,,,,,,,,"2017-09-06 09:11:06","2017-09-06 09:11:06","A2062","A2062"
"20037","20174","5","1",,,,,,,,,,,,"2017-09-06 09:11:06","2017-09-06 09:11:06","A2062","A2062"
"20037","20307","1","1",,,,,,,,,,,,"2017-09-06 09:11:29","2017-09-06 09:11:29","A2062","A2062"
"20037","20307","2","1",,,,,,,,,,,,"2017-09-06 09:11:29","2017-09-06 09:11:29","A2062","A2062"
"20037","20307","3","1",,,,,,,,,,,,"2017-09-06 09:11:29","2017-09-06 09:11:29","A2062","A2062"
"20037","20307","4","1",,,,,,,,,,,,"2017-09-06 09:11:29","2017-09-06 09:11:29","A2062","A2062"
"20037","20307","5","1",,,,,,,,,,,,"2017-09-06 09:11:29","2017-09-06 09:11:29","A2062","A2062"
"20037","21778","1","1",,,,,,,,,,,,"2017-09-06 09:10:45","2017-09-06 09:10:45","A2062","A2062"
"20037","21778","2","1",,,,,,,,,,,,"2017-09-06 09:10:45","2017-09-06 09:10:45","A2062","A2062"
"20037","21778","3","1",,,,,,,,,,,,"2017-09-06 09:10:45","2017-09-06 09:10:45","A2062","A2062"
"20037","21778","4","1",,,,,,,,,,,,"2017-09-06 09:10:45","2017-09-06 09:10:45","A2062","A2062"
"20037","21778","5","1",,,,,,,,,,,,"2017-09-06 09:10:45","2017-09-06 09:10:45","A2062","A2062"
"20037","21779","1","1",,,,,,,,,,,,"2017-09-11 16:52:35","2017-09-11 16:52:35","A2062","A2062"
"20037","21779","2","1",,,,,,,,,,,,"2017-09-11 16:52:35","2017-09-11 16:52:35","A2062","A2062"
"20037","21779","3","1",,,,,,,,,,,,"2017-09-11 16:52:35","2017-09-11 16:52:35","A2062","A2062"
"20037","21779","4","1",,,,,,,,,,,,"2017-09-11 16:52:35","2017-09-11 16:52:35","A2062","A2062"
"20037","21779","5","1",,,,,,,,,,,,"2017-09-11 16:52:35","2017-09-11 16:52:35","A2062","A2062"
"20038","20175","1","1",,,,,,,,,,,,"2017-09-04 16:20:20","2017-09-04 16:20:20","A2062","A2062"
"20038","20175","2","1",,,,,,,,,,,,"2017-09-04 16:20:20","2017-09-04 16:20:20","A2062","A2062"
"20038","20175","3","1",,,,,,,,,,,,"2017-09-04 16:20:20","2017-09-04 16:20:20","A2062","A2062"
"20038","20175","4","1",,,,,,,,,,,,"2017-09-04 16:20:20","2017-09-04 16:20:20","A2062","A2062"
"20038","20175","5","1",,,,,,,,,,,,"2017-09-04 16:20:20","2017-09-04 16:20:20","A2062","A2062"
"20038","20176","1","1",,,,,,,,,,,,"2017-09-04 16:18:10","2017-09-04 16:18:10","A2062","A2062"
"20038","20176","2","1",,,,,,,,,,,,"2017-09-04 16:18:10","2017-09-04 16:18:10","A2062","A2062"
"20038","20176","3","1",,,,,,,,,,,,"2017-09-04 16:18:10","2017-09-04 16:18:10","A2062","A2062"
"20038","20176","4","1",,,,,,,,,,,,"2017-09-04 16:18:10","2017-09-04 16:18:10","A2062","A2062"
"20038","20176","5","1",,,,,,,,,,,,"2017-09-04 16:18:10","2017-09-04 16:18:10","A2062","A2062"
"20038","20177","1","1",,,,,,,,,,,,"2017-09-04 16:09:06","2017-09-04 16:09:06","A2062","A2062"
"20038","20177","2","1",,,,,,,,,,,,"2017-09-04 16:09:06","2017-09-04 16:09:06","A2062","A2062"
"20038","20177","3","1",,,,,,,,,,,,"2017-09-04 16:09:06","2017-09-04 16:09:06","A2062","A2062"
"20038","20177","4","1",,,,,,,,,,,,"2017-09-04 16:09:06","2017-09-04 16:09:06","A2062","A2062"
"20038","20177","5","1",,,,,,,,,,,,"2017-09-04 16:09:06","2017-09-04 16:09:06","A2062","A2062"
"20039","20178","1","0","下記に該当する方はチェックをお願い致します。","当院を受診するのが初めて","糖尿病の既往歴がある",,,,,,,,,"2018-08-10 16:40:03","2018-08-10 16:40:03","A1589","A1589"
"20039","20178","2","1",,,,,,,,,,,,"2018-08-10 16:40:03","2018-08-10 16:40:03","A1589","A1589"
"20039","20178","3","1",,,,,,,,,,,,"2018-08-10 16:40:03","2018-08-10 16:40:03","A1589","A1589"
"20039","20178","4","1",,,,,,,,,,,,"2018-08-10 16:40:03","2018-08-10 16:40:03","A1589","A1589"
"20039","20178","5","1",,,,,,,,,,,,"2018-08-10 16:40:03","2018-08-10 16:40:03","A1589","A1589"
"20039","20941","1","0","下記に該当する方はチェックをお願い致します。","当院を受診するのが初めて","糖尿病の既往歴がある",,,,,,,,,"2018-05-10 15:29:53","2018-05-10 15:29:53","A2636","A2636"
"20039","20941","2","1",,,,,,,,,,,,"2018-05-10 15:29:53","2018-05-10 15:29:53","A2636","A2636"
"20039","20941","3","1",,,,,,,,,,,,"2018-05-10 15:29:53","2018-05-10 15:29:53","A2636","A2636"
"20039","20941","4","1",,,,,,,,,,,,"2018-05-10 15:29:53","2018-05-10 15:29:53","A2636","A2636"
"20039","20941","5","1",,,,,,,,,,,,"2018-05-10 15:29:53","2018-05-10 15:29:53","A2636","A2636"
"20039","20942","1","0","当院を受診するのが初めて","糖尿病の既往歴がある",,,,,,,,,,"2018-05-10 15:26:44","2018-05-10 15:26:44","A2636","A2636"
