"no","id","code","k_id","name","kana","zip","pref","district_no","address1","address2","x","y","direction","streetview_url","tel","paycall","fax","mail","info_mail","info_cc","info_bcc","url","flg_photo","flg_equipment","equipment_note","parking_note","flg_language","language_note","flg_credit_company","credit_note","dt_consultation","consultation_note","memo","business_hours","rail1","station1","access1","rail2","station2","access2","rail3","station3","access3","rail4","station4","access4","rail5","station5","access5","description","memo1","memo2","memo3","principal","principal_history","pv","pvad","pickup","login_id","login_psw","login_status","status","evaluation_flg","free_area","search_word","plan_cd","hplink_contract_kbn","hplink_count","hplink_price","rgst","updt","created_id","updated_id","flg_pre_account","pre_account_discount_rate","pre_account_commission_rate"
"21303","s0295290","D21303","K10296810","岡山東部脳神経外科病院","おかやまとうぶのうしんけいげかびょういん","701-2141","33","331015","牟佐96-1",,"0.0000000","0.0000000",,"https://www.google.com/maps/embed?pb=!4v1557994869656!6m8!1m7!1sD0yeJWgxULyLk0MOTKd4_A!2m2!1d34.7261953673816!2d133.9830116612139!3f147.224568549064!4f0!5f0.7820865974627469","086-229-1188",,,,,,,,,,,,,,,,,"年末年始",,,"634","6498","タクシーで10分","628","6498","タクシーで10分",,,,,,,,,,,,,,"南 政博","【略歴】
1993年　高知医科大学医学部 卒業","34","1200","0",,,"0","1","0",,,"22","0",,,"2019-05-10 21:24:27","2019-07-18 10:08:52","epkdoc01","epkdoc01","0","0","0.00"
"20055","s0356700","D20055","K10139579","うちやまクリニック","うちやまくりにっく","184-0011","13","132101","東町4-43-15","MKジェムズマンション1F",,,,"https://www.google.com/maps/embed?pb=!1m0!4v1502876547657!6m8!1m7!1s6I4f0j5bLBrl97_0K2uRwQ!2m2!1d35.70001663976051!2d139.5248523595683!3f290.91719721232374!4f4.279159459883104!5f0.7820865974627469","042-382-1715",,,,,,,,,,,,,,,,,"土曜午後",,"月・火・木・金　9:00～12：30／15：00～19：00　　土　9：00～12：30","253","615","南口より徒歩1分",,,,,,,,,,,,,,,,,"内山 雅之","【略歴】
1984年　浜松医科大学 卒業
1992年　東京大学第一外科 勤務
1997年　蒲原総合病院 科長
1998年　聖母病院 医長　","60","1200","0",,,"0","1","0","<style>
#localNav ul li:nth-child(2) {
    display: none;
}
#localNav ul li:nth-child(5) {
    display: none;
}
#localNav ul li:nth-child(6) {
    display: none;
}
#localNav {
    height: 150px;
}
#localNav ul {
    height: 150px;
}
</style>

","内山,内山クリニック","03","0",,,"2017-07-31 00:00:00","2019-07-25 12:14:20","system","epkdoc01","0","0",
"20204","s0366498","D20204","K10111680","宇都宮セントラルクリニック","うつのみやせんとらるくりにっく","321-0112","9","92011","屋板町561‐3",,"139.8997580","36.5106900",,"https://maps.google.co.jp/maps?f=q&source=embed&hl=ja&geocode=&q=%E6%A0%83%E6%9C%A8%E7%9C%8C%E5%AE%87%E9%83%BD%E5%AE%AE%E5%B8%82%E5%B1%8B%E6%9D%BF%E7%94%BA%EF%BC%95%EF%BC%96%EF%BC%91%EF%BC%8D%EF%BC%93&aq=&sll=35.653235,139.73446&sspn=0.001842,0.002411&brcurrent=3,0x601f5da9726dfa15:0x4b586dfb403c8308,0&ie=UTF8&hq=&hnear=%E3%80%92321-0112+%E6%A0%83%E6%9C%A8%E7%9C%8C%E5%AE%87%E9%83%BD%E5%AE%AE%E5%B8%82%E5%B1%8B%E6%9D%BF%E7%94%BA%EF%BC%95%EF%BC%96%EF%BC%91%E2%88%92%EF%BC%93&ll=36.51069,139.899758&spn=0.001813,0.002411&t=m&z=14&layer=c&cbll=36.510489,139.899711&panoid=AzMn-CMU7X4-f33lXt3jPw&cbp=12,26.68,,0,-11.82&output=svembed","028-657-7300",,,,,,,,,,,,,,,,,"祝日前日の日曜日／年末年始／夏季休診（2019年度：8/11（日）～8/16（金））","日曜日は外来のみ","午前09:00～12:00　午後14:00～18:00　日曜は午前に外来のみ（午後休診）","110","5","車で20分","110","132","車で20分","136","2920","車で20分",,,,,,,,,,,"斎藤 友雄","【略歴】
1992年　新潟大学医学部 卒業
1992年　新潟大医学部付属病院 放射線科
1993年　鶴岡市立荘内病院 放射線科
1994年　長岡中央綜合病院 放射線科
1999年　新潟大学大学院医学研究科修了
1999年　新潟市民病院 放射線科
2001年　新潟県立がんセンター 放射線科
2003年　東京医科歯科大学医学部 放射線科
2003年　佐野厚生総合病院 放射線科
現在　宇都宮セントラルクリニック 院長就任","712","5800","0",,,"0","1","0","<div id=""movieArea""><iframe src=""https://play.bespotful.com/9147"" frameborder=""0"" scrolling=""no"" allowfullscreen width=""560"" height=""315""></iframe></div>

<script type=""application/ld+json"">
{
        ""@context"": ""http://schema.org"",
        ""@type"": ""VideoObject"",
        ""@id"": ""https://play.bespotful.com/9147"",
        ""url"": ""https://play.bespotful.com/9147"",
        ""embedUrl"": ""https://play.bespotful.com/9147"",
        ""name"": ""【動画で検診予約】宇都宮セントラルクリニック_佐藤 俊彦代表_EPARK人間ドック"",


        ""description"": ""人間ドック・検診業界初！動画を観て検診予約ができます。

宇都宮セントラルクリニック 佐藤 俊彦代表のインタビュー動画を観て、EPARK人間ドックサイトを通して人間ドック・検診予約ができます。主な検診コースは、人間ドック、レディースドック、乳がん検診、子宮がん検診、脳ドック、心臓ドック、PET検査、肺がん検診、メンズドックです。

【施設情報】
医院名：宇都宮セントラルクリニック
住所：栃木県宇都宮市
最寄り駅：ＪＲ宇都宮線 宇都宮駅、ＪＲ宇都宮線 雀宮駅

【宇都宮セントラルクリニックの検査項目】
主な検診コース:人間ドック、レディースドック、乳がん検診、子宮がん検診、脳ドック、心臓ドック、PET検診、肺がん検診、メンズドック
主な検査内容:血液検査、抗体検査、X線検査、エコー、肺検査、マンモグラフィ、MRI/MRA、X線検査、腫瘍マーカー、PET/PET-CT、胃ABC、CT"",


        ""thumbnailURL"": ""https://assets.bespotful.com/spotful-images/1627/18_1524553052_1627-thumbnail.png"",
        ""UploadDate"": ""2018-07-23"",
        ""author"": {
                ""@type"": ""organization"",
                ""name"": ""EPARK人間ドック""
        }
}
</script>

<script type=""application/ld+json"">
{
        ""@context"": ""http://schema.org"",
        ""@type"": ""VideoObject"",
        ""@id"": ""https://play.bespotful.com/11341"",
        ""url"": ""https://play.bespotful.com/11341"",
        ""embedUrl"": ""https://play.bespotful.com/11341"",
        ""name"": ""【施設1分動画】宇都宮セントラルクリニック_人間ドック・検診の予約_EPARK人間ドック"",


        ""description"": ""人間ドック・検診業界初！動画を観て検診予約ができます。

宇都宮セントラルクリニックの健診施設1分動画を観て、EPARK人間ドックサイトを通して人間ドック・検診予約ができます。

【施設情報】
医院名：宇都宮セントラルクリニック
住所：栃木県宇都宮市屋板町561‐3
最寄り駅：宇都宮駅（車で２０分） ／ 雀宮駅（車で２０分） ／ 東武宇都宮駅（車で２０分）

【宇都宮セントラルクリニックの検査項目】
主な検診コース:人間ドック・レディースドック・胃がん検診・脳ドック・心臓ドック・肺がん検診"",


        ""thumbnailURL"": ""https://assets.bespotful.com/spotful-images/1627/_1547714168_1627-thumbnail.jpg"",
        ""UploadDate"": ""2019-01-17"",
        ""author"": {
                ""@type"": ""organization"",
                ""name"": ""EPARK人間ドック""
        }
}
</script>",,"05","0",,,"2017-07-31 00:00:00","2019-09-20 17:28:16","system","epkdoc01","0","0",
"21078","s5049880","D21078","K157","アムス丸の内パレスビルクリニック","あむすまるのうちぱれすびるくりにっく","100-0005","13","131016","丸の内1-1-1","パレスビル4F","0.0000000","0.0000000",,"https://www.google.com/maps/embed?pb=!4v1549588854478!6m8!1m7!1s7yXyue-Zu6iwhTOiY2IATg!2m2!1d35.68553630099106!2d139.7613388323162!3f148.63266299377582!4f30.467613258819142!5f0.7820865974627469","03-3211-1171",,,,,,,,,,,,,,,,,,,,"307","558","C13ｂ出口より直結","258","1","丸の内北口より徒歩8分",,,,,,,,,,,,,,"院長：吉川 雄二",,"90","2300","0",,,"0","1","0",,,"18","1","5","500","2018-11-07 10:56:23","2019-08-02 10:52:33","epkdoc01","epkdoc01","0","0","0.00"
"20527","s5065668","D20527","K10138610","オーバルコート健診クリニック","おぉばるこぉとけんしんくりにっく","141-0022","13","131091","東五反田2-17-1","オーバルコート大崎マークウェスト14F","0.0000000","0.0000000",,"https://www.google.com/maps/embed?pb=!4v1517450136897!6m8!1m7!1s9IOek5Yx3lDSBwj7vJhImQ!2m2!1d35.62316891595793!2d139.7288821411352!3f67.40106914641402!4f34.54920172135252!5f0.4000000000000002","03-5408-8181",,,,,,,,,,,,,,,,,"ゴールデンウィーク、夏季休診、年末年始",,,"258","240","東口から徒歩5分","322","240","東口から徒歩5分","258","697","東口から徒歩9分","313","697","A5出口から徒歩9分","297","697","徒歩9分",,,,,"馬場 保昌","【略歴】
1969年　久留米大学医学部 卒業
2013年　オーバルコート健診クリニック 院長","293","3892","0",,,"0","1","0"," <style>
#localNav ul li:nth-child(6) { display:none; }
#localNav { height:220px; }
#localNav ul { height:220x; }
</style>

<div class=""movieArea grooonPc""><iframe src=""https://grooon.com/tour/MxldWnGhMF9Nm9ga"" width=""960"" height=""600"" style=""border: none"" allowfullscreen></iframe></div>

<div class=""grooonSp"">
<a href=""https://grooon.com/tour/MxldWnGhMF9Nm9ga"" target=""_blank""><img src=""/img/hospital/s5065668/account/D20527_sp600_400_btn_tour.png"" alt=""院内ツアー""></a>
</div>",,"26","0",,,"2018-02-01 10:49:38","2019-10-30 12:04:09","epkdoc01","epkdoc01","0","0",
"20727","s5076099","D20727","K10170545","本八幡セントラル放射線科クリニック","もとやわたせんとらるほうしゃせんかくりにっく","272-0021","12","122033","八幡3-3-3","アイビスビル地下1F","0.0000000","0.0000000",,"https://www.google.com/maps/embed?pb=!4v1532661613183!6m8!1m7!1sW1Gfg-sfSrsYKkmuX7QNhg!2m2!1d35.72363393173888!2d139.9269853106652!3f137.4159994234676!4f19.049783524746204!5f0.7582380851486952","047-323-8686",,,,,,,,,,,,,,,,,,,,"219","588","A4a出口直結、徒歩約30秒","202","444","北口から、徒歩3分","213","522","スーパーカスミ1階、またはヤマダ電機2階からお入りください",,,,,,,,,,,"遠藤 寛子",,"252","4700","0",,,"0","1","0","<div id=""movieArea""><iframe src=""https://play.bespotful.com/10084"" frameborder=""0"" scrolling=""no"" allowfullscreen width=""560"" height=""315""></iframe></div>

<div id=""movieArea""><iframe src=""https://grooon.com/tour/8Cm022XpTSz18LKv"" width=""960"" height=""600"" style=""border: none"" allowfullscreen></iframe></div>

<script type=""application/ld+json"">
{
        ""@context"": ""http://schema.org"",
        ""@type"": ""VideoObject"",
        ""@id"": ""https://play.bespotful.com/10084"",
        ""url"": ""https://play.bespotful.com/10084"",
        ""embedUrl"": ""https://play.bespotful.com/10084"",
        ""name"": ""【動画で検診予約】本八幡セントラル放射線科クリニック_遠藤 寛子 院長_EPARK人間ドック"",


        ""description"": ""人間ドック・検診業界初！動画を観て検診予約ができます。

本八幡セントラル放射線科クリニック 遠藤 寛子 院長のインタビュー動画を観て、EPARK人間ドックサイトを通して人間ドック・検診予約ができます。

主な検診コースは、人間ドック、胃がん検診、レディースドック、メンズドック、脳検査、脳ドックです。

【施設情報】
医院名：本八幡セントラル放射線科クリニック
住所：千葉県市川市
最寄り駅：本八幡(都営線)駅（A4a出口直結、徒歩約30秒） ／ 本八幡(総武線)駅（北口から、徒歩3分） ／ 京成八幡駅（スーパーカスミ1階、またはヤマダ電機2階からお入りください）

【本八幡セントラル放射線科クリニックの検査項目】
主な検診コース:人間ドック、胃がん検診、レディースドック、メンズドック、脳検査、脳ドック"",


        ""thumbnailURL"": ""https://assets.bespotful.com/spotful-images/1627/s154_1537881409_1627-thumbnail.jpg"",
        ""UploadDate"": ""2018-09-25"",
        ""author"": {
                ""@type"": ""organization"",
                ""name"": ""EPARK人間ドック""
        }
}
</script>

<script type=""application/ld+json"">
{
        ""@context"": ""http://schema.org"",
        ""@type"": ""VideoObject"",
        ""@id"": ""https://play.bespotful.com/11104"",
        ""url"": ""https://play.bespotful.com/11104"",
        ""embedUrl"": ""https://play.bespotful.com/11104"",
        ""name"": ""【施設1分動画】本八幡セントラル放射線科クリニック_人間ドック・検診の予約_EPARK人間ドック"",


        ""description"": ""人間ドック・検診業界初！動画を観て検診予約ができます。

本八幡セントラル放射線科クリニックの健診施設1分動画を観て、EPARK人間ドックサイトを通して人間ドック・検診予約ができます。

【施設情報】
医院名：本八幡セントラル放射線科クリニック
住所：千葉県市川市
最寄り駅：本八幡(都営線)駅

【本八幡セントラル放射線科クリニックの検査項目】
主な検診コース:人間ドック・脳ドック・レディースドック・メンズドック・婦人科検診"",


        ""thumbnailURL"": ""https://assets.bespotful.com/spotful-images/1627/_1545201828_1627-thumbnail.jpg"",
        ""UploadDate"": ""2018-12-19"",
        ""author"": {
                ""@type"": ""organization"",
                ""name"": ""EPARK人間ドック""
        }
}
</script>",,"10","0",,,"2018-07-25 10:45:51","2019-09-25 19:52:32","epkdoc01","epkdoc01","0","0",
"20367","s5080446","D20367","K10146338","鈴木慶やすらぎクリニック","すずきけいやすらぎくりにっく","190-0001","13","132021","若葉町3-3-3",,,,,"https://www.google.com/maps/embed?pb=!1m0!3m2!1sja!2sjp!4v1436837610560!6m8!1m7!1stNXTt4js09s5pCH1nSgTPQ!2m2!1d35.722721!2d139.4326!3f78.34408449081259!4f6.548654460756296!5f0.7820865974627469","042-536-2336",,,,,,,,,,,,,,,,,,"・年末年始","月～土　8：30～12：00 ／ 14：00～18：00","253","619","北口　西武バス11分（砂川九番）","275","767","西武バス4分（立川駅北口行き　砂川九番）",,,,,,,,,,,,,,"院長：鈴木 慶","【略歴】
1984年　埼玉医科大学 卒業
1993年　武蔵野総合病院 脳神経外科医長 就任
1995年　立川若葉長脳神経外科 開設・院長 就任
1998年　医療法人社団新緑会 理事長 就任
2006年　鈴木慶やすらぎクリニック 開設","148","0","0",,,"0","1","0","<style>
#localNav ul li:nth-child(5) { display: none; }
#localNav ul li:nth-child(6) { display: none; }
#localNav { height: 184px; }
#localNav ul { height: 184px; }
</style>


",,"05","0",,,"2017-07-31 00:00:00","2019-07-26 16:19:04","system","epkdoc01","0","0",
"20472","s5101599","D20472","K10170543","大濠パーククリニック","おおほりぱーくくりにっく","810-0051","40","401331","大濠公園2-35","THE APARTMENT 2B","0.0000000","0.0000000",,"https://www.google.com/maps/embed?pb=!1m0!4v1512610678894!6m8!1m7!1s-BtnOFSoa0gJKLptk3Cj2Q!2m2!1d33.58972745156132!2d130.3761602617254!3f1.2362591344634097!4f8.174271532503411!5f0.4000000000000002","092-724-5520",,,,,,,,,,,,,,,,,"木曜日午前休診、お盆、年末年始休業","2019年夏季休診：8/11～8/15",,"814","8560","徒歩2分",,,,,,,,,,,,,,,,,"八谷 俊朗","【略歴】
1979年　福岡県立修猷館高等学校 卒業
1986年　産業医科大学 卒業
1995年　九州大学大学院 修了
1990年　大濠パーククリニック 理事長就任
【資格】
日本産科婦人科学会認定 産婦人科専門医","355","4800","0",,,"0","1","0","<style>
#localNav ul li:nth-child(6) { display:none; }
#localNav { height:220px; }
#localNav ul { height:220x; }
</style>

<script type=""application/ld+json"">
{
        ""@context"": ""http://schema.org"",
        ""@type"": ""VideoObject"",
        ""@id"": ""https://play.bespotful.com/9565"",
        ""url"": ""https://play.bespotful.com/9565"",
        ""embedUrl"": ""https://play.bespotful.com/9565"",
        ""name"": ""【施設1分動画】大濠パーククリニック_人間ドック・検診の予約_EPARK人間ドック"",


        ""description"": ""人間ドック・検診業界初！動画を観て検診予約ができます。

大濠パーククリニックの健診施設1分動画を観て、EPARK人間ドックサイトを通して人間ドック・検診予約ができます。

【施設情報】
医院名：大濠パーククリニック
住所：福岡県福岡市中央区
最寄り駅：大濠公園駅　徒歩2分

【大濠パーククリニックの検査項目】
主な検診コース:婦人科検診・子宮がん検診・健康診断"",


        ""thumbnailURL"": ""https://i.ytimg.com/vi/ePKhGDFP_4g/maxresdefault.jpg"",
        ""UploadDate"": ""2018-08-13"",
        ""author"": {
                ""@type"": ""organization"",
                ""name"": ""EPARK人間ドック""
        }
}
</script>",,"20","1","5","500","2017-12-07 09:07:28","2019-07-09 12:04:30","epkdoc01","epkdoc01","0","0",
"20663","s5107065","D20663","K10112035","野田病院","のだびょういん","270-0237","12","122084","中里1554-1 ",,"0.0000000","0.0000000",,,"04-7127-3200",,,,,,,,,,,,,,,,,"年末年始",,,"176","3078","北口から、野田病院送迎バスで10分",,,,,,,,,,,,,,,,,"金本 秀之","【略歴】
1987年　東邦大学 卒業
1992年　野田病院 院長就任","136","4800","0",,,"0","1","0","<div class=""movieArea grooonPc""><iframe src=""https://grooon.com/tour/ufmO2Ix749OlS82W"" width=""960"" height=""600"" style=""border: none"" allowfullscreen></iframe></div>
<div class=""grooonSp""><a href=""https://grooon.com/tour/ufmO2Ix749OlS82W"" target=""_blank""><img src=""/img/hospital/s5107065/account/D20663_sp600_400_btn_tour.png"" alt=""院内ツアー""></a></div>

<script type=""application/ld+json"">
{
        ""@context"": ""http://schema.org"",
        ""@type"": ""VideoObject"",
        ""@id"": ""https://play.bespotful.com/10617"",
        ""url"": ""https://play.bespotful.com/10617"",
        ""embedUrl"": ""https://play.bespotful.com/10617"",
        ""name"": ""【施設1分動画】野田病院_人間ドック・検診の予約_EPARK人間ドック"",


        ""description"": ""人間ドック・検診業界初！動画を観て検診予約ができます。

野田病院の健診施設1分動画を観て、EPARK人間ドックサイトを通して人間ドック・検診予約ができます。

【施設情報】
医院名：野田病院
住所：千葉県野田市
最寄り駅：川間駅

【野田病院の検査項目】
主な検診コース:人間ドック・レディースドック・メンズドック・心臓ドック・脳ドック"",


        ""thumbnailURL"": ""https://assets.bespotful.com/spotful-images/1627/_1541729759_1627-thumbnail.jpg"",
        ""UploadDate"": ""2018-11-09"",
        ""author"": {
                ""@type"": ""organization"",
                ""name"": ""EPARK人間ドック""
        }
}
</script>",,"20","1","5","500","2018-06-21 13:17:35","2019-08-28 17:26:26","epkdoc01","epkdoc01","0","0",
"20805","s5120732","D20805","K10183484","はせがわクリニック","はせがわくりにっく","468-0031","23","231169","高宮町1308 ",,"136.9759970","35.1142170",,,"052-800-3711",,,,,,,,,,,,,,,,,"年末年始",,,"496","5218","バスで15分",,,,,,,,,,,,,,,,,"院長：長谷川 俊之","【略歴】
2004年　高知大学 卒業
2018年　はせがわクリニック 開院
【資格】
日本内科学会認定 総合内科専門医
日本消化器病学会認定 消化器病専門医
日本消化器内視鏡学会認定 消化器内視鏡専門医
日本肝臓学会認定 肝臓専門医","92","4800","0",,,"0","1","0","<div class=""movieArea grooonPc""><iframe src=""https://grooon.com/tour/5WHpztfJjKCnMYIv"" width=""960"" height=""600"" style=""border: none"" allowfullscreen></iframe></div>
<div class=""grooonSp""><a href=""https://grooon.com/tour/5WHpztfJjKCnMYIv"" target=""_blank""><img src=""/img/hospital/s5120732/account/D20805_sp600_400_btn_tour.png"" alt=""院内ツアー""></a></div>",,"24","0",,,"2018-09-07 10:10:05","2019-08-08 10:18:29","epkdoc01","epkdoc01","0","0","0.00"
"20056","s5144844","D20056","K10139188","ティーエムクリニック","てぃいえむくりにっく","360-0843","11","112020","三ヶ尻48",,,,,"https://www.google.com/maps/embed?pb=!4v1516081632669!6m8!1m7!1su6umuWmdsB_Sp6LsLyd99Q!2m2!1d36.15410212439023!2d139.3237021815284!3f75.66958270917411!4f4.775306212331188!5f2.299968626952992","048-533-8837",,,,,,,,,,,,,,,,,,"・ゴールデンウィーク<br>
・夏季休診<br>
・年末年始","平日　9：00～12：00 15：00～18：00　　※土曜日は9：00～13：00となります。　　","148","192","南口から車5分","148","192","徒歩30分","188","3114","徒歩20分",,,,,,,,,,,"石井 賢一",,"424","3700","0",,,"0","1","0","<style>
#localNav ul li:nth-child(6) { display:none; }
#localNav { height:220px; }
#localNav ul { height:220x; }
</style>
<script type=""application/ld+json"">
{
        ""@context"": ""http://schema.org"",
        ""@type"": ""VideoObject"",
        ""@id"": ""https://play.bespotful.com/7565"",
        ""url"": ""https://play.bespotful.com/7565"",
        ""embedUrl"": ""https://play.bespotful.com/7565"",
        ""name"": ""【動画で検診予約】施設紹介1分動画_ティーエムクリニック"",


        ""description"": ""人間ドック・検診業界初！動画を観て検診予約ができます。

ティーエムクリニックの健診施設1分動画を観て、EPARK人間ドックサイトを通して人間ドック・検診予約ができます。

【施設情報】
医院名：ティーエムクリニック
住所：埼玉県熊谷市
最寄り駅：JR高崎線　籠原駅、秩父鉄道　大麻生駅

【ティーエムクリニックの検査項目】
主な検診コース:人間ドック、大腸がん検診、メンズドック、レディースドック、肺がん検診、婦人科検診、乳がん検診、子宮がん検診"",


        ""thumbnailURL"": ""https://assets.bespotful.com/spotful-images/1627/04_1524560467_1627-thumbnail.png"",
        ""UploadDate"": ""2018-04-28"",
        ""author"": {
                ""@type"": ""organization"",
                ""name"": ""EPARK人間ドック""
        }
}
</script>","TM,ＴＭ,tm,ｔｍ,てぃーえむ","03","0",,,"2017-07-31 00:00:00","2019-10-18 15:17:07","system","epkdoc01","0","0",
"20815","s5158736","D20815","K10183578","埼玉東部循環器病院","さいたまとうぶじゅんかんきびょういん","343-0025","11","112224","大沢3187-13",,"0.0000000","0.0000000",,"https://www.google.com/maps/embed?pb=!4v1536828265872!6m8!1m7!1s2KST5zYOxH6IXjHU4fowKA!2m2!1d35.90573649386003!2d139.7923058927206!3f143.149106803108!4f4.35189935168215!5f0.7820865974627469","048-960-7102","0066-9809-0000756",,,,,,,,,,,,,,,,"年末年始","※心臓ドックのコースは火曜日のみとなります。※",,"173","300","東口から、徒歩15分",,,,,,,,,,,,,,,,,"理事長：李 武志",,"105","4700","0",,,"0","1","0","<div id=""movieArea""><iframe src=""https://play.bespotful.com/11595"" frameborder=""0"" scrolling=""no"" allowfullscreen width=""560"" height=""315""></iframe></div>

<script type=""application/ld+json"">
{
        ""@context"": ""http://schema.org"",
        ""@type"": ""VideoObject"",
        ""@id"": ""https://play.bespotful.com/11595"",
        ""url"": ""https://play.bespotful.com/11595"",
        ""embedUrl"": ""https://play.bespotful.com/11595"",
        ""name"": ""【動画で検診予約】埼玉東部循環器病院_李 武史 理事長_EPARK人間ドック"",


        ""description"": ""人間ドック・検診業界初！動画を観て検診予約ができます。

埼玉東部循環器病院 李 武史 理事長のインタビュー動画を観ながら、EPARK人間ドックで人間ドック・検診の予約ができます。

主な検診コースは、心臓ドックです。

【施設情報】
医院名：埼玉東部循環器病院
住所：埼玉県越谷市大沢3187-13
最寄り駅：北越谷駅（東口から、徒歩15分）

【埼玉東部循環器病院の検査項目】
主な検診コース:人間ドック、脳ドック、PET検診
主な検査内容:X線撮影、エコー、CT"",


        ""thumbnailURL"": ""https://assets.bespotful.com/spotful-images/1627/s198_1550197780_1627-thumbnail.png"",
        ""UploadDate"": ""2019-02-15"",
        ""author"": {
                ""@type"": ""organization"",
                ""name"": ""EPARK人間ドック""
        }
}
</script>",,"24","0",,,"2018-09-13 11:43:36","2019-09-25 20:08:40","epkdoc01","epkdoc01","0","0","0.00"
"20360","s5183524","D20360","K10146865","平島病院　健康管理センター","ひらしまびょういんけんこうせんたあ","669-1531","28","282197","天神1-2-15",,"135.2219280","34.8902580",,,"079-564-5536",,,,,,,,,,,,,,,,,,"受付時間：08:00～10:30","受付時間 8:00~10:30 診療時間 8:30~12:00","544","5673","徒歩10分",,,,,,,,,,,,,,,,,"理事長：平島 尚武","【略歴】
1966年　三重大学医学部 卒業","93","1200","0",,,"0","1","0"," <style>
#localNav ul li:nth-child(5) { display:none; }
#localNav ul li:nth-child(6) { display:none; }
#localNav { height:184px; }
#localNav ul { height:184x; }
</style>
","平島病院　健康管理センター","05","0",,,"2017-07-31 00:00:00","2019-09-27 16:18:31","system","epkdoc01","0","0",
"20846","s5228586","D20846","K10183634","メディカルスキャニングたまプラーザクリニック","めでぃかるすきゃにんぐたまぷらーざくりにっく","225-8530","14","141178","新石川2-1-15","たまプラーザテラス リンクプラザ3F","0.0000000","0.0000000",,"https://www.google.com/maps/embed?pb=!4v1538623134744!6m8!1m7!1sMxWl6uDJNzaDa0ZYGBPmhA!2m2!1d35.57652491488707!2d139.5581661768233!3f297.60986025251486!4f19.280672383369918!5f0.7820865974627469","045-910-2340",,,,,,,,,,,,,,,,,,,,"295","936","徒歩0分",,,,,,,,,,,,,,,,,"上松瀬 勝男","【略歴】
1965年　日本大学医学部 卒業
2009年　医療法人社団水聖会 メディカルスキャニングたまプラーザクリニック 理事長就任","161","4800","0",,,"0","1","0","<style>
#localNav ul li:nth-child(5) { display:none; }
#localNav ul li:nth-child(6) { display:none; }
#localNav { height:184px; }
#localNav ul { height:184x; }
</style>",,"24","0",,,"2018-10-03 09:47:12","2019-10-18 14:41:25","epkdoc01","epkdoc01","0","0","0.00"
"20179","s9884489","D20179","K10142203","医療法人　健昌会　福島健康管理センター","ふくしまけんこうかんりせんたあ","553-0004","27","271039","玉川2-12-16","医療法人健昌会福島診療所",,,,"https://maps.google.co.jp/maps?cbll=34.69184,135.479169&layer=c&panoid=d54AGw-jrN6Ps7pPve49Cw&cbp=12,68.3,,0,-7.97&ie=UTF8&ll=34.658063,135.520477&spn=0.44789,0.617294&t=m&z=11&brcurrent=3,0x6000e6553406e2e1:0xc55bc16ee46a2fe7,1&source=embed&output=svembed","06-6441-6848",,,,,,,,,,,,,,,,,"ゴールデンウィーク、夏季休診、年末年始休診","【8/5～8/30・12/2～3/31】8：30～10：30　13：00～13：30<br>
・レディースデイ<br>
※午前中は男性の方、受診不可です。（午後は受診できます）","【月水曜】8:00～11:00/13:00～14:00【火木曜】8:00～12:30【金土曜】8:30～10:30【8/5～8/30・12/2～3/31】8：30～10：30　13：00～13：30","575","6008","徒歩8分","604","6296","徒歩8分","610","6363","徒歩8分",,,,,,,,,,,"近藤 澄夫","【略歴】
1986年　近畿大学医学部 卒業
2004年　福島健康管理センター 勤務開始","107","4800","0",,,"0","1","0","<style>
#localNav ul li:nth-child(6) { display:none; }
#localNav { height:220px; }
#localNav ul { height:220x; }
</style>
<script type=""application/ld+json"">
{
        ""@context"": ""http://schema.org"",
        ""@type"": ""VideoObject"",
        ""@id"": ""https://play.bespotful.com/7564"",
        ""url"": ""https://play.bespotful.com/7564"",
        ""embedUrl"": ""https://play.bespotful.com/7564"",
        ""name"": ""【動画で検診予約】施設紹介1分動画_福島健康管理センター"",


        ""description"": ""人間ドック・検診業界初！動画を観て検診予約ができます。

福島健康管理センターの健診施設1分動画を観て、EPARK人間ドックサイトを通して人間ドック・検診予約ができます。

【施設情報】
医院名：福島健康管理センター
住所：大阪府大阪市
最寄り駅：JR大阪環状線　野田駅、阪神本線　野田駅、大阪市営地下鉄千日前線　玉川駅

【福島健康管理センターの検査項目】
主な検診コース:人間ドック、脳ドック、レディースドック、乳がん健診"",


        ""thumbnailURL"": ""https://assets.bespotful.com/spotful-images/1627/03_1524560376_1627-thumbnail.png"",
        ""UploadDate"": ""2018-04-28"",
        ""author"": {
                ""@type"": ""organization"",
                ""name"": ""EPARK人間ドック""
        }
}
</script>",,"05","0",,,"2017-07-31 00:00:00","2019-10-17 18:53:32","system","epkdoc01","0","0",
