"hospital_no","course_no","reservation_dt","timezone_id","line_name","line_id","order_no","appoint_status","appoint_number","reservation_frames","holiday","status","rgst","updt","created_id","updated_id"
"20423","15","20201204","1","317","3",NULL,"1","0","0","0","1","2020-02-27 10:48:46","2020-02-27 10:48:46",NULL,NULL
"20423","15","20201205","1","317","3",NULL,"1","0","0","0","1","2020-02-27 10:48:46","2020-02-27 10:48:46",NULL,NULL
"20423","15","20201206",NULL,NULL,"3",NULL,"3","0","0","1","1","2020-02-27 10:48:46","2020-02-27 10:48:46",NULL,NULL
"20423","15","20201207","1","317","3",NULL,"1","0","0","0","1","2020-02-27 10:48:46","2020-02-27 10:48:46",NULL,NULL
"20423","15","20201208","1","317","3",NULL,"1","0","0","0","1","2020-02-27 10:48:46","2020-02-27 10:48:46",NULL,NULL
"20423","15","20201209","1","317","3",NULL,"1","0","0","0","1","2020-02-27 10:48:46","2020-02-27 10:48:46",NULL,NULL
"20423","15","20201210","1","317","3",NULL,"1","0","0","0","1","2020-02-27 10:48:46","2020-02-27 10:48:46",NULL,NULL
"20423","15","20201211","1","317","3",NULL,"1","0","0","0","1","2020-02-27 10:48:46","2020-02-27 10:48:46",NULL,NULL
"20423","15","20201212","1","317","3",NULL,"1","0","0","0","1","2020-02-27 10:48:46","2020-02-27 10:48:46",NULL,NULL
"20423","15","20201213",NULL,NULL,"3",NULL,"3","0","0","1","1","2020-02-27 10:48:46","2020-02-27 10:48:46",NULL,NULL
"20423","15","20201214","1","317","3",NULL,"1","0","0","0","1","2020-02-27 10:48:46","2020-02-27 10:48:46",NULL,NULL
"20423","15","20201215","1","317","3",NULL,"1","0","0","0","1","2020-02-27 10:48:46","2020-02-27 10:48:46",NULL,NULL
"20423","15","20201216","1","317","3",NULL,"1","0","0","0","1","2020-02-27 10:48:46","2020-02-27 10:48:46",NULL,NULL
"20423","15","20201217","1","317","3",NULL,"1","0","0","0","1","2020-02-27 10:48:46","2020-02-27 10:48:46",NULL,NULL
"20423","15","20201218","1","317","3",NULL,"1","0","0","0","1","2020-02-27 10:48:46","2020-02-27 10:48:46",NULL,NULL
"20423","15","20201219","1","317","3",NULL,"1","0","0","0","1","2020-02-27 10:48:46","2020-02-27 10:48:46",NULL,NULL
"20423","15","20201220",NULL,NULL,"3",NULL,"3","0","0","1","1","2020-02-27 10:48:46","2020-02-27 10:48:46",NULL,NULL
"20423","15","20201221","1","317","3",NULL,"1","0","0","0","1","2020-02-27 10:48:46","2020-02-27 10:48:46",NULL,NULL
"20423","15","20201222","1","317","3",NULL,"1","0","0","0","1","2020-02-27 10:48:46","2020-02-27 10:48:46",NULL,NULL
"20423","15","20201223","1","317","3",NULL,"1","0","0","0","1","2020-02-27 10:48:46","2020-02-27 10:48:46",NULL,NULL
"20423","15","20201224","1","317","3",NULL,"1","0","0","0","1","2020-02-27 10:48:46","2020-02-27 10:48:46",NULL,NULL
"20423","15","20201225","1","317","3",NULL,"1","0","0","0","1","2020-02-27 10:48:46","2020-02-27 10:48:46",NULL,NULL
"20423","15","20201226","1","317","3",NULL,"1","0","0","0","1","2020-02-27 10:48:46","2020-02-27 10:48:46",NULL,NULL
"20423","15","20201227",NULL,NULL,"3",NULL,"3","0","0","1","1","2020-02-27 10:48:47","2020-02-27 10:48:47",NULL,NULL
"20423","15","20201228","1","317","3",NULL,"1","0","0","0","1","2020-02-27 10:48:47","2020-02-27 10:48:47",NULL,NULL
"20423","15","20201229","1","317","3",NULL,"1","0","0","0","1","2020-02-27 10:48:47","2020-02-27 10:48:47",NULL,NULL
"20423","15","20201230","1","317","3",NULL,"1","0","0","1","1","2020-02-27 10:48:47","2020-02-27 10:48:47",NULL,NULL
"20423","15","20201231","1","317","3",NULL,"1","0","0","1","1","2020-02-27 10:48:47","2020-02-27 10:48:47",NULL,NULL
"20423","20","20201201","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:51","2020-02-27 10:48:51",NULL,NULL
"20423","20","20201202","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:51","2020-02-27 10:48:51",NULL,NULL
"20423","20","20201203","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:51","2020-02-27 10:48:51",NULL,NULL
"20423","20","20201204","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:51","2020-02-27 10:48:51",NULL,NULL
"20423","20","20201205","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:51","2020-02-27 10:48:51",NULL,NULL
"20423","20","20201206",NULL,NULL,"8",NULL,"3","0","0","1","1","2020-02-27 10:48:51","2020-02-27 10:48:51",NULL,NULL
"20423","20","20201207","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:51","2020-02-27 10:48:51",NULL,NULL
"20423","20","20201208","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:51","2020-02-27 10:48:51",NULL,NULL
"20423","20","20201209","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:51","2020-02-27 10:48:51",NULL,NULL
"20423","20","20201210","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:51","2020-02-27 10:48:51",NULL,NULL
"20423","20","20201211","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:51","2020-02-27 10:48:51",NULL,NULL
"20423","20","20201212","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:51","2020-02-27 10:48:51",NULL,NULL
"20423","20","20201213",NULL,NULL,"8",NULL,"3","0","0","1","1","2020-02-27 10:48:51","2020-02-27 10:48:51",NULL,NULL
"20423","20","20201214","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:51","2020-02-27 10:48:51",NULL,NULL
"20423","20","20201215","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:51","2020-02-27 10:48:51",NULL,NULL
"20423","20","20201216","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:51","2020-02-27 10:48:51",NULL,NULL
"20423","20","20201217","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:51","2020-02-27 10:48:51",NULL,NULL
"20423","20","20201218","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:51","2020-02-27 10:48:51",NULL,NULL
"20423","20","20201219","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:51","2020-02-27 10:48:51",NULL,NULL
"20423","20","20201220",NULL,NULL,"8",NULL,"3","0","0","1","1","2020-02-27 10:48:51","2020-02-27 10:48:51",NULL,NULL
"20423","20","20201221","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:51","2020-02-27 10:48:51",NULL,NULL
"20423","20","20201222","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:51","2020-02-27 10:48:51",NULL,NULL
"20423","20","20201223","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:51","2020-02-27 10:48:51",NULL,NULL
"20423","20","20201224","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:51","2020-02-27 10:48:51",NULL,NULL
"20423","20","20201225","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:51","2020-02-27 10:48:51",NULL,NULL
"20423","20","20201226","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:51","2020-02-27 10:48:51",NULL,NULL
"20423","20","20201227",NULL,NULL,"8",NULL,"3","0","0","1","1","2020-02-27 10:48:51","2020-02-27 10:48:51",NULL,NULL
"20423","20","20201228","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:51","2020-02-27 10:48:51",NULL,NULL
"20423","20","20201229","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:51","2020-02-27 10:48:51",NULL,NULL
"20423","20","20201230","1","25","8",NULL,"1","0","0","1","1","2020-02-27 10:48:51","2020-02-27 10:48:51",NULL,NULL
"20423","20","20201231","1","25","8",NULL,"1","0","0","1","1","2020-02-27 10:48:51","2020-02-27 10:48:51",NULL,NULL
"20423","21","20201201","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:55","2020-02-27 10:48:55",NULL,NULL
"20423","21","20201202","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:55","2020-02-27 10:48:55",NULL,NULL
"20423","21","20201203","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:55","2020-02-27 10:48:55",NULL,NULL
"20423","21","20201204","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:55","2020-02-27 10:48:55",NULL,NULL
"20423","21","20201205","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:55","2020-02-27 10:48:55",NULL,NULL
"20423","21","20201206",NULL,NULL,"8",NULL,"3","0","0","1","1","2020-02-27 10:48:55","2020-02-27 10:48:55",NULL,NULL
"20423","21","20201207","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:55","2020-02-27 10:48:55",NULL,NULL
"20423","21","20201208","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:55","2020-02-27 10:48:55",NULL,NULL
"20423","21","20201209","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:55","2020-02-27 10:48:55",NULL,NULL
"20423","21","20201210","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:55","2020-02-27 10:48:55",NULL,NULL
"20423","21","20201211","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:55","2020-02-27 10:48:55",NULL,NULL
"20423","21","20201212","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:55","2020-02-27 10:48:55",NULL,NULL
"20423","21","20201213",NULL,NULL,"8",NULL,"3","0","0","1","1","2020-02-27 10:48:55","2020-02-27 10:48:55",NULL,NULL
"20423","21","20201214","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:55","2020-02-27 10:48:55",NULL,NULL
"20423","21","20201215","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:55","2020-02-27 10:48:55",NULL,NULL
"20423","21","20201216","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:55","2020-02-27 10:48:55",NULL,NULL
"20423","21","20201217","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:55","2020-02-27 10:48:55",NULL,NULL
"20423","21","20201218","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:55","2020-02-27 10:48:55",NULL,NULL
"20423","21","20201219","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:55","2020-02-27 10:48:55",NULL,NULL
"20423","21","20201220",NULL,NULL,"8",NULL,"3","0","0","1","1","2020-02-27 10:48:55","2020-02-27 10:48:55",NULL,NULL
"20423","21","20201221","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:55","2020-02-27 10:48:55",NULL,NULL
"20423","21","20201222","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:55","2020-02-27 10:48:55",NULL,NULL
"20423","21","20201223","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:55","2020-02-27 10:48:55",NULL,NULL
"20423","21","20201224","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:55","2020-02-27 10:48:55",NULL,NULL
"20423","21","20201225","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:55","2020-02-27 10:48:55",NULL,NULL
"20423","21","20201226","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:55","2020-02-27 10:48:55",NULL,NULL
"20423","21","20201227",NULL,NULL,"8",NULL,"3","0","0","1","1","2020-02-27 10:48:55","2020-02-27 10:48:55",NULL,NULL
"20423","21","20201228","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:55","2020-02-27 10:48:55",NULL,NULL
"20423","21","20201229","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:55","2020-02-27 10:48:55",NULL,NULL
"20423","21","20201230","1","25","8",NULL,"1","0","0","1","1","2020-02-27 10:48:55","2020-02-27 10:48:55",NULL,NULL
"20423","21","20201231","1","25","8",NULL,"1","0","0","1","1","2020-02-27 10:48:55","2020-02-27 10:48:55",NULL,NULL
"20423","22","20201201","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:59","2020-02-27 10:48:59",NULL,NULL
"20423","22","20201202","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:59","2020-02-27 10:48:59",NULL,NULL
"20423","22","20201203","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:59","2020-02-27 10:48:59",NULL,NULL
"20423","22","20201204","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:59","2020-02-27 10:48:59",NULL,NULL
"20423","22","20201205","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:59","2020-02-27 10:48:59",NULL,NULL
"20423","22","20201206",NULL,NULL,"8",NULL,"3","0","0","1","1","2020-02-27 10:48:59","2020-02-27 10:48:59",NULL,NULL
"20423","22","20201207","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:59","2020-02-27 10:48:59",NULL,NULL
"20423","22","20201208","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:59","2020-02-27 10:48:59",NULL,NULL
"20423","22","20201209","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:59","2020-02-27 10:48:59",NULL,NULL
"20423","22","20201210","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:59","2020-02-27 10:48:59",NULL,NULL
"20423","22","20201211","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:59","2020-02-27 10:48:59",NULL,NULL
"20423","22","20201212","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:59","2020-02-27 10:48:59",NULL,NULL
"20423","22","20201213",NULL,NULL,"8",NULL,"3","0","0","1","1","2020-02-27 10:48:59","2020-02-27 10:48:59",NULL,NULL
"20423","22","20201214","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:59","2020-02-27 10:48:59",NULL,NULL
"20423","22","20201215","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:59","2020-02-27 10:48:59",NULL,NULL
"20423","22","20201216","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:59","2020-02-27 10:48:59",NULL,NULL
"20423","22","20201217","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:59","2020-02-27 10:48:59",NULL,NULL
"20423","22","20201218","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:59","2020-02-27 10:48:59",NULL,NULL
"20423","22","20201219","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:59","2020-02-27 10:48:59",NULL,NULL
"20423","22","20201220",NULL,NULL,"8",NULL,"3","0","0","1","1","2020-02-27 10:48:59","2020-02-27 10:48:59",NULL,NULL
"20423","22","20201221","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:59","2020-02-27 10:48:59",NULL,NULL
"20423","22","20201222","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:59","2020-02-27 10:48:59",NULL,NULL
"20423","22","20201223","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:59","2020-02-27 10:48:59",NULL,NULL
"20423","22","20201224","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:59","2020-02-27 10:48:59",NULL,NULL
"20423","22","20201225","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:59","2020-02-27 10:48:59",NULL,NULL
"20423","22","20201226","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:59","2020-02-27 10:48:59",NULL,NULL
"20423","22","20201227",NULL,NULL,"8",NULL,"3","0","0","1","1","2020-02-27 10:48:59","2020-02-27 10:48:59",NULL,NULL
"20423","22","20201228","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:59","2020-02-27 10:48:59",NULL,NULL
"20423","22","20201229","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:48:59","2020-02-27 10:48:59",NULL,NULL
"20423","22","20201230","1","25","8",NULL,"1","0","0","1","1","2020-02-27 10:48:59","2020-02-27 10:48:59",NULL,NULL
"20423","22","20201231","1","25","8",NULL,"1","0","0","1","1","2020-02-27 10:48:59","2020-02-27 10:48:59",NULL,NULL
"20423","23","20201201","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:49:03","2020-02-27 10:49:03",NULL,NULL
"20423","23","20201202","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:49:03","2020-02-27 10:49:03",NULL,NULL
"20423","23","20201203","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:49:04","2020-02-27 10:49:04",NULL,NULL
"20423","23","20201204","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:49:04","2020-02-27 10:49:04",NULL,NULL
"20423","23","20201205","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:49:04","2020-02-27 10:49:04",NULL,NULL
"20423","23","20201206",NULL,NULL,"8",NULL,"3","0","0","1","1","2020-02-27 10:49:04","2020-02-27 10:49:04",NULL,NULL
"20423","23","20201207","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:49:04","2020-02-27 10:49:04",NULL,NULL
"20423","23","20201208","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:49:04","2020-02-27 10:49:04",NULL,NULL
"20423","23","20201209","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:49:04","2020-02-27 10:49:04",NULL,NULL
"20423","23","20201210","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:49:04","2020-02-27 10:49:04",NULL,NULL
"20423","23","20201211","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:49:04","2020-02-27 10:49:04",NULL,NULL
"20423","23","20201212","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:49:04","2020-02-27 10:49:04",NULL,NULL
"20423","23","20201213",NULL,NULL,"8",NULL,"3","0","0","1","1","2020-02-27 10:49:04","2020-02-27 10:49:04",NULL,NULL
"20423","23","20201214","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:49:04","2020-02-27 10:49:04",NULL,NULL
"20423","23","20201215","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:49:04","2020-02-27 10:49:04",NULL,NULL
"20423","23","20201216","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:49:04","2020-02-27 10:49:04",NULL,NULL
"20423","23","20201217","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:49:04","2020-02-27 10:49:04",NULL,NULL
"20423","23","20201218","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:49:04","2020-02-27 10:49:04",NULL,NULL
"20423","23","20201219","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:49:04","2020-02-27 10:49:04",NULL,NULL
"20423","23","20201220",NULL,NULL,"8",NULL,"3","0","0","1","1","2020-02-27 10:49:04","2020-02-27 10:49:04",NULL,NULL
"20423","23","20201221","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:49:04","2020-02-27 10:49:04",NULL,NULL
"20423","23","20201222","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:49:04","2020-02-27 10:49:04",NULL,NULL
"20423","23","20201223","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:49:04","2020-02-27 10:49:04",NULL,NULL
"20423","23","20201224","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:49:04","2020-02-27 10:49:04",NULL,NULL
"20423","23","20201225","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:49:04","2020-02-27 10:49:04",NULL,NULL
"20423","23","20201226","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:49:04","2020-02-27 10:49:04",NULL,NULL
"20423","23","20201227",NULL,NULL,"8",NULL,"3","0","0","1","1","2020-02-27 10:49:04","2020-02-27 10:49:04",NULL,NULL
"20423","23","20201228","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:49:04","2020-02-27 10:49:04",NULL,NULL
"20423","23","20201229","1","25","8",NULL,"1","0","0","0","1","2020-02-27 10:49:04","2020-02-27 10:49:04",NULL,NULL
"20423","23","20201230","1","25","8",NULL,"1","0","0","1","1","2020-02-27 10:49:04","2020-02-27 10:49:04",NULL,NULL
"20423","23","20201231","1","25","8",NULL,"1","0","0","1","1","2020-02-27 10:49:04","2020-02-27 10:49:04",NULL,NULL
"20423","24","20201201","1","13","7",NULL,"1","0","0","0","1","2020-02-27 10:49:09","2020-02-27 10:49:09",NULL,NULL
"20423","24","20201202","1","13","7",NULL,"1","0","0","0","1","2020-02-27 10:49:09","2020-02-27 10:49:09",NULL,NULL
"20423","24","20201203","1","13","7",NULL,"1","0","0","0","1","2020-02-27 10:49:09","2020-02-27 10:49:09",NULL,NULL
"20423","24","20201204","1","13","7",NULL,"1","0","0","0","1","2020-02-27 10:49:09","2020-02-27 10:49:09",NULL,NULL
"20423","24","20201205",NULL,NULL,"7",NULL,"3","0","0","0","1","2020-02-27 10:49:09","2020-02-27 10:49:09",NULL,NULL
"20423","24","20201206",NULL,NULL,"7",NULL,"3","0","0","1","1","2020-02-27 10:49:09","2020-02-27 10:49:09",NULL,NULL
"20423","24","20201207","1","13","7",NULL,"1","0","0","0","1","2020-02-27 10:49:09","2020-02-27 10:49:09",NULL,NULL
"20423","24","20201208","1","13","7",NULL,"1","0","0","0","1","2020-02-27 10:49:09","2020-02-27 10:49:09",NULL,NULL
"20423","24","20201209","1","13","7",NULL,"1","0","0","0","1","2020-02-27 10:49:09","2020-02-27 10:49:09",NULL,NULL
"20423","24","20201210","1","13","7",NULL,"1","0","0","0","1","2020-02-27 10:49:09","2020-02-27 10:49:09",NULL,NULL
"20423","24","20201211","1","13","7",NULL,"1","0","0","0","1","2020-02-27 10:49:09","2020-02-27 10:49:09",NULL,NULL
"20423","24","20201212",NULL,NULL,"7",NULL,"3","0","0","0","1","2020-02-27 10:49:09","2020-02-27 10:49:09",NULL,NULL
"20423","24","20201213",NULL,NULL,"7",NULL,"3","0","0","1","1","2020-02-27 10:49:09","2020-02-27 10:49:09",NULL,NULL
"20423","24","20201214","1","13","7",NULL,"1","0","0","0","1","2020-02-27 10:49:09","2020-02-27 10:49:09",NULL,NULL
"20423","24","20201215","1","13","7",NULL,"1","0","0","0","1","2020-02-27 10:49:09","2020-02-27 10:49:09",NULL,NULL
"20423","24","20201216","1","13","7",NULL,"1","0","0","0","1","2020-02-27 10:49:09","2020-02-27 10:49:09",NULL,NULL
"20423","24","20201217","1","13","7",NULL,"1","0","0","0","1","2020-02-27 10:49:09","2020-02-27 10:49:09",NULL,NULL
"20423","24","20201218","1","13","7",NULL,"1","0","0","0","1","2020-02-27 10:49:09","2020-02-27 10:49:09",NULL,NULL
"20423","24","20201219",NULL,NULL,"7",NULL,"3","0","0","0","1","2020-02-27 10:49:09","2020-02-27 10:49:09",NULL,NULL
"20423","24","20201220",NULL,NULL,"7",NULL,"3","0","0","1","1","2020-02-27 10:49:09","2020-02-27 10:49:09",NULL,NULL
"20423","24","20201221","1","13","7",NULL,"1","0","0","0","1","2020-02-27 10:49:09","2020-02-27 10:49:09",NULL,NULL
"20423","24","20201222","1","13","7",NULL,"1","0","0","0","1","2020-02-27 10:49:09","2020-02-27 10:49:09",NULL,NULL
"20423","24","20201223","1","13","7",NULL,"1","0","0","0","1","2020-02-27 10:49:09","2020-02-27 10:49:09",NULL,NULL
"20423","24","20201224","1","13","7",NULL,"1","0","0","0","1","2020-02-27 10:49:09","2020-02-27 10:49:09",NULL,NULL
"20423","24","20201225","1","13","7",NULL,"1","0","0","0","1","2020-02-27 10:49:09","2020-02-27 10:49:09",NULL,NULL
"20423","24","20201226",NULL,NULL,"7",NULL,"3","0","0","0","1","2020-02-27 10:49:09","2020-02-27 10:49:09",NULL,NULL
"20423","24","20201227",NULL,NULL,"7",NULL,"3","0","0","1","1","2020-02-27 10:49:09","2020-02-27 10:49:09",NULL,NULL
"20423","24","20201228","1","13","7",NULL,"1","0","0","0","1","2020-02-27 10:49:09","2020-02-27 10:49:09",NULL,NULL
"20423","24","20201229","1","13","7",NULL,"1","0","0","0","1","2020-02-27 10:49:09","2020-02-27 10:49:09",NULL,NULL
"20423","24","20201230","1","13","7",NULL,"1","0","0","1","1","2020-02-27 10:49:09","2020-02-27 10:49:09",NULL,NULL
"20423","24","20201231","1","13","7",NULL,"1","0","0","1","1","2020-02-27 10:49:09","2020-02-27 10:49:09",NULL,NULL
"20438","15","20201201",NULL,NULL,"8",NULL,"3","0","0","0","1","2020-03-04 09:21:27","2020-03-04 09:21:27",NULL,NULL
"20438","15","20201202",NULL,NULL,"8",NULL,"3","0","0","0","1","2020-03-04 09:21:27","2020-03-04 09:21:27",NULL,NULL
"20438","15","20201203",NULL,NULL,"8",NULL,"3","0","0","0","1","2020-03-04 09:21:27","2020-03-04 09:21:27",NULL,NULL
"20438","15","20201204",NULL,NULL,"8",NULL,"3","0","0","0","1","2020-03-04 09:21:27","2020-03-04 09:21:27",NULL,NULL
"20438","15","20201205",NULL,NULL,"8",NULL,"3","0","0","0","1","2020-03-04 09:21:27","2020-03-04 09:21:27",NULL,NULL
"20438","15","20201206",NULL,NULL,"8",NULL,"3","0","0","1","1","2020-03-04 09:21:27","2020-03-04 09:21:27",NULL,NULL
"20438","15","20201207",NULL,NULL,"8",NULL,"3","0","0","0","1","2020-03-04 09:21:27","2020-03-04 09:21:27",NULL,NULL
"20438","15","20201208",NULL,NULL,"8",NULL,"3","0","0","0","1","2020-03-04 09:21:27","2020-03-04 09:21:27",NULL,NULL
"20438","15","20201209",NULL,NULL,"8",NULL,"3","0","0","0","1","2020-03-04 09:21:27","2020-03-04 09:21:27",NULL,NULL
"20438","15","20201210",NULL,NULL,"8",NULL,"3","0","0","0","1","2020-03-04 09:21:27","2020-03-04 09:21:27",NULL,NULL
"20438","15","20201211",NULL,NULL,"8",NULL,"3","0","0","0","1","2020-03-04 09:21:27","2020-03-04 09:21:27",NULL,NULL
"20438","15","20201212",NULL,NULL,"8",NULL,"3","0","0","0","1","2020-03-04 09:21:27","2020-03-04 09:21:27",NULL,NULL
"20438","15","20201213",NULL,NULL,"8",NULL,"3","0","0","1","1","2020-03-04 09:21:27","2020-03-04 09:21:27",NULL,NULL
"20438","15","20201214",NULL,NULL,"8",NULL,"3","0","0","0","1","2020-03-04 09:21:27","2020-03-04 09:21:27",NULL,NULL
"20438","15","20201215",NULL,NULL,"8",NULL,"3","0","0","0","1","2020-03-04 09:21:27","2020-03-04 09:21:27",NULL,NULL
"20438","15","20201216",NULL,NULL,"8",NULL,"3","0","0","0","1","2020-03-04 09:21:27","2020-03-04 09:21:27",NULL,NULL
"20438","15","20201217",NULL,NULL,"8",NULL,"3","0","0","0","1","2020-03-04 09:21:27","2020-03-04 09:21:27",NULL,NULL
"20438","15","20201218",NULL,NULL,"8",NULL,"3","0","0","0","1","2020-03-04 09:21:27","2020-03-04 09:21:27",NULL,NULL
"20438","15","20201219",NULL,NULL,"8",NULL,"3","0","0","0","1","2020-03-04 09:21:27","2020-03-04 09:21:27",NULL,NULL
"20438","15","20201220",NULL,NULL,"8",NULL,"3","0","0","1","1","2020-03-04 09:21:27","2020-03-04 09:21:27",NULL,NULL
"20438","15","20201221",NULL,NULL,"8",NULL,"3","0","0","0","1","2020-03-04 09:21:27","2020-03-04 09:21:27",NULL,NULL
"20438","15","20201222",NULL,NULL,"8",NULL,"3","0","0","0","1","2020-03-04 09:21:27","2020-03-04 09:21:27",NULL,NULL
"20438","15","20201223",NULL,NULL,"8",NULL,"3","0","0","0","1","2020-03-04 09:21:27","2020-03-04 09:21:27",NULL,NULL
"20438","15","20201224",NULL,NULL,"8",NULL,"3","0","0","0","1","2020-03-04 09:21:27","2020-03-04 09:21:27",NULL,NULL
"20438","15","20201225",NULL,NULL,"8",NULL,"3","0","0","0","1","2020-03-04 09:21:27","2020-03-04 09:21:27",NULL,NULL
"20438","15","20201226",NULL,NULL,"8",NULL,"3","0","0","0","1","2020-03-04 09:21:27","2020-03-04 09:21:27",NULL,NULL
