"hospital_no","file_no","file_group_no","file_location_no","title","caption","name","memo","career","interview","position","flg_display","order","order2","status","rgst","updt","created_id","updated_id"
"20439","23939","5","1","画像診断専門の検査施設として専門分野に特化した運営を行っています","<h4>当院はCT、MRIによる画像診断専門の検査施設です</h4><p>城西クリニックは、画像診断専門の検査施設です。CTやMRIなどの検査機器を導入して検査を実施し、画像診断を行っております。そのうえで、検査結果を依頼元の医師へ伝達するという業務を中心にして運営しています。<br>そのため、検査後の治療に関しては一切タッチしておりません。多くの分野にまで手を広げるのではなく、画像診断の分野に特化し突き詰めています。これによって、医療機関として地域医療に貢献できるものと考えています。<br>当院では、より高精度な検査結果を提供することを目指して、日々研さんを積んでいます。<br>1つ目は、受診者様第一主義に徹すること。2つ目は、精度の高い検査と診断を実践すること。そして3つ目は、画像診断を通じて地域医療の向上に貢献することです。この3つを常に心がけて診断を行っております。</p>
",,,,,"L","0","0","0","1","2019-09-19 10:32:24","2019-09-19 10:32:24","epkdoc01","epkdoc01"
"20439","23940","5","4","当院は検査後のフォローアップ体制が充実しています","<h4>検査日の当日に検査結果の説明を行っています</h4><p>城西クリニックで検査を実施して、撮影した後、1時間から2時間ほどで検査結果のご説明が可能です。紹介状などがなく、何らかの自覚症状があって検査を受けに来院された受診者様には、検査日当日に検査結果の説明をするようにしています。<br>また、検査当日にどうしても時間がないという受診者様には、検査結果のご郵送も行っております。ただし、検査結果に何らかの異常がある受診者様に対しては、その内容を付記したうえであらためてご来院いただきます。そして、わかりやすく検査結果についてご説明を行っています。</p><h4>人間ドックなどの検査後のフォロー体制が充実しています</h4><p>当院における人間ドックなどの検査で、万が一にも異常が見つかった場合には、当院でさらなる精密検査が実施できます。また、手術などの治療が必要な場合には、当院と提携する医療機関などと連携してスムーズに治療に移行できる体制が整っています。<br>当院は輝城会グループに所属しており、沼田脳神経外科循環器科病院や沼田クリニックなどの連携する医療機関、大学病院などと連携して治療に移行します。提携する医療機関以外でも、受診者様の希望に合わせて紹介状を書かせていただきますので、お気軽にご相談ください。</p>
",,,,,"R","0","0","0","1","2019-09-19 10:32:24","2019-09-19 10:32:24","epkdoc01","epkdoc01"
"20439","44248","4","1",,,,,,,,"0","0","0","1","2019-09-19 10:32:24","2019-09-19 10:32:24","epkdoc01","epkdoc01"
"20451",,"3","1","受診者の健やかな生活を支える医療の提供を心がけています","<p class=""tab-txt"">庄内余目病院は、山形県東田川郡庄内町松陽にある施設で、JR余目駅から車で5分、庄内空港からは車で約15分ほどの立地にあります。<br>検査コースは、基本の日帰りドックや検査項目が充実した宿泊ドック、忙しい方のための半日ドックを用意しています。さらに、受診者のさまざまなニーズに対応するため、脳ドックや心臓ドック、歯科口腔外科ドックといった専門性の高い検査も実施しています。<br>いつまでも健康的な生活を送るためには、定期的な検査で自身の健康状態を確認することが重要です。当院では、皆さまの健やかな毎日を支える医療の提供を目指し、人間ドックを通じて疾患の早期発見・早期治療に取り組んでいます。</p>

<p class=""s-movie""><iframe src='https://play.bespotful.com/9577' frameborder='0' scrolling='no' allowfullscreen width='560' height='315'></iframe></p>",,,,,,"0","0","0","1","2019-10-17 11:49:49","2019-10-17 11:49:49","epkdoc01","epkdoc01"
"20451",,"6","1",,,,,,,,"0","0","0","1","2019-10-17 11:49:49","2019-10-17 11:49:49","epkdoc01","epkdoc01"
"20451","23443","1","1",,,,,,,,"0","0","0","1","2019-10-17 11:49:49","2019-10-17 11:49:49","epkdoc01","epkdoc01"
"20451","23444","1","2",,,,,,,,"0","0","0","1","2019-10-17 11:49:49","2019-10-17 11:49:49","epkdoc01","epkdoc01"
"20451","23445","2","1",,,,,,,,"0","0","0","1","2019-10-17 11:49:49","2019-10-17 11:49:49","epkdoc01","epkdoc01"
"20451","23446","2","2",,,,,,,,"0","0","0","1","2019-10-17 11:49:49","2019-10-17 11:49:49","epkdoc01","epkdoc01"
"20451","23447","2","3",,,,,,,,"0","0","0","1","2019-10-17 11:49:49","2019-10-17 11:49:49","epkdoc01","epkdoc01"
"20451","23448","2","4",,,,,,,,"0","0","0","1","2019-10-17 11:49:49","2019-10-17 11:49:49","epkdoc01","epkdoc01"
"20451","23449","5","4","受診者目線に立った医療の提供に取り組んでいます","<h4>受診者の健康を守るため、予防を重視した医療を目指しています</h4><p>当院では、末永く健康的な生活を送るためには、疾患を未然に防ぐ「予防」が大切だと考えています。そうした考えのもと、当院では1993年より率先して健診に取り組み、当時では珍しい内視鏡検査をいち早く取り入れるなど、疾患の早期発見につながる医療の提供を心がけてきました。<br>
皆さまの健康増進と疾患の予防を目指し、より良い医療の提供に取り組んでいます。</p>
<h4>快適な検査を提供するため、待ち時間の短縮にも取り組んでいます</h4><p>受診者が快適に検査を受診できるように、当院では待ち時間の短縮にも取り組んでいます。<br>
例えば、外来の診察が始まる前に超音波検査へと案内し、外来の受診者と時間がかぶらないように配慮しています。また、各検査室へはスタッフが同行して案内していますので、迷うことなくスムーズに検査を進めることができます。</p>",,,,,"R","0","0","0","1","2019-10-17 11:49:49","2019-10-17 11:49:49","epkdoc01","epkdoc01"
"20451","23450","5","1","疾患の早期発見につながる、検査を心がけています","<h4>設備を充実させて、より精密な検査を提供します</h4><p>当院では、精密な検査による疾患の早期発見・早期治療を目指し、精度の高い検査機器や設備を導入しています。脳疾患などの頭部の精密な検査に用いるMRIや、鮮明な断層写真で全身の状態を検査できる64列マルチスライスCTといった機器を用いて疾患の早期発見に役立てています。<br>
また、被ばくすることなくさまざまな部位の状態を確認することができる超音波検査機器も導入しており、受診者の負担軽減にも配慮しています。</p>
<h4>がんなどの早期発見を目指し、内視鏡検査を行っています</h4><p>当院では、がんをはじめとした疾患の早期発見を目指し、内視鏡検査を実施しています。胃の内視鏡検査では、経口内視鏡検査か経鼻内視鏡検査のいずれかを選択可能です。おう吐反応や痛みへの不安が大きい受診者には、鎮静剤の使用にも対応しています。<br>
また、宿泊ドックでは大腸内視鏡検査も行っています。大腸内視鏡検査で腸管内の状態を確認することで、大腸がんはもとより、腸閉塞や大腸ポリープといった疾患を詳しく検査することが可能です。</p>",,,,,"L","0","0","0","1","2019-10-17 11:49:49","2019-10-17 11:49:49","epkdoc01","epkdoc01"
"20451","23451","5","3","アフターフォローや健康意識の向上にも力を入れています","<h4>脳ドックでは当日の結果説明や精密検査の申し込みが可能です</h4><p>当院の脳ドックでは、希望者に対して検査終了後に脳神経外科の医師による結果説明を行っています。救急対応や緊急手術で対応できない場合もありますが、希望される方はお気軽にお知らせください。<br>
また、検査の結果、二次検査や精密検査が必要になった場合にはその場で検査の申し込みも受け付けています。</p>
<h4>受診者の生活習慣の改善をサポートしています</h4><p>当院では、受診者の健康的な生活をサポートするため、生活習慣の指導にも力を入れています。健診専用エリアには保健指導のスペースを設けており、受診者一人ひとりに合わせたアドバイスを行っています。また、待合室には健康に関する本を用意し、受診者の健康意識の向上に努めています。</p>",,,,,"L","0","0","0","1","2019-10-17 11:49:49","2019-10-17 11:49:49","epkdoc01","epkdoc01"
"20451","23452","5","2","リラックスして受診できる環境を目指しています","<h4>広々とした健診専用エリアで快適な受診環境を提供しています</h4><p>当院には一般外来のスペースとは分けられた健診専用エリアを設けています。検査を待つ間もリラックスして過ごすことができるように、広々としたスペースを確保しています。<br>
また、宿泊ドックの場合には院内で宿泊可能ですので、検査後も移動することなく快適に過ごせる環境を整えています。</p>",,,,,"R","0","0","0","1","2019-10-17 11:49:49","2019-10-17 11:49:49","epkdoc01","epkdoc01"
"20451","23453","8","4",,,,,,,,"1","2","1","1","2019-10-17 11:49:50","2019-10-17 11:49:50","epkdoc01","epkdoc01"
"20451","23454","8","2",,,,,,,,"0","0","1","1","2019-10-17 11:49:49","2019-10-17 11:49:49","epkdoc01","epkdoc01"
"20451","23455","8","2",,,,,,,,"0","0","13","1","2019-10-17 11:49:50","2019-10-17 11:49:50","epkdoc01","epkdoc01"
"20451","23456","8","2",,,,,,,,"0","0","7","1","2019-10-17 11:49:50","2019-10-17 11:49:50","epkdoc01","epkdoc01"
"20451","23457","8","2",,,,,,,,"0","0","2","1","2019-10-17 11:49:49","2019-10-17 11:49:49","epkdoc01","epkdoc01"
"20451","23458","8","2",,,,,,,,"0","0","10","1","2019-10-17 11:49:50","2019-10-17 11:49:50","epkdoc01","epkdoc01"
"20451","23459","8","2",,,,,,,,"0","0","9","1","2019-10-17 11:49:50","2019-10-17 11:49:50","epkdoc01","epkdoc01"
"20451","23460","8","2",,,,,,,,"0","0","11","1","2019-10-17 11:49:50","2019-10-17 11:49:50","epkdoc01","epkdoc01"
"20451","23461","8","2",,,,,,,,"0","0","8","1","2019-10-17 11:49:50","2019-10-17 11:49:50","epkdoc01","epkdoc01"
"20451","23462","8","2",,,,,,,,"0","0","5","1","2019-10-17 11:49:50","2019-10-17 11:49:50","epkdoc01","epkdoc01"
"20451","23463","8","2",,,,,,,,"0","0","4","1","2019-10-17 11:49:50","2019-10-17 11:49:50","epkdoc01","epkdoc01"
"20451","23464","8","3",,,,,,,,"0","0","1","1","2019-10-17 11:49:50","2019-10-17 11:49:50","epkdoc01","epkdoc01"
"20451","23465","8","3",,,,,,,,"0","0","2","1","2019-10-17 11:49:50","2019-10-17 11:49:50","epkdoc01","epkdoc01"
"20451","23466","8","3",,,,,,,,"1","4","6","1","2019-10-17 11:49:50","2019-10-17 11:49:50","epkdoc01","epkdoc01"
"20451","23467","8","3",,,,,,,,"1","1","4","1","2019-10-17 11:49:50","2019-10-17 11:49:50","epkdoc01","epkdoc01"
"20451","23468","8","3",,,,,,,,"0","0","3","1","2019-10-17 11:49:50","2019-10-17 11:49:50","epkdoc01","epkdoc01"
"20451","23469","8","3",,,,,,,,"0","0","5","1","2019-10-17 11:49:50","2019-10-17 11:49:50","epkdoc01","epkdoc01"
"20451","23470","8","2",,,,,,,,"0","0","12","1","2019-10-17 11:49:50","2019-10-17 11:49:50","epkdoc01","epkdoc01"
"20451","23471","8","2",,,,,,,,"1","3","3","1","2019-10-17 11:49:49","2019-10-17 11:49:49","epkdoc01","epkdoc01"
"20451","23472","8","2",,,,,,,,"0","0","6","1","2019-10-17 11:49:50","2019-10-17 11:49:50","epkdoc01","epkdoc01"
"20451","23473","8","3",,,,,,,,"0","0","7","1","2019-10-17 11:49:50","2019-10-17 11:49:50","epkdoc01","epkdoc01"
"20451","51343","4","1",,,,,,,,"0","0","0","1","2019-10-17 11:49:49","2019-10-17 11:49:49","epkdoc01","epkdoc01"
"20454",,"3","1","地域の皆様の健康をサポートするため、一人ひとりに向き合って医療を提供しています","池袋ドルフィンクリニックは東京都豊島区南池袋に位置する施設で、東京メトロ有楽町線の東池袋駅から徒歩1分の場所にあります。当院では、地域の方々の健康づくりに貢献できるよう、疾患の早期発見につながる精密な検査や受診者の生活習慣改善を心がけています。疾患を予防して健康を維持するためには、自身の健康状態を把握することが大切です。当院では、目的に合わせて検査を受けられるように4つの検査コースを用意し、希望に合わせてオプション検査も追加することができます。<br>
幅広い年代の受診者が訪れる当院では、受診者一人ひとりの声にしっかりと耳を傾け、丁寧な対応を心がけています。また、清潔で明るい雰囲気の院内環境を目指しており、受診者がリラックスして過ごせるように配慮しています。",,,,,,"0","0","0","1","2019-07-04 19:49:21","2019-07-04 19:49:21","epkdoc01","epkdoc01"
"20454",,"6","1",,,,,,,,"0","0","0","1","2019-07-04 19:49:22","2019-07-04 19:49:22","epkdoc01","epkdoc01"
"20454","23629","5","4","どなたでも気軽に受診できる環境を目指しています","<h4>駅徒歩1分のアクセス環境で、土曜日も検査を行っています</h4>
<p>当院は、東京メトロ有楽町線の東池袋駅から徒歩1分の場所に位置しています。東池袋駅1番出口奥の地下通路から直結しているので、天候にかかわらずスムーズにアクセスできる環境です。<br>
また、池袋駅からも徒歩圏内で、施設周辺には商業施設も多くあるため、ショッピングのついでに立ち寄ることも可能です。</p>",,,,,"R","0","0","0","1","2019-07-04 19:49:22","2019-07-04 19:49:22","epkdoc01","epkdoc01"
"20454","23630","5","1","地域の皆様に頼られる施設を目指しています","<h4>地域に根差して健康をサポートしています</h4>
<p>当院は、地域に根差した医療の提供を心がけて、日々の診療や検査に取り組んでいます。<br>
健診の提供だけでなく、一般的な内科診療を中心に在宅医療や漢方治療、豊島区の検診、インフルエンザワクチン接種などにも対応し、地域の方々の健康をサポートしています。末永く健やかな生活を送るためには、疾患を未然に防ぐことが大切です。<br>
当院では、24時間受け付けている医療相談窓口も設けていますので、メールや電話でお気軽にご相談いただけます。</p>",,,,,"L","0","0","0","1","2019-07-04 19:49:22","2019-07-04 19:49:22","epkdoc01","epkdoc01"
"20454","23631","5","3","受診者目線に立った丁寧な説明、アフターフォローを心がけています","<h4>受診者に寄り添った丁寧な説明、生活習慣指導に取り組んでいます</h4>
<p>当院は、受診後の結果説明を大切にしており、希望者には後日結果説明を行っています。丁寧で分かりやすい説明はもちろんのこと、受診者の普段の生活習慣にもしっかりと耳を傾け、一人ひとりにあったアドバイスを心がけています。<br>
受診者のライフスタイルに合わせた食生活の指導や、家の中でできる運動のアドバイスなど、無理なく継続できるように配慮して生活習慣の改善をサポートしています。</p>
<h4>医療機関との連携体制を整えています</h4>
<p>当院では、おひさまグループの医療機関や提携する医療機関との連携体制を整え、より良い医療の提供を目指しています。<br>
当院で対応できない検査や治療が必要な場合には、お住まいの地域や都合、症状などを考慮したうえで、受診者一人ひとりにあった医療機関の紹介を行っています。ほかの医療機関との綿密な連携によって、スムーズに医療を提供できるような環境づくりに取り組んでいます。</p>",,,,,"L","0","0","0","1","2019-07-04 19:49:22","2019-07-04 19:49:22","epkdoc01","epkdoc01"
"20454","23632","5","2","疾患の早期発見につながる精度の高い検査を心がけています","<h4>超音波検査を実施し、がんや胆石の発見に役立てています</h4>
<p>当院では、超音波検査を取り入れて疾患の早期発見に役立てています。<br>
超音波検査は、腹部や頸動脈、乳腺、甲状腺など、全身を幅広く検査することができ、主にがん腫瘍や胆石の発見に用いています。腹部超音波検査では膀胱や前立腺を、乳腺超音波検査では乳がんを検査することができるので、男女特有の疾患の早期発見にも役立てることができます。</p>
<h4>グループ内の医療機関で内視鏡検査も受診可能です</h4><p>当院はおひさまグループの新橋内視鏡クリニックと相互に連携を取っており、大腸内視鏡検査や胃内視鏡検査の受診も可能です。<br>
大腸内視鏡検査や胃内視鏡検査を行うことで、近年増加傾向にある大腸がんや胃がんといった疾患の早期発見につなげることができます。</p>",,,,,"R","0","0","0","1","2019-07-04 19:49:22","2019-07-04 19:49:22","epkdoc01","epkdoc01"
"20454","23633","1","1",,,,,,,,"0","0","0","1","2019-07-04 19:49:21","2019-07-04 19:49:21","epkdoc01","epkdoc01"
"20454","23634","1","2",,,,,,,,"0","0","0","1","2019-07-04 19:49:21","2019-07-04 19:49:21","epkdoc01","epkdoc01"
"20454","23635","2","3",,,,,,,,"0","0","0","1","2019-07-04 19:49:21","2019-07-04 19:49:21","epkdoc01","epkdoc01"
"20454","23636","2","4",,,,,,,,"0","0","0","1","2019-07-04 19:49:21","2019-07-04 19:49:21","epkdoc01","epkdoc01"
"20454","23637","2","2",,,,,,,,"0","0","0","1","2019-07-04 19:49:21","2019-07-04 19:49:21","epkdoc01","epkdoc01"
"20454","23639","8","4",,,,,,,,"0","0","1","1","2019-07-04 19:49:22","2019-07-04 19:49:22","epkdoc01","epkdoc01"
"20454","23640","8","4",,,,,,,,"1","1","2","1","2019-07-04 19:49:22","2019-07-04 19:49:22","epkdoc01","epkdoc01"
"20454","23641","8","3",,,,,,,,"1","4","1","1","2019-07-04 19:49:22","2019-07-04 19:49:22","epkdoc01","epkdoc01"
"20454","23642","8","3",,,,,,,,"0","0","4","1","2019-07-04 19:49:22","2019-07-04 19:49:22","epkdoc01","epkdoc01"
"20454","23644","8","3",,,,,,,,"1","2","2","1","2019-07-04 19:49:22","2019-07-04 19:49:22","epkdoc01","epkdoc01"
"20454","23645","8","2",,,,,,,,"0","0","3","1","2019-07-04 19:49:22","2019-07-04 19:49:22","epkdoc01","epkdoc01"
"20454","23646","8","2",,,,,,,,"0","0","2","1","2019-07-04 19:49:22","2019-07-04 19:49:22","epkdoc01","epkdoc01"
"20454","23647","8","2",,,,,,,,"0","0","4","1","2019-07-04 19:49:22","2019-07-04 19:49:22","epkdoc01","epkdoc01"
"20454","23648","8","3",,,,,,,,"0","0","3","1","2019-07-04 19:49:22","2019-07-04 19:49:22","epkdoc01","epkdoc01"
"20454","23649","8","3",,,,,,,,"1","3","6","1","2019-07-04 19:49:22","2019-07-04 19:49:22","epkdoc01","epkdoc01"
"20454","23652","8","2",,,,,,,,"0","0","1","1","2019-07-04 19:49:22","2019-07-04 19:49:22","epkdoc01","epkdoc01"
"20454","42871","4","1",,,,,,,,"0","0","0","1","2019-07-04 19:49:22","2019-07-04 19:49:22","epkdoc01","epkdoc01"
"20454","52400","2","1",,,,,,,,"0","0","0","1","2019-07-04 19:49:21","2019-07-04 19:49:21","epkdoc01","epkdoc01"
"20466",,"3","1","御茶ノ水駅からすぐ近くの男性専用の健診施設です","<p class=""tab-txt"">浜田病院健康クリニック メンズ健診センターは、千代田区神田駿河台の地で、受診者に寄り添った医療の提供に取り組んでいます。受診者により快適な環境で検査を受けていただくため、2013年4月に現在の小畑ビルに移転し、男性専用の施設として検査を提供しています。また、清潔感が保たれた院内は広々としたスペースとなっており、検査を待つ間も快適にお過ごしいただけるよう配慮しています。
最寄り駅のJR「御茶ノ水駅」からは徒歩3分ほどでアクセスすることができ、東京メトロ丸の内線「御茶ノ水駅」、東京メトロ千代田線「新御茶ノ水駅」もご利用いただけます。「東京駅」や「新宿駅」など、都内の主要駅から電車でスムーズに移動できる環境ですので、お気軽に足を運んでいただけます。<br><br>
※こちらはメンズ健診センターのページになります。女性の方は
「<a href=""https://www.docknet.jp/detail_hospital/D20460/basic.html"">浜田病院</a>」をご利用ください。</p>
<p class=""s-movie""><iframe src='https://play.bespotful.com/8180' frameborder='0' scrolling='no' allowfullscreen width='560' height='315'></iframe></p>",,,,,,"0","0","0","1","2019-07-09 11:57:17","2019-07-09 11:57:17","epkdoc01","epkdoc01"
"20466",,"6","1",,,,,,,,"0","0","0","1","2019-07-09 11:57:17","2019-07-09 11:57:17","epkdoc01","epkdoc01"
"20466","24251","8","4",,,,,,,,"1","4","1","1","2019-07-09 11:57:18","2019-07-09 11:57:18","epkdoc01","epkdoc01"
"20466","24253","8","4",,,,,,,,"0","0","2","1","2019-07-09 11:57:18","2019-07-09 11:57:18","epkdoc01","epkdoc01"
"20466","24254","8","1",,,,,,,,"0","0","1","1","2019-07-09 11:57:17","2019-07-09 11:57:17","epkdoc01","epkdoc01"
"20466","24255","8","3",,,,,,,,"1","1","2","1","2019-07-09 11:57:18","2019-07-09 11:57:18","epkdoc01","epkdoc01"
"20466","24256","8","5",,,,,,,,"0","0","2","1","2019-07-09 11:57:18","2019-07-09 11:57:18","epkdoc01","epkdoc01"
"20466","24257","8","3",,,,,,,,"0","0","3","1","2019-07-09 11:57:18","2019-07-09 11:57:18","epkdoc01","epkdoc01"
"20466","24259","8","5",,,,,,,,"0","0","1","1","2019-07-09 11:57:18","2019-07-09 11:57:18","epkdoc01","epkdoc01"
"20466","24261","8","3",,,,,,,,"0","0","4","1","2019-07-09 11:57:18","2019-07-09 11:57:18","epkdoc01","epkdoc01"
"20466","24262","8","3",,,,,,,,"0","0","5","1","2019-07-09 11:57:18","2019-07-09 11:57:18","epkdoc01","epkdoc01"
"20466","24263","8","2",,,,,,,,"1","3","2","1","2019-07-09 11:57:17","2019-07-09 11:57:17","epkdoc01","epkdoc01"
"20466","24264","8","2",,,,,,,,"0","0","3","1","2019-07-09 11:57:17","2019-07-09 11:57:17","epkdoc01","epkdoc01"
"20466","24265","8","2",,,,,,,,"1","2","1","1","2019-07-09 11:57:17","2019-07-09 11:57:17","epkdoc01","epkdoc01"
"20466","24266","8","2",,,,,,,,"0","0","4","1","2019-07-09 11:57:17","2019-07-09 11:57:17","epkdoc01","epkdoc01"
"20466","24267","8","2",,,,,,,,"0","0","5","1","2019-07-09 11:57:17","2019-07-09 11:57:17","epkdoc01","epkdoc01"
"20466","24269","8","2",,,,,,,,"0","0","6","1","2019-07-09 11:57:17","2019-07-09 11:57:17","epkdoc01","epkdoc01"
"20466","24270","8","3",,,,,,,,"0","0","6","1","2019-07-09 11:57:18","2019-07-09 11:57:18","epkdoc01","epkdoc01"
"20466","24271","8","2",,,,,,,,"0","0","7","1","2019-07-09 11:57:17","2019-07-09 11:57:17","epkdoc01","epkdoc01"
"20466","24272","8","3",,,,,,,,"0","0","7","1","2019-07-09 11:57:18","2019-07-09 11:57:18","epkdoc01","epkdoc01"
"20466","24273","8","3",,,,,,,,"0","0","1","1","2019-07-09 11:57:18","2019-07-09 11:57:18","epkdoc01","epkdoc01"
"20466","24274","8","2",,,,,,,,"0","0","8","1","2019-07-09 11:57:18","2019-07-09 11:57:18","epkdoc01","epkdoc01"
"20466","24318","1","1",,,,,,,,"0","0","0","1","2019-07-09 11:57:16","2019-07-09 11:57:16","epkdoc01","epkdoc01"
"20466","24319","1","2",,,,,,,,"0","0","0","1","2019-07-09 11:57:17","2019-07-09 11:57:17","epkdoc01","epkdoc01"
"20466","24320","2","4",,,,,,,,"0","0","0","1","2019-07-09 11:57:17","2019-07-09 11:57:17","epkdoc01","epkdoc01"
"20466","24321","2","2",,,,,,,,"0","0","0","1","2019-07-09 11:57:17","2019-07-09 11:57:17","epkdoc01","epkdoc01"
"20466","24322","2","3",,,,,,,,"0","0","0","1","2019-07-09 11:57:17","2019-07-09 11:57:17","epkdoc01","epkdoc01"
"20466","24323","2","1",,,,,,,,"0","0","0","1","2019-07-09 11:57:17","2019-07-09 11:57:17","epkdoc01","epkdoc01"
"20466","24324","5","4","どなたでも気軽に受診できる環境を目指しています","<h4>駅徒歩3分のアクセス環境で土曜の検査にも対応しています</h4><p>当院は、どなたでも気軽に受診できる環境を目指しています。アクセス面では、JR「御茶ノ水駅」から徒歩3分の場所にあり、東京メトロ丸の内線「御茶ノ水駅」、東京メトロ千代田線「新御茶ノ水駅」からもご来院いただける環境です。<br>また、当院は平日に加えて土曜日の検査にも対応しています。そのため、平日は仕事で忙しいという方でも無理なく受診することが可能です。</p>",,,,,"R","0","0","0","1","2019-07-09 11:57:17","2019-07-09 11:57:17","epkdoc01","epkdoc01"
"20466","24325","5","2","リラックスできる環境で、丁寧な応対を心がけています","<h4>男女別のビルで、ゆったりとした検査環境です</h4><p>当院は、落ち着いた雰囲気で検査を受けていただくことに注力しています。男性専用の検査スペースとなっているので、女性受診者に気遣うことなくリラックスして過ごすことできます。受付や待合室も広々としたスペースを確保しているので、窮屈な思いをすることなく、快適に検査を受けられるような環境です。また、人間ドックの受診者には、検査終了後に山の上ホテルのランチ券をお渡ししています。検査の後は、おいしい食事で疲れを癒やしていただければ、と考えています。</p><h4>丁寧でスピーディーな応対を心がけています</h4><p>これから検査を受けるという方の中には、不安な気持ちを抱いている方も少なくありません。当院では、受診者の不安な気持ちを少しでも軽減できるように、丁寧な応対やご案内を心がけています。<br>また、待ち時間の少ないスピーディーな検査の提供にも力を入れています。なにかご不明な点がございましたら、お気軽にお問合せ下さい。</p>",,,,,"R","0","0","0","1","2019-07-09 11:57:17","2019-07-09 11:57:17","epkdoc01","epkdoc01"
"20466","24326","5","3","検査結果を健康増進に役立てられるよう、フォローにも力を入れています","<h4>検査後のフォローアップを大切にしています</h4><p>検査の結果を今後の健康に役立てていただくためにも、当院では検査後のフォローアップを大切にしています。検査で異常が見られた場合には、受診者の健康状態やご都合に合わせて、一人ひとりに合った医療機関の紹介に対応しています。<br>また、検査結果についてご不明な点がある場合には、電話での相談を受け付けています。</p>
",,,,,"L","0","0","0","1","2019-07-09 11:57:17","2019-07-09 11:57:17","epkdoc01","epkdoc01"
"20466","24327","5","1","精度の高い検査で、疾患の早期発見を目指しています","<h4>消化管内を詳しく確認できる胃内視鏡検査を実施しています</h4><p>当院では、胃や食道、十二指腸の粘膜の状態を詳しく確認することができる経口内視鏡検査を実施しています。口から胃カメラを挿入して検査を行う経口内視鏡は、消化管の内部を直接確認することができるほか、病変が疑われる部分の粘膜細胞の一部を採取して詳しく検査することも可能です。<br>また、胃カメラ挿入時の不快感や苦痛が気になる方には、おう吐反応が起こりにくい経鼻内視鏡もご用意しています。ご希望の方は、検査時にご相談ください。</p><h4>ダブルチェック体制で精度の高い診断の提供を目指しています</h4><p>健康的な生活を維持するためには、できるだけ早い段階で疾患を発見し、早期に治療を受けることが大切です。当院では、疾患の早期発見・早期治療を目指し、読影のダブルチェック体制を整えています。小さな異変であっても見逃さないように2名の医師が細心の注意を払って読影を行い、より精度の高い診断の提供に取り組んでいます。</p>
",,,,,"L","0","0","0","1","2019-07-09 11:57:17","2019-07-09 11:57:17","epkdoc01","epkdoc01"
"20466","50550","4","1",,,,,,,,"0","0","0","1","2019-07-09 11:57:17","2019-07-09 11:57:17","epkdoc01","epkdoc01"
"20472",,"3","1","自然豊かな大濠公園を臨む環境で、受診者の健康増進をサポートしています","<p class=""tab-txt"">大濠パーククリニックは、福岡市中央区大濠公園の地で検査を行う施設です。当院の院内やバルコニーからは自然豊かな大濠公園を一望できる環境で、受診者の健康をサポートしています。最寄り駅の福岡市営地下鉄空港線「大濠公園駅」から徒歩2分とアクセス良好で、市内の繁華街へも簡単に移動することができます。<br>
疾患を未然に防ぎ、末永く健康的な生活を送るためにも、定期的に検査を受診することが重要です。当院では、どなたでも気軽に検査を受けることができる環境を目指すとともに、先進的な機器による精度の高い診断の提供に取り組んでいます。</p>

<p class=""s-movie""><iframe src='https://play.bespotful.com/9565' frameborder='0' scrolling='no' allowfullscreen width='560' height='315'></iframe></p>",,,,,,"0","0","0","1","2019-07-09 12:04:31","2019-07-09 12:04:31","epkdoc01","epkdoc01"
"20472",,"6","1",,,,,,,,"0","0","0","1","2019-07-09 12:04:32","2019-07-09 12:04:32","epkdoc01","epkdoc01"
"20472","24541","1","1",,,,,,,,"0","0","0","1","2019-07-09 12:04:31","2019-07-09 12:04:31","epkdoc01","epkdoc01"
"20472","24542","1","2",,,,,,,,"0","0","0","1","2019-07-09 12:04:31","2019-07-09 12:04:31","epkdoc01","epkdoc01"
"20472","24543","2","1",,,,,,,,"0","0","0","1","2019-07-09 12:04:31","2019-07-09 12:04:31","epkdoc01","epkdoc01"
"20472","24544","2","3",,,,,,,,"0","0","0","1","2019-07-09 12:04:31","2019-07-09 12:04:31","epkdoc01","epkdoc01"
"20472","24545","2","2",,,,,,,,"0","0","0","1","2019-07-09 12:04:31","2019-07-09 12:04:31","epkdoc01","epkdoc01"
"20472","24546","2","4",,,,,,,,"0","0","0","1","2019-07-09 12:04:31","2019-07-09 12:04:31","epkdoc01","epkdoc01"
"20472","24547","5","2","女性にやさしい環境を整え、健康増進をサポートしています","<h4>女性向けの検査項目を充実させています</h4><p>当院では、女性の健康増進と疾患の早期発見に力を入れ、女性向けの検査項目を幅広く取り扱っています。触診や乳腺エコーによる乳がん検診を含む検査コースや、婦人科検診として超音波、女性ホルモン測定、子宮頸がん、性病の検査を含むブライダルチェックのコースなど、女性におすすめの検査を豊富に取り揃えています。</p>
<h4>女性が気兼ねなく受診できる環境を整えています</h4><p>女性が快適に受診できる環境を目指し、当院では院内環境の整備に率先して取り組んでいます。院内にはパウダールームを設けているので、検査後にメークやヘアスタイルを整えていただけます。また、育児で忙しいという方でも気兼ねなく受診していただけるように、ほかの受診者を気にすることなく過ごすことができるゲストルームを用意しています。</p>",,,,,"R","0","0","0","1","2019-07-09 12:04:31","2019-07-09 12:04:31","epkdoc01","epkdoc01"
