"epark_member_id","hospital_no","course_no","flg_display","status","rgst","updt","created_id","updated_id"
"17557179","20172","20776","1","1","2018-08-27 11:04:41","2018-08-27 11:04:41",NULL,NULL
"17557179","20162","0","0","1","2018-08-27 11:10:31","2018-08-27 11:10:31",NULL,NULL
"19985986","20665","0","0","1","2018-08-27 14:47:41","2018-08-27 14:47:41",NULL,NULL
"21813292","20069","0","0","1","2018-08-27 18:34:20","2018-08-27 18:34:21",NULL,NULL
"16925742","20462","10","1","1","2018-08-27 21:40:32","2018-08-27 21:40:32",NULL,NULL
"16925742","20390","0","0","1","2018-08-27 21:47:15","2018-08-27 21:47:15",NULL,NULL
"18894534","20132","21079","1","1","2018-08-27 23:08:38","2018-08-27 23:08:38",NULL,NULL
"14888237","20579","20","1","X","2018-08-28 00:00:10","2018-08-28 00:00:10",NULL,NULL
"14888237","20579","21","1","X","2018-08-28 00:00:22","2018-08-28 00:00:22",NULL,NULL
"14888237","20579","22","1","X","2018-08-28 00:00:33","2018-08-28 00:00:33",NULL,NULL
"14888237","20579","41","1","1","2018-08-28 00:00:54","2018-08-28 00:00:54",NULL,NULL
"14888237","20579","42","1","1","2018-08-28 00:01:03","2018-08-28 00:01:03",NULL,NULL
"14888237","20579","38","1","1","2018-08-28 00:01:59","2018-08-28 00:01:59",NULL,NULL
"25969855","20011","0","0","1","2018-08-28 13:06:00","2018-08-28 13:06:00",NULL,NULL
"4433388","20148","20693","1","1","2018-08-28 14:05:48","2018-08-28 14:05:48",NULL,NULL
"25625619","20498","0","0","1","2018-08-28 18:28:11","2018-08-28 18:28:11",NULL,NULL
"25972584","20459","5","1","1","2018-08-28 19:35:47","2018-08-28 19:35:47",NULL,NULL
"4626618","20460","11","1","1","2018-08-28 23:07:16","2018-08-28 23:07:16",NULL,NULL
"1559570","20472","0","0","1","2018-08-28 23:51:42","2018-08-28 23:51:42",NULL,NULL
"1559570","20465","0","0","1","2018-08-28 23:53:41","2018-08-28 23:53:41",NULL,NULL
"10772258","20438","0","0","1","2018-08-29 07:52:35","2018-08-29 07:52:35",NULL,NULL
"15750287","20559","3","1","1","2018-08-29 10:38:15","2018-08-29 10:38:15",NULL,NULL
"17516120","20131","20507","1","1","2018-08-29 11:46:54","2018-08-29 11:46:54",NULL,NULL
"25979559","20042","0","0","1","2018-08-29 12:15:16","2018-08-29 12:15:16",NULL,NULL
"14097460","20318","0","0","1","2018-08-29 13:57:05","2018-08-29 13:57:05",NULL,NULL
"21127559","20117","20459","1","1","2018-08-29 14:49:40","2018-08-29 14:49:40",NULL,NULL
"18645359","20577","28","1","1","2018-08-29 18:38:47","2018-08-29 18:38:47",NULL,NULL
"18645359","20578","0","0","1","2018-08-29 18:39:14","2018-08-29 18:39:14",NULL,NULL
"2762493","20045","0","0","1","2018-08-29 21:45:12","2018-08-29 21:45:12",NULL,NULL
"25868947","20495","7","1","1","2018-08-29 21:50:34","2018-08-29 21:50:34",NULL,NULL
"18689169","20028","0","0","1","2018-08-30 00:26:57","2018-08-30 00:26:57",NULL,NULL
"22080246","20676","3","1","1","2018-08-30 01:27:50","2018-08-30 01:27:50",NULL,NULL
"12031182","20382","0","0","1","2018-08-30 04:35:43","2018-08-30 04:35:43",NULL,NULL
"12031182","20422","0","0","1","2018-08-30 04:36:23","2018-08-30 04:36:23",NULL,NULL
"12031182","20148","20691","1","1","2018-08-30 04:38:31","2018-08-30 04:38:31",NULL,NULL
"12031182","20012","20136","1","1","2018-08-30 04:41:06","2018-08-30 04:41:06",NULL,NULL
"6974292","20497","0","0","1","2018-08-30 06:44:55","2018-08-30 06:44:55",NULL,NULL
"25992135","20573","0","0","1","2018-08-30 14:09:13","2018-08-30 14:09:13",NULL,NULL
"25992135","20573","4","1","1","2018-08-30 14:09:46","2018-08-30 14:09:46",NULL,NULL
"25997245","20459","0","0","1","2018-08-30 21:37:20","2018-08-30 21:37:20",NULL,NULL
"18982443","20122","0","0","1","2018-08-31 12:48:28","2018-08-31 12:48:28",NULL,NULL
"26007634","20087","21670","1","1","2018-08-31 19:28:05","2018-08-31 19:28:05",NULL,NULL
"17133626","20326","0","0","1","2018-09-01 10:28:18","2018-09-01 10:28:18",NULL,NULL
"2577976","20089","0","0","1","2018-09-01 10:50:53","2018-09-01 10:50:53",NULL,NULL
"19078912","20086","20628","1","1","2018-09-01 11:46:56","2018-09-01 11:46:56",NULL,NULL
"9454130","20086","0","0","1","2018-09-01 13:08:33","2018-09-01 13:08:33",NULL,NULL
"26017725","20333","0","0","1","2018-09-01 13:19:27","2018-09-01 13:19:27",NULL,NULL
"23330295","20039","20944","1","1","2018-09-01 17:35:19","2018-09-01 17:35:19",NULL,NULL
"26035157","20470","0","0","1","2018-09-02 11:03:06","2018-09-02 11:03:06",NULL,NULL
"26038875","20727","0","0","1","2018-09-02 13:10:37","2018-09-02 13:10:37",NULL,NULL
"9203092","20288","0","0","1","2018-09-02 17:46:28","2018-09-02 17:46:28",NULL,NULL
"13045532","20045","20216","1","1","2018-09-02 22:12:23","2018-09-02 22:12:23",NULL,NULL
"13045532","20501","11","1","1","2018-09-02 22:15:12","2018-09-02 22:15:12",NULL,NULL
"26054231","20260","0","0","1","2018-09-03 08:45:19","2018-09-03 08:45:19",NULL,NULL
"23056759","20382","0","0","1","2018-09-03 14:43:11","2018-09-21 11:23:36",NULL,NULL
"12632467","20072","20282","1","1","2018-09-03 14:55:35","2018-09-03 14:55:35",NULL,NULL
"26057760","20443","0","0","1","2018-09-03 15:23:33","2018-09-03 15:23:33",NULL,NULL
"21314376","20449","13","1","1","2018-09-03 16:16:46","2018-09-03 16:16:46",NULL,NULL
"22797686","20654","1","1","1","2018-09-03 17:25:48","2018-09-03 17:25:48",NULL,NULL
"25562404","20497","0","0","1","2018-09-03 19:29:06","2018-09-03 19:29:06",NULL,NULL
"26057874","20615","1","1","1","2018-09-03 21:27:17","2018-09-03 21:27:17",NULL,NULL
"26054231","20260","21012","1","1","2018-09-03 23:03:27","2018-09-03 23:03:27",NULL,NULL
"26054231","20513","0","0","1","2018-09-03 23:14:15","2018-09-03 23:16:04",NULL,NULL
"26054231","20513","6","1","1","2018-09-03 23:32:10","2018-09-03 23:32:10",NULL,NULL
"26054231","20527","8","1","1","2018-09-03 23:33:07","2018-09-03 23:33:07",NULL,NULL
"26054231","20077","0","0","1","2018-09-03 23:34:01","2018-09-03 23:34:01",NULL,NULL
"6257490","20578","0","0","1","2018-09-04 00:49:12","2018-09-04 00:49:12",NULL,NULL
"7983343","20003","0","0","1","2018-09-04 09:41:25","2018-09-04 09:41:25",NULL,NULL
"23503487","20382","0","0","1","2018-09-04 12:08:32","2018-09-04 12:08:32",NULL,NULL
"9395704","20551","9","1","1","2018-09-04 14:36:00","2018-09-04 14:36:00",NULL,NULL
"20802846","20496","4","1","1","2018-09-04 16:17:28","2018-09-04 16:17:28",NULL,NULL
"23103437","20055","20233","1","1","2018-09-04 20:42:10","2018-09-04 20:42:10",NULL,NULL
"15597181","20180","0","0","1","2018-09-05 11:54:57","2018-09-05 11:54:57",NULL,NULL
"15597181","20182","20817","1","1","2018-09-05 11:55:12","2018-09-05 11:55:12",NULL,NULL
"8242515","20423","15","1","1","2018-09-05 12:28:39","2018-09-05 12:28:39",NULL,NULL
"22952147","20693","0","0","1","2018-09-05 14:31:59","2018-09-05 14:31:59",NULL,NULL
"20935891","20578","0","0","1","2018-09-05 15:53:47","2018-09-07 01:13:25",NULL,NULL
"7221317","20575","0","0","1","2018-09-05 18:14:13","2018-09-05 18:14:13",NULL,NULL
"25781913","20064","0","0","1","2018-09-05 20:28:20","2018-09-05 20:28:20",NULL,NULL
"13749682","20045","0","0","1","2018-09-05 22:15:39","2018-09-05 22:15:39",NULL,NULL
"4437788","20575","0","0","1","2018-09-06 10:13:22","2018-09-06 10:13:22",NULL,NULL
"26057874","20171","0","0","1","2018-09-06 16:23:50","2018-09-06 16:23:50",NULL,NULL
"21422991","20517","0","0","1","2018-09-06 21:17:47","2018-09-06 21:17:47",NULL,NULL
"20747018","20693","1","1","1","2018-09-06 21:46:06","2018-09-06 21:46:06",NULL,NULL
"16929037","20315","0","0","1","2018-09-07 14:41:04","2018-09-07 14:41:04",NULL,NULL
"26057874","20224","0","0","1","2018-09-07 17:22:56","2018-09-07 17:22:56",NULL,NULL
"22159779","20368","21792","1","1","2018-09-07 17:23:19","2018-09-07 17:23:19",NULL,NULL
"26057874","20202","0","0","1","2018-09-07 17:23:46","2018-09-07 17:23:46",NULL,NULL
"1742130","20699","0","0","1","2018-09-07 21:02:21","2018-09-07 21:02:21",NULL,NULL
"1296505","20699","1","1","1","2018-09-07 21:04:49","2018-09-07 21:04:49",NULL,NULL
"13612125","20379","0","0","1","2018-09-08 01:01:48","2018-09-08 01:01:48",NULL,NULL
"13612125","20188","20827","1","1","2018-09-08 01:10:56","2018-09-08 01:10:56",NULL,NULL
"13612125","20654","0","0","1","2018-09-08 01:14:05","2018-09-08 01:14:05",NULL,NULL
"26106441","20003","21916","1","1","2018-09-08 13:11:38","2018-09-08 13:11:38",NULL,NULL
"26106441","20003","0","0","1","2018-09-08 13:13:15","2018-09-08 13:13:15",NULL,NULL
"26106441","20003","21911","1","1","2018-09-08 13:14:39","2018-09-08 13:14:39",NULL,NULL
"15571763","20560","0","0","1","2018-09-08 20:54:55","2018-09-08 20:54:55",NULL,NULL
"22754243","20606","0","0","1","2018-09-09 09:55:09","2018-09-09 09:55:09",NULL,NULL
"22867102","20438","14","1","1","2018-09-09 10:08:50","2018-09-09 10:08:50",NULL,NULL
"13045532","20577","28","1","1","2018-09-09 10:17:32","2018-09-09 10:17:39",NULL,NULL
"13045532","20578","4","1","1","2018-09-09 10:17:51","2018-09-09 10:17:51",NULL,NULL
"9610361","20281","0","0","1","2018-09-09 14:12:27","2018-09-09 14:12:27",NULL,NULL
"4461078","20462","0","0","1","2018-09-09 21:03:33","2018-09-09 21:03:33",NULL,NULL
"25377040","20157","20663","1","1","2018-09-09 22:03:37","2018-09-09 22:04:27",NULL,NULL
"25377040","20087","0","0","1","2018-09-09 22:34:04","2018-09-09 22:34:04",NULL,NULL
"25377040","20087","20345","1","1","2018-09-09 22:34:22","2018-09-09 22:34:22",NULL,NULL
"16430852","20000","20020","1","1","2018-09-09 23:57:33","2018-09-09 23:57:33",NULL,NULL
"25566419","20686","0","0","1","2018-09-10 03:54:11","2018-09-10 03:54:11",NULL,NULL
"26147024","20382","0","0","1","2018-09-10 15:57:14","2018-09-10 15:57:14",NULL,NULL
"26147024","20382","21735","1","1","2018-09-10 16:02:06","2018-09-10 16:02:06",NULL,NULL
"26147024","20382","21512","1","1","2018-09-10 16:02:38","2018-09-10 16:02:38",NULL,NULL
"21278186","20089","0","0","1","2018-09-10 17:39:50","2018-09-10 17:40:03",NULL,NULL
"21278186","20422","0","0","1","2018-09-10 17:40:33","2018-09-10 17:41:57",NULL,NULL
"21278186","20422","6","1","1","2018-09-10 17:53:08","2018-09-10 17:53:08",NULL,NULL
"21278186","20538","1","1","1","2018-09-10 17:59:02","2018-09-10 17:59:12",NULL,NULL
"20620849","20691","2","1","1","2018-09-10 21:34:39","2018-09-10 21:34:39",NULL,NULL
"20620849","20316","0","0","1","2018-09-10 21:38:35","2018-09-10 21:38:35",NULL,NULL
"5265398","20224","20930","1","1","2018-09-11 00:02:18","2018-09-11 00:02:18",NULL,NULL
"19645192","20318","21272","1","1","2018-09-11 10:11:54","2018-09-11 10:11:54",NULL,NULL
"26154584","20042","0","0","1","2018-09-11 12:59:34","2018-09-11 12:59:34",NULL,NULL
"26156404","20382","21782","1","1","2018-09-11 16:31:45","2018-09-12 16:46:34",NULL,NULL
"14880622","20640","1","1","1","2018-09-11 16:49:29","2018-09-11 16:49:29",NULL,NULL
"22682540","20341","21913","1","1","2018-09-11 18:48:37","2018-09-11 18:48:37",NULL,NULL
"26082436","20577","17","1","1","2018-09-11 20:51:35","2018-09-11 20:51:35",NULL,NULL
"12851658","20318","21268","1","1","2018-09-11 21:53:25","2018-09-11 21:53:25",NULL,NULL
"20122905","20392","21840","1","1","2018-09-12 10:03:01","2018-09-12 10:03:10",NULL,NULL
"8153341","20573","0","0","1","2018-09-12 13:55:11","2018-09-12 13:55:11",NULL,NULL
"8153341","20148","0","0","1","2018-09-12 13:55:27","2018-09-12 13:55:27",NULL,NULL
"15707491","20486","0","0","1","2018-09-12 19:01:34","2018-09-12 19:01:34",NULL,NULL
"21739492","20317","0","0","1","2018-09-12 21:16:22","2018-09-12 21:16:22",NULL,NULL
"22593850","20069","0","0","X","2018-09-12 22:02:44","2018-09-12 22:02:44",NULL,NULL
"7816221","20508","1","1","1","2018-09-12 22:15:30","2018-09-12 22:15:30",NULL,NULL
"17004699","20211","0","0","1","2018-09-12 23:23:17","2018-09-12 23:23:17",NULL,NULL
"12031182","20039","0","0","1","2018-09-13 02:58:47","2018-09-13 02:58:47",NULL,NULL
"12031182","20039","20944","1","1","2018-09-13 02:59:16","2018-09-13 02:59:16",NULL,NULL
"12031182","20536","3","1","1","2018-09-13 03:01:21","2018-09-13 03:01:35",NULL,NULL
"12031182","20536","7","1","1","2018-09-13 03:04:00","2018-09-13 03:04:00",NULL,NULL
"12031182","20385","21538","1","1","2018-09-13 03:07:16","2018-09-13 03:07:16",NULL,NULL
"7412587","20544","9","1","1","2018-09-13 07:44:43","2018-09-13 07:44:43",NULL,NULL
"21292784","20132","0","0","1","2018-09-13 09:29:07","2018-09-13 09:29:07",NULL,NULL
"138957","20212","20937","1","1","2018-09-13 21:19:50","2018-09-13 21:19:50",NULL,NULL
"12851658","20318","21274","1","1","2018-09-13 22:29:15","2018-09-13 22:29:15",NULL,NULL
"25655777","20157","0","0","1","2018-09-14 12:57:02","2018-09-14 12:57:02",NULL,NULL
"26182941","20513","1","1","1","2018-09-14 14:05:06","2018-09-14 15:21:13",NULL,NULL
"18440153","20089","0","0","1","2018-09-14 15:20:54","2018-09-14 15:20:54",NULL,NULL
"9512994","20179","0","0","1","2018-09-14 19:02:25","2018-09-14 19:02:25",NULL,NULL
"19768859","20382","21783","1","1","2018-09-15 00:08:45","2018-09-15 00:08:45",NULL,NULL
"16665988","20573","0","0","1","2018-09-15 08:54:00","2018-09-15 08:54:00",NULL,NULL
"25913015","20201","0","0","1","2018-09-15 22:48:29","2018-09-15 22:48:29",NULL,NULL
"25913015","20347","0","0","1","2018-09-15 22:51:03","2018-09-15 22:51:03",NULL,NULL
"25913015","20045","0","0","1","2018-09-15 23:10:23","2018-09-15 23:10:23",NULL,NULL
"7631254","20346","21332","1","1","2018-09-16 00:28:56","2018-09-16 00:28:56",NULL,NULL
"7631254","20346","0","0","1","2018-09-16 00:34:53","2018-09-16 00:34:53",NULL,NULL
"10233297","20450","11","1","1","2018-09-16 10:16:58","2018-09-16 10:16:58",NULL,NULL
"23372746","20204","0","0","1","2018-09-16 12:57:42","2018-09-16 13:01:52",NULL,NULL
"9610361","20665","0","0","1","2018-09-16 16:23:10","2018-09-16 16:23:10",NULL,NULL
"26189922","20422","0","0","1","2018-09-16 21:37:13","2018-09-16 21:37:13",NULL,NULL
"26189922","20513","0","0","1","2018-09-16 21:41:16","2018-09-16 21:41:16",NULL,NULL
"26189922","20422","6","1","1","2018-09-16 21:50:29","2018-09-16 21:50:29",NULL,NULL
"26189922","20422","3","1","1","2018-09-16 21:52:33","2018-09-16 21:52:33",NULL,NULL
"26189922","20507","11","1","1","2018-09-16 21:58:17","2018-09-16 21:58:17",NULL,NULL
"26189922","20507","0","0","1","2018-09-16 22:00:41","2018-09-16 22:00:41",NULL,NULL
"20530650","20601","0","0","1","2018-09-17 00:04:12","2018-09-17 00:04:12",NULL,NULL
"20141474","20045","0","0","X","2018-09-17 00:24:34","2018-09-17 00:24:34",NULL,NULL
"20141474","20352","0","0","1","2018-09-17 00:26:35","2018-09-17 00:26:35",NULL,NULL
"26252227","20073","0","0","1","2018-09-17 20:05:14","2018-09-17 20:05:14",NULL,NULL
"26252227","20591","0","0","1","2018-09-17 20:06:23","2018-09-17 20:06:23",NULL,NULL
"23562473","20418","10","1","1","2018-09-18 00:05:40","2018-09-18 00:05:40",NULL,NULL
"23562473","20172","0","0","1","2018-09-18 00:13:12","2018-09-18 00:13:12",NULL,NULL
"10508670","20086","0","0","1","2018-09-18 10:05:58","2018-09-18 10:05:58",NULL,NULL
"26256075","20533","0","0","1","2018-09-18 10:27:12","2018-09-18 14:13:29",NULL,NULL
"4079734","20735","1","1","1","2018-09-18 11:39:58","2018-09-18 11:44:09",NULL,NULL
"10019262","20647","0","0","1","2018-09-18 14:06:30","2018-09-18 14:18:06",NULL,NULL
"10019262","20449","0","0","1","2018-09-18 14:10:26","2018-09-18 14:10:26",NULL,NULL
"9390385","20606","3","1","1","2018-09-18 15:35:12","2018-09-18 15:35:12",NULL,NULL
"25277094","20610","0","0","1","2018-09-18 18:37:42","2018-09-18 18:37:42",NULL,NULL
"22675393","20602","3","1","1","2018-09-18 21:02:43","2018-09-18 21:02:43",NULL,NULL
"17679720","20060","0","0","X","2018-09-19 11:02:11","2018-09-19 11:02:11",NULL,NULL
"17679720","20580","0","0","1","2018-09-19 11:23:05","2018-09-19 11:23:05",NULL,NULL
"19699875","20422","0","0","1","2018-09-19 14:50:11","2018-09-19 14:50:22",NULL,NULL
"22779672","20462","0","0","1","2018-09-19 15:48:13","2018-09-19 15:48:13",NULL,NULL
"26009662","20326","0","0","1","2018-09-19 15:57:05","2018-09-19 15:57:05",NULL,NULL
"26272116","20113","21489","1","1","2018-09-19 21:38:46","2018-09-19 21:38:46",NULL,NULL
"26272116","20522","0","0","1","2018-09-19 22:09:12","2018-09-19 22:09:12",NULL,NULL
"26272116","20661","4","1","1","2018-09-19 22:13:41","2018-09-19 22:13:41",NULL,NULL
"26272116","20043","21606","1","1","2018-09-19 22:15:07","2018-09-19 22:15:07",NULL,NULL
"26272116","20370","21485","1","1","2018-09-19 22:17:10","2018-09-19 22:17:10",NULL,NULL
"26272116","20610","1","1","1","2018-09-19 22:19:02","2018-09-19 22:19:02",NULL,NULL
"26272116","20440","2","1","X","2018-09-19 22:19:38","2018-09-19 22:19:38",NULL,NULL
"26272116","20610","0","0","1","2018-09-19 22:25:13","2018-09-19 22:25:13",NULL,NULL
"23089331","20544","0","0","1","2018-09-20 05:21:35","2018-09-20 05:21:35",NULL,NULL
"23089331","20519","0","0","1","2018-09-20 05:24:01","2018-09-20 05:24:01",NULL,NULL
"23089331","20311","0","0","1","2018-09-20 05:26:14","2018-09-20 05:26:14",NULL,NULL
"23089331","20045","0","0","1","2018-09-20 05:28:27","2018-09-20 05:28:27",NULL,NULL
"23089331","20425","0","0","1","2018-09-20 05:30:09","2018-09-20 05:30:09",NULL,NULL
"26273829","20423","3","1","1","2018-09-20 07:40:36","2018-09-20 07:40:36",NULL,NULL
"26273829","20514","8","1","1","2018-09-20 08:35:10","2018-09-20 08:35:10",NULL,NULL
"26273829","20514","7","1","1","2018-09-20 08:40:10","2018-09-20 08:40:10",NULL,NULL
"26273829","20086","20638","1","1","2018-09-20 08:43:26","2018-09-20 08:43:26",NULL,NULL
"26273829","20608","6","1","1","2018-09-20 08:45:41","2018-09-20 08:45:41",NULL,NULL
"26273829","20271","21140","1","1","2018-09-20 08:47:54","2018-09-20 09:14:50",NULL,NULL
"26273829","20002","20041","1","1","2018-09-20 09:31:06","2018-09-20 09:31:06",NULL,NULL
"26075883","20727","0","0","1","2018-09-20 13:10:34","2018-09-20 13:10:34",NULL,NULL
"9773504","20042","0","0","1","2018-09-20 15:56:57","2018-09-20 15:56:57",NULL,NULL
"9773504","20042","21420","1","1","2018-09-20 16:27:50","2018-09-20 16:27:50",NULL,NULL
"26057874","20467","0","0","1","2018-09-21 11:18:55","2018-09-21 11:18:55",NULL,NULL
"26276019","20657","1","1","1","2018-09-21 13:19:27","2018-09-21 13:19:27",NULL,NULL
"26276019","20513","2","1","X","2018-09-21 13:21:26","2018-09-21 13:21:26",NULL,NULL
"26276019","20045","20210","1","1","2018-09-21 13:23:23","2018-09-21 13:23:23",NULL,NULL
"26276019","20003","0","0","X","2018-09-21 13:25:15","2018-09-21 13:25:15",NULL,NULL
"26276019","20513","1","1","X","2018-09-21 13:42:10","2018-09-21 13:42:10",NULL,NULL
"26276019","20665","1","1","1","2018-09-21 14:13:53","2018-09-21 14:13:53",NULL,NULL
"10308572","20102","0","0","1","2018-09-21 15:37:40","2018-09-21 15:37:40",NULL,NULL
"26287114","20281","0","0","1","2018-09-21 16:15:48","2018-09-21 16:15:48",NULL,NULL
"20920597","20422","0","0","1","2018-09-21 16:38:02","2018-09-27 11:11:34",NULL,NULL
"20920597","20422","6","1","X","2018-09-21 16:38:15","2018-09-21 16:38:16",NULL,NULL
"20920597","20462","0","0","1","2018-09-21 16:39:12","2018-10-09 13:57:18",NULL,NULL
"20920597","20462","16","1","X","2018-09-21 16:39:47","2018-09-21 16:39:48",NULL,NULL
"26287684","20527","8","1","X","2018-09-21 17:09:57","2018-09-21 17:09:57",NULL,NULL
"20920597","20422","9","1","X","2018-09-21 17:11:27","2018-09-21 17:11:27",NULL,NULL
"20920597","20422","8","1","X","2018-09-21 17:11:41","2018-09-21 17:11:42",NULL,NULL
"14982950","20042","0","0","1","2018-09-21 20:28:52","2018-09-21 20:28:52",NULL,NULL
"26292925","20347","0","0","1","2018-09-22 00:46:35","2018-09-22 00:46:35",NULL,NULL
"19726776","20317","0","0","1","2018-09-22 15:59:27","2018-09-22 15:59:27",NULL,NULL
"26057874","20558","0","0","1","2018-09-22 16:17:10","2018-09-22 16:17:10",NULL,NULL
"26281838","20124","20484","1","1","2018-09-22 18:27:45","2018-09-22 18:27:45",NULL,NULL
"23070719","20383","21526","1","1","2018-09-23 06:21:35","2018-09-23 06:25:18",NULL,NULL
"5858315","20508","1","1","1","2018-09-23 11:34:55","2018-09-23 11:34:55",NULL,NULL
"18915069","20209","0","0","1","2018-09-24 07:06:05","2018-09-24 07:06:05",NULL,NULL
"18915069","20317","0","0","1","2018-09-24 07:10:04","2018-09-24 07:10:04",NULL,NULL
"22461132","20462","0","0","1","2018-09-24 09:55:35","2018-09-24 09:55:35",NULL,NULL
"26348052","20585","0","0","1","2018-09-24 14:08:34","2018-09-24 14:08:34",NULL,NULL
"26099487","20056","0","0","1","2018-09-24 22:39:08","2018-09-24 22:39:08",NULL,NULL
"9115245","20102","0","0","1","2018-09-25 04:21:26","2018-09-25 04:21:26",NULL,NULL
"16929037","20559","1","1","1","2018-09-25 09:22:44","2018-09-25 09:22:44",NULL,NULL
"16929037","20045","20210","1","1","2018-09-25 09:32:24","2018-09-25 09:32:24",NULL,NULL
"16929037","20232","20965","1","1","2018-09-25 09:57:22","2018-09-25 09:57:22",NULL,NULL
"16929037","20561","3","1","1","2018-09-25 09:57:57","2018-09-25 09:57:57",NULL,NULL
"16929037","20041","0","0","1","2018-09-25 10:03:27","2018-09-25 10:03:27",NULL,NULL
"16929037","20045","0","0","1","2018-09-25 10:05:37","2018-09-25 10:05:37",NULL,NULL
"21125347","20487","10","1","1","2018-09-25 12:32:06","2018-09-25 12:32:06",NULL,NULL
"26369906","20647","0","0","1","2018-09-26 10:24:42","2018-09-26 10:24:42",NULL,NULL
"6402209","20212","20940","1","1","2018-09-26 11:32:31","2018-09-26 11:32:31",NULL,NULL
"26368378","20113","0","0","1","2018-09-26 13:21:56","2018-09-26 13:21:56",NULL,NULL
"7895280","20601","5","1","1","2018-09-26 14:01:41","2018-09-26 14:01:41",NULL,NULL
"14222633","20087","0","0","1","2018-09-26 20:15:46","2018-09-26 20:15:46",NULL,NULL
"14222633","20553","0","0","X","2018-09-26 20:16:57","2018-09-26 20:16:57",NULL,NULL
"14222633","20061","20247","1","1","2018-09-26 20:18:12","2018-09-26 20:18:12",NULL,NULL
"19706654","20392","0","0","1","2018-09-26 21:30:21","2018-09-26 21:30:21",NULL,NULL
"14222633","20553","1","1","1","2018-09-26 23:38:53","2018-09-26 23:38:53",NULL,NULL
"26368378","20360","0","0","1","2018-09-27 03:23:32","2018-09-27 03:23:32",NULL,NULL
"26377375","20513","2","1","1","2018-09-27 03:59:52","2018-09-27 03:59:52",NULL,NULL
"26377375","20527","5","1","1","2018-09-27 04:00:42","2018-09-27 04:00:42",NULL,NULL
"10905436","20496","1","1","1","2018-09-27 06:53:03","2018-09-27 06:53:03",NULL,NULL
"25383991","20245","0","0","1","2018-09-27 09:50:43","2018-09-27 09:50:43",NULL,NULL
"20920597","20601","0","0","X","2018-09-27 11:05:38","2018-09-27 11:05:39",NULL,NULL
"20920597","20735","2","1","X","2018-09-27 11:06:26","2018-09-27 11:07:09",NULL,NULL
"20920597","20497","11","1","X","2018-09-27 11:06:29","2018-09-27 11:06:31",NULL,NULL
"20920597","20531","3","1","X","2018-09-27 11:06:31","2018-09-27 11:06:32",NULL,NULL
"20920597","20497","0","0","X","2018-09-27 11:07:01","2018-09-27 11:07:02",NULL,NULL
"20920597","20496","0","0","X","2018-09-27 11:07:03","2018-09-27 11:07:04",NULL,NULL
"20920597","20735","0","0","X","2018-09-27 11:07:05","2018-09-27 11:07:07",NULL,NULL
"20920597","20003","0","0","X","2018-09-27 11:11:51","2018-09-27 11:11:51",NULL,NULL
"20920597","20116","20462","1","X","2018-09-27 11:12:10","2018-09-27 11:12:10",NULL,NULL
"20920597","20279","21126","1","1","2018-09-27 11:12:18","2018-09-27 11:12:18",NULL,NULL
"20920597","20610","13","1","X","2018-09-27 11:12:24","2018-09-27 11:12:24",NULL,NULL
"15306065","20045","0","0","1","2018-09-27 12:17:42","2018-09-27 12:17:42",NULL,NULL
"10905436","20208","0","0","1","2018-09-27 18:46:43","2018-09-27 18:46:43",NULL,NULL
"15567140","20491","4","1","1","2018-09-28 03:57:32","2018-09-28 03:57:32",NULL,NULL
"19738020","20069","20275","1","1","2018-09-28 15:29:11","2018-09-28 15:29:11",NULL,NULL
"11790664","20182","20817","1","1","2018-09-29 06:34:39","2018-09-29 06:34:39",NULL,NULL
"10742763","20613","0","0","1","2018-09-29 09:15:58","2018-09-29 09:15:58",NULL,NULL
"23175002","20460","10","1","1","2018-09-29 12:48:16","2018-09-29 12:48:16",NULL,NULL
"26404618","20589","0","0","1","2018-09-29 14:59:47","2018-09-29 14:59:47",NULL,NULL
"17808561","20342","0","0","1","2018-09-29 21:29:27","2018-09-29 21:29:27",NULL,NULL
"10577971","20647","3","1","1","2018-09-29 23:03:19","2018-09-29 23:03:19",NULL,NULL
"26384220","20498","0","0","1","2018-09-30 14:11:15","2018-09-30 14:11:15",NULL,NULL
"26428128","20422","5","1","1","2018-10-01 09:18:26","2018-10-01 09:18:28",NULL,NULL
"26428128","20624","0","0","1","2018-10-01 09:19:50","2018-10-01 09:19:51",NULL,NULL
"26428128","20462","1","1","1","2018-10-01 09:21:29","2018-10-01 09:21:30",NULL,NULL
"26428128","20578","0","0","1","2018-10-01 09:30:02","2018-10-01 09:30:03",NULL,NULL
"26428128","20624","14","1","1","2018-10-01 09:36:09","2018-10-01 09:36:10",NULL,NULL
"18790906","20382","21775","1","1","2018-10-01 19:16:19","2018-11-27 12:04:56",NULL,NULL
"18790906","20382","21785","1","1","2018-10-01 19:16:45","2018-10-01 19:16:46",NULL,NULL
"18790906","20382","21782","1","1","2018-10-01 19:17:35","2018-10-01 19:17:35",NULL,NULL
"18790906","20382","21783","1","1","2018-10-01 19:17:39","2018-10-01 19:17:39",NULL,NULL
"18790906","20382","21776","1","1","2018-10-01 19:18:57","2018-10-01 19:18:57",NULL,NULL
"26436287","20527","0","0","1","2018-10-01 22:30:17","2018-10-01 22:30:17",NULL,NULL
"20706381","20601","0","0","1","2018-10-01 22:45:25","2018-10-01 22:45:25",NULL,NULL
